geoid,census_block_id
'530610538013142',43942
'530610538013103',43907
'530610538013098',43745
'530610532021039',46014
'530610531011027',43290
'530610533025058',51542
'530610532022007',43238
'530610531021009',43462
'530610531021015',43453
'530610535052006',44032
'530610535061055',42637
'530610535063045',44196
'530610535092007',43281
'530610535063028',44055
'530610535052032',44183
'530610535052029',44037
'530610535092003',43469
'530610535071010',43360
'530610535082026',43204
'530610535041004',43353
'530610535041007',43222
'530610535081015',43302
'530610504021004',50497
'530610508005009',50631
'530610504021009',50507
'530610507002017',51098
'530610508002010',51091
'530610509003010',51093
'530610514002028',50505
'530610510001026',50792
'530610510001024',50793
'530610514002020',50355
'530610514002010',50364
'530610514002011',50365
'530610514002029',50504
'530610514002017',50509
'530610509002003',50942
'530610509001011',50800
'530610418113007',49166
'530610418113008',49168
'530610418053016',47544
'530610418051009',47600
'530610418051007',47606
'530610418062003',47678
'530610418064008',47750
'530610418063007',47749
'530610418053011',47550
'530610418053018',47555
'530610418052016',47618
'530610418066002',47682
'530610418065001',47683
'530610418082001',48968
'530610536023082',45508
'530610536041018',44332
'530610536021009',44903
'530610536032020',45017
'530610536022012',45036
'530610536023112',45209
'530610536023109',45208
'530610536023154',45384
'530610536023110',45391
'530610536023111',45200
'530610536043018',44368
'530610536033020',44881
'530610528053016',44409
'530610528051010',44433
'530610528053012',44290
'530610529052001',44457
'530610529032022',46258
'530610529032007',44666
'530610529034014',44721
'530610529032027',44743
'530610529061005',44461
'530610529061007',44462
'530610529053002',44614
'530610529034004',44661
'530610529034047',44769
'530610529034016',44720
'530610529034019',44740
'530610529034034',44759
'530610529034041',44770
'530610538012016',48630
'530610538011031',48728
'530610538012024',48707
'530610538011010',48072
'530610538031038',48078
'530610538022004',47960
'530610538032004',43803
'530610538032005',43803
'530610538021016',48024
'530610538033045',43878
'530610538033051',43880
'530610538021017',48051
'530610533011020',42974
'530610532013014',51541
'530610533014068',42852
'530610533014070',42873
'530610533014067',42865
'530610533014050',42974
'530610533014056',42894
'530610533014045',42822
'530610533025013',42975
'530610533011031',42989
'530610533011025',42976
'530610534001025',42759
'530610535072011',43497
'530610535073010',43501
'530610535073013',43497
'530610535064005',43063
'530610535082038',43349
'530610535082053',43310
'530610535061082',42961
'530610535044004',43198
'530610535081032',43296
'530610535081020',43292
'530610535082035',43309
'530610535082006',43358
'530610535044003',43173
'530610535053007',43377
'530610535053020',43548
'530610503003009',49539
'530610519272015',50053
'530610512004008',50521
'530610420013013',47714
'530610520043006',49260
'530610420052018',49078
'530610420032013',51502
'530610501012014',49289
'530610420032014',49203
'530610519243015',50193
'530610505001001',49930
'530610503001001',49655
'530610420011008',51499
'530610501012001',49393
'530610411002008',47220
'530610410002014',46941
'530610419013010',49153
'530610411001008',47299
'530610401002008',46378
'530610401002013',46337
'530610401001008',46375
'530610401002007',46313
'530610401001002',46348
'530610401004031',46307
'530610401004018',46437
'530610401003003',46437
'530610401001021',46354
'530610401002032',46382
'530610401003004',46421
'530610401002028',46405
'530610401002021',46364
'530610526061004',45110
'530610526043009',45278
'530610526031019',45968
'530610526032003',44993
'530610526032007',45970
'530610526032011',45977
'530610526041001',45262
'530610526053002',45063
'530610526054002',45089
'530610526054006',45096
'530610526062039',45236
'530610528032003',44010
'530610527061004',45154
'530610529034040',44757
'530610527054002',44829
'530610528044003',44161
'530610528065004',44296
'530610529032029',44748
'530610527092000',44307
'530610528033008',44137
'530610528042014',44167
'530610527051001',44833
'530610527011019',44027
'530610527084000',44647
'530610527072015',45973
'530610527061034',45154
'530610529052009',44490
'530610528052005',44279
'530610529034024',44728
'530610525023012',45457
'530610524013000',45719
'530610525023048',45679
'530610524011004',45705
'530610521042013',46285
'530610524021011',45757
'530610524021014',45758
'530610523021009',45762
'530610523021010',45703
'530610524011021',45722
'530610521042006',46276
'530610521051031',47803
'530610524021025',45756
'530610524022022',45700
'530610524022021',45700
'530610524022020',45831
'530619400023000',51233
'530619400023012',51233
'530619400023035',51233
'530619400023039',51233
'530619400022027',51233
'530619400023004',51233
'530619400023006',51233
'530619400022025',51233
'530619400022026',51233
'530619400023008',51233
'530619400023042',51233
'530619400014011',46105
'530619400023097',51233
'530619400013032',46185
'530619400013041',46219
'530619400014080',46161
'530610519232005',49875
'530610503001007',49813
'530610504024004',50331
'530610518022037',51638
'530610518022001',51638
'530610519053000',50162
'530610519182007',51192
'530610518042009',49320
'530610506001027',51079
'530610505005001',49903
'530610505003009',50457
'530610505004010',49940
'530610505005013',49910
'530610519054003',50282
'530610519162018',50884
'530610503001004',49542
'530610516021001',49755
'530610516021002',49755
'530610518033001',49304
'530610419043002',47537
'530610405001005',46771
'530610405001029',46751
'530610405001037',46769
'530610405001046',46658
'530610416082003',48142
'530610413013003',47099
'530610408002022',46691
'530610410002000',46819
'530610410002008',46955
'530610410002017',46938
'530610410003006',47076
'530610410001002',46824
'530610536032006',44561
'530610536033021',44881
'530610536041005',44322
'530610536041010',44324
'530610536022019',45377
'530610536024023',44059
'530610536024038',44067
'530610536043023',44356
'530610536043027',44358
'530610536021004',44348
'530610536022000',45200
'530610536022020',45042
'530610536043044',44328
'530610527062008',45985
'530610527091002',44309
'530610527091008',44193
'530610528041014',44249
'530610528032041',44125
'530610528043011',44159
'530610528043003',44150
'530610528053007',44266
'530610528062003',44449
'530610528051006',44437
'530610529032004',46258
'530610529032003',46230
'530610529052011',44604
'530610529032000',44608
'530610529032031',46283
'530610529032049',46283
'530610538012025',48702
'530610538012038',48715
'530610538034023',45580
'530610538013084',43930
'530610538032000',43820
'530610538021031',48023
'530610538012028',48718
'530610538034075',48007
'530610534003014',42763
'530610532013017',42699
'530610532013018',42999
'530610532013021',51541
'530610533011022',42856
'530610533014060',42871
'530610533014083',42886
'530610533012022',42812
'530610533011019',42970
'530610533011018',42970
'530610534001028',42738
'530610537002095',43581
'530610537002055',43582
'530610537002046',43574
'530610537002073',43585
'530610537001000',43598
'530610537001128',43661
'530610537001171',43650
'530610537001144',43654
'530610537001241',43708
'530610537001243',43708
'530610537001242',43708
'530610537002084',42640
'530610537001186',44091
'530610537002039',42968
'530610537001167',43617
'530610537001165',43622
'530610515003002',50235
'530610509001013',50802
'530610504021002',50507
'530610504021008',50503
'530610514002021',50514
'530610512004006',50524
'530610510001014',50658
'530610514002022',50516
'530610512003006',50813
'530610509001012',50799
'530610509002006',50952
'530610501021007',49395
'530610520054000',49626
'530610520054002',49629
'530610415002011',47165
'530610411001004',47222
'530610411001006',47293
'530610414001019',47312
'530610414004003',47312
'530610414004010',47312
'530610414004012',47312
'530610414004014',47254
'530610414002007',47317
'530610414002017',47312
'530610414002021',47320
'530610414003008',47363
'530610414003020',47407
'530610414003010',47373
'530610402002006',46419
'530610419052003',47584
'530610419011026',47724
'530610403001007',46551
'530610402003011',46551
'530610405002006',46562
'530610402003015',46551
'530610404002002',46569
'530610536032021',45019
'530610536032022',45019
'530610536022025',45200
'530610536043010',44337
'530610536032013',44551
'530610536041017',44388
'530610536043020',44382
'530610536041006',44325
'530610519121013',48843
'530610521183018',48172
'530610521153000',48177
'530610521153005',48236
'530610521153006',48311
'530610521132031',48819
'530610521142020',48420
'530610521142016',48344
'530610527092014',44486
'530610528052022',44279
'530610538022001',48022
'530610538023005',47953
'530610538034028',43770
'530610538034101',45560
'530610538023004',47987
'530610538034034',43864
'530610538032006',43801
'530610538034025',43758
'530610538013037',43745
'530610538013048',43783
'530610538013033',43778
'530610538013029',43785
'530610523021003',45837
'530610521042050',46276
'530610521042076',46352
'530610521043006',44941
'530610523023018',45864
'530610521051017',47801
'530610534003042',42623
'530610532013004',43009
'530610533025055',43011
'530610533025041',43029
'530610532021003',43236
'530610535071013',43327
'530610535082042',43206
'530610535044009',43195
'530610535073006',43498
'530610535071012',43327
'530610535071014',43333
'530610535061045',42637
'530610535082028',43348
'530610535041013',43373
'530610535082031',43203
'530610519152010',50571
'530610519151017',50574
'530610519153008',50712
'530610519152005',50411
'530610519153015',50713
'530610519181005',51219
'530610519142020',51023
'530610519163009',50887
'530610519172010',51185
'530610504024000',50335
'530610519054011',50281
'530610519173010',51208
'530610519171006',51182
'530610502004016',49726
'530610519243004',50083
'530610407004078',46914
'530610416071006',45775
'530610415001013',47020
'530610419032005',47433
'530610419032007',47516
'530610419033007',47520
'530610419012005',48938
'530610413012052',47182
'530610418121021',49314
'530610418103000',49032
'530610418083002',48953
'530610418111019',49338
'530610417033010',49425
'530610417041000',49251
'530610416014011',47470
'530610416011011',47481
'530610536023164',44385
'530610536023121',45200
'530610536024013',44063
'530610536031002',44541
'530610536033018',45041
'530610536023044',43740
'530610536023063',44599
'530610536023083',45516
'530610529063012',44636
'530610527081012',44519
'530610528031009',51248
'530610528042024',44274
'530610529044005',44691
'530610527071001',44962
'530610527061011',44963
'530610538013156',43976
'530610538013078',43980
'530610538013158',43980
'530610538013067',43992
'530610538013060',43930
'530610538013074',43995
'530610538013003',43745
'530610538012005',48612
'530610538034081',47988
'530610538023026',47955
'530610538034013',43864
'530610524023040',45927
'530610523023015',45862
'530610521042115',46276
'530610521042046',46276
'530610521041007',44931
'530610525033001',45129
'530610521041003',44909
'530610524014008',45785
'530610533021012',42581
'530610533025061',43011
'530610534002002',43035
'530610531011009',43285
'530610533012002',42556
'530610533012011',42803
'530610532023009',43413
'530610532012003',43066
'530610534001029',42754
'530610532023021',51545
'530610520052012',49510
'530610520073004',49708
'530610519232001',49877
'530610519233003',49884
'530610520073008',49788
'530610520073006',49792
'530610520071009',49791
'530610520072008',49800
'530610520072010',49798
'530610519232012',50066
'530610420052008',48919
'530610519221004',50049
'530610518041000',49341
'530610520053008',51536
'530610420061000',47651
'530610519161025',51053
'530610519281000',49605
'530610420013024',47502
'530610519133013',50707
'530610519232007',50074
'530610507003002',50766
'530610519211003',50052
'530610519272011',49696
'530610518041012',51637
'530610519051016',51511
'530610519231011',49867
'530610520043001',49185
'530610506001001',51516
'530610506001015',50453
'530610417042004',49258
'530610418101001',49027
'530610419032006',47518
'530610419053006',47662
'530610419041004',47446
'530610413042005',47028
'530610419032001',47435
'530610404003029',46675
'530610418103005',49101
'530610418121014',49308
'530610418121009',49308
'530610416061000',48974
'530610419011000',47722
'530610418063002',47742
'530610416013021',47619
'530610417041008',49437
'530610419011015',47583
'530610419011011',47722
'530610413012044',46964
'530610418082007',48968
'530610419032004',47434
'530610521181002',48375
'530610519262001',48883
'530610519253007',51053
'530610519261008',51672
'530610519121010',48851
'530610519263005',48827
'530610519251001',50438
'530610519251004',50431
'530610521122008',48851
'530610519252031',50743
'530610521151014',48227
'530610521151009',48224
'530610521151007',48184
'530610521083010',48647
'530610521152003',48228
'530610538013149',43745
'530610538013122',43958
'530610538013157',43745
'530610538013162',43980
'530610538013055',43981
'530610538013080',43980
'530610538013182',43994
'530610538034049',45571
'530610538011027',47948
'530610538012012',48692
'530610538013006',43745
'530610538034020',48079
'530610534003000',42632
'530610534001026',42748
'530610531011005',43276
'530610534002003',51543
'530610534002000',42737
'530610531012014',43273
'530610531022008',46054
'530610531021011',43472
'530610531012007',43082
'530610531021019',43463
'530610534001021',42745
'530610535052034',44194
'530610535061012',42629
'530610535061077',42637
'530610535064004',43061
'530610535064009',43125
'530610535054004',44197
'530610535092004',43281
'530610535042015',43192
'530610535061080',42637
'530610535081003',43033
'530610535045016',43525
'530610535052001',43372
'530610535044005',43198
'530610501012010',49472
'530610505005003',49963
'530610518023005',51507
'530610516023002',49744
'530610520054011',49702
'530610519172005',51183
'530610520043004',49189
'530610519181004',51220
'530610420062003',48921
'530610519231003',49698
'530610520062006',49710
'530610520031005',48183
'530610505003006',50447
'530610413042002',47029
'530610413041008',46982
'530610413042023',47332
'530610414002003',47250
'530610414002005',47328
'530610414002029',47379
'530610419011004',47394
'530610416083013',51534
'530610416083011',51534
'530610417043014',49174
'530610417012006',49038
'530610416053015',48980
'530610416063005',49074
'530610536023069',43759
'530610536023066',45579
'530610536043015',44340
'530610536032012',44550
'530610536032016',44556
'530610536032003',44546
'530610536042007',44334
'530610536023070',43766
'530610536023033',44065
'530610536024053',43740
'530610536023090',44214
'530610536042011',44381
'530610536043022',44357
'530610536024058',43740
'530610536023043',43729
'530610536023172',43771
'530610536024047',44080
'530610527083006',44703
'530610529032050',44808
'530610529031007',44800
'530610528032047',44139
'530610529063010',44514
'530610529044008',44783
'530610527083009',44787
'530610529063007',44515
'530610527072000',44847
'530610527072011',45995
'530610528033007',44136
'530610528043010',44145
'530610529042008',44780
'530610527052003',44537
'530610538011013',47969
'530610538022013',47985
'530610538022032',48064
'530610538024012',48062
'530610538031025',43839
'530610538034042',48004
'530610538024001',48032
'530610538021019',48054
'530610538034003',43729
'530610538031026',48009
'530610538034071',43818
'530610538033042',43898
'530610538033023',43839
'530610538031001',48069
'530610533025062',43026
'530610531022001',43454
'530610533013006',42840
'530610534003022',42773
'530610532021038',43252
'530610532023023',43412
'530610533025002',42935
'530610532012014',43265
'530610532013038',43071
'530610532012006',43068
'530610533025010',42914
'530610531012019',43266
'530610535063032',44070
'530610535063019',42952
'530610535063025',42942
'530610535082055',43192
'530610537002018',42691
'530610537002014',42687
'530610537002059',42691
'530610537002011',43560
'530610520061001',49455
'530610504023012',50489
'530610504011007',50338
'530610508004010',50617
'530610508003001',50778
'530610508002006',50935
'530610504011002',50343
'530610510001016',50659
'530610510003012',50811
'530610510002015',50958
'530610519141002',51004
'530610519134004',50863
'530610520044027',49379
'530610402001003',46371
'530610401002030',46336
'530610419052013',48943
'530610418121003',49223
'530610419012012',49020
'530610419012009',49021
'530610415002005',47175
'530610402004006',51555
'530610401002011',46366
'530610402001002',46371
'530610402001009',46409
'530610402004005',51241
'530610402003004',51555
'530610401004033',46437
'530610401003016',46693
'530610401003007',46437
'530610404003003',46317
'530610401003008',46492
'530610401003009',46492
'530610526062031',45175
'530610526072016',45406
'530610526073012',45590
'530610526072000',45358
'530610526073014',45587
'530610526061007',45286
'530610526054005',45091
'530610528032004',44107
'530610528032014',44010
'530610528032011',44010
'530610528032036',44135
'530610527092007',44305
'530610527051009',44839
'530610527011024',44023
'530610527051015',44917
'530610529052003',44490
'530610527011022',44021
'530610527061050',45165
'530610528041017',44249
'530610527091005',44308
'530610527011012',44025
'530610527091003',44181
'530610521042173',44952
'530610521042082',46363
'530610521051046',45963
'530610525022022',45694
'530610521051035',45956
'530610525034012',45328
'530610525034011',45329
'530610521042056',46289
'530610523013008',45492
'530610524011016',45723
'530619400014088',46163
'530619400023048',51233
'530619400014144',46114
'530619400011016',46206
'530619400011022',46165
'530619400013008',46255
'530619400014036',46123
'530619400014037',46128
'530619400011000',46119
'530619400022035',46097
'530619400023076',51233
'530619400014137',51551
'530619400023043',51233
'530610535054003',44045
'530610535061009',42650
'530610535061010',42629
'530610519152003',50408
'530610519183008',51194
'530610519173014',51177
'530610505005017',49953
'530610505005015',49953
'530610505005014',49931
'530610505001009',49894
'530610505001004',50209
'530610503003016',51509
'530610505003000',50464
'530610506001016',50453
'530610505002024',50622
'530610507002003',51076
'530610507002012',51072
'530610507002005',51102
'530610516014000',49562
'530610420013018',47716
'530610410001012',46824
'530610414001017',47174
'530610410003021',47082
'530610414001004',47072
'530610414001013',47159
'530610413012012',46964
'530610419051000',47663
'530610419054000',47670
'530610419054003',47587
'530610418061006',47669
'530610418051014',47598
'530610418092000',48949
'530610413013002',47099
'530610413012008',47121
'530610536043039',44345
'530610536021000',44378
'530610536023040',44214
'530610536024022',42944
'530610536024045',43730
'530610536024002',44084
'530610536023027',44090
'530610536023085',44591
'530610536024014',42944
'530610536024010',44064
'530610536023142',45516
'530610529063005',44512
'530610529034008',44674
'530610529034026',44769
'530610529033004',44670
'530610529033010',44766
'530610529033001',44669
'530610529053016',44618
'530610529033003',44677
'530610527084002',44648
'530610529033011',44740
'530610529051001',44460
'530610527062004',51662
'530610528065008',44296
'530610527071004',44924
'530610529042007',44781
'530610538013009',43745
'530610538013031',43778
'530610538011026',47888
'530610538013100',43906
'530610538034098',43833
'530610538011039',48722
'530610538024021',48034
'530610538013193',43782
'530610538013096',43924
'530610538013184',43994
'530610538013170',43944
'530610538032034',43863
'530610538012000',48596
'530610538022002',48027
'530610533011029',42995
'530610532023008',43415
'530610533025025',42992
'530610532021004',43250
'530610532023025',51545
'530610531023005',43442
'530610531021000',43462
'530610532013036',43009
'530610533011003',42975
'530610537001049',43675
'530610537001007',43598
'530610537001025',43719
'530610537001031',43598
'530610537001040',43716
'530610537001032',43598
'530610537001245',43598
'530610537001211',43755
'530610537001212',43754
'530610537001202',43714
'530610537001228',43598
'530610537001023',43703
'530610518023008',49856
'530610518023009',51507
'530610519051003',51511
'530610516012002',49575
'530610420062016',48997
'530610420062013',48927
'530610520031011',48219
'530610507003016',50931
'530610511003020',51121
'530610502004003',49736
'530610518023007',51507
'530610519162008',50168
'530610520043005',49259
'530610519272014',50053
'530610414002027',47346
'530610414003000',47384
'530610416053002',47772
'530610414003002',47368
'530610416082009',48149
'530610414002004',47245
'530610417033011',49426
'530610418113000',49102
'530610419043004',47443
'530610418053004',47452
'530610418051005',47543
'530610418051008',47540
'530610418051006',47605
'530610404002022',46648
'530610407004017',46731
'530610407004019',46745
'530610404002027',46648
'530610404002029',46648
'530610407004037',46741
'530610407004011',46754
'530610407004024',46739
'530610536021008',44570
'530610536023151',45382
'530610536024031',43740
'530610536023126',45222
'530610536023127',45200
'530610536043047',44580
'530610536042005',44334
'530610536033014',44894
'530610521122021',48814
'530610521182032',48236
'530610528031022',43999
'530610528042019',44258
'530610527011025',44177
'530610527091001',44178
'530610527071002',44925
'530610529032040',46283
'530610538013047',43775
'530610538013192',43775
'530610538013015',43796
'530610538031007',43864
'530610525022029',45711
'530610521051042',48533
'530610523012013',45495
'530610523012021',45487
'530610523023024',47821
'530610531023008',43427
'530610533012007',42803
'530610531011029',43294
'530610533022024',42844
'530610532021020',46013
'530610535072017',43497
'530610535073002',43497
'530610535071011',43324
'530610535072007',43515
'530610535044007',43118
'530610535082027',43097
'530610535061084',42963
'530610535081044',43318
'530610535053019',44197
'530610535081026',43293
'530610535081031',43287
'530610519222010',51643
'530610519223013',51527
'530610519222003',50425
'530610519172002',51171
'530610519173012',51031
'530610505001018',49894
'530610504014028',50327
'530610505001012',49894
'530610505004017',50453
'530610505002021',50469
'530610505003017',50463
'530610505002014',50608
'530610505002004',49894
'530610505003015',50609
'530610505002020',50608
'530610505002009',50608
'530610520071005',49782
'530610420042008',49305
'530610519241014',50305
'530610519243008',50203
'530610519282000',49607
'530610520033006',49459
'530610413012006',51563
'530610413011001',47262
'530610413012018',47115
'530610413012020',47120
'530610413014005',47391
'530610414001016',47169
'530610416053004',47773
'530610416081003',48117
'530610416053001',48982
'530610418064003',47684
'530610415002004',45455
'530610416062017',51532
'530610416062009',49061
'530610536023141',45516
'530610536023171',43771
'530610536043025',44361
'530610536033034',45184
'530610536023163',44403
'530610536023153',45383
'530610536023119',45200
'530610536024054',43740
'530610536024051',44078
'530610536024055',43740
'530610536024016',43740
'530610536023180',43710
'530610536043046',44401
'530610536031009',44557
'530610536023028',44090
'530610536031007',44539
'530610527061000',44963
'530610529043003',44692
'530610527062009',45980
'530610527052001',44710
'530610527052005',44530
'530610528041004',44249
'530610522061046',45893
'530610522061029',45899
'530610522041027',48250
'530610522074015',47893
'530610522061005',45530
'530610522071005',45508
'530610538013190',43787
'530610538013035',43786
'530610538013011',43745
'530610538013012',43745
'530610538013016',43795
'530610538013025',43798
'530610538031018',48087
'530610538033005',43864
'530610538033037',43864
'530610538034059',43923
'530610538024003',48067
'530610538013199',43949
'530610525033014',45130
'530610521043010',44930
'530610521042048',46276
'530610521042117',45297
'530610521042088',44944
'530610521042087',46276
'530610521042049',46276
'530610521042110',51244
'530610525032010',45333
'530610525031014',45323
'530610521041008',44906
'530610523012014',45194
'530610532013037',43067
'530610533012015',42792
'530610534001031',42752
'530610532012002',43073
'530610531024009',46035
'530610533014039',42551
'530610531023018',43448
'530619400023096',51233
'530619400021004',46142
'530619400023103',46065
'530619400022010',46023
'530610519183005',51212
'530610519183002',51043
'530610506001007',50443
'530610506001024',50906
'530610506001004',50448
'530610505004013',49896
'530610505004009',49941
'530610519154006',50404
'530610519151021',50705
'530610519152012',50576
'530610519153006',50569
'530610519151016',50878
'530610505003011',50453
'530610509001007',50795
'530610508001012',50657
'530610510001023',50812
'530610520042002',49198
'530610519154009',50287
'530610519232013',50068
'530610519053005',50397
'530610519272006',49614
'530610420061029',48922
'530610420061020',49002
'530610518032000',49408
'530610519182004',51191
'530610518023006',51507
'530610416082007',48133
'530610418064004',47742
'530610417013000',47693
'530610411002004',47141
'530610419013008',49150
'530610416011003',47468
'530610413031009',47132
'530610413012011',46968
'530610419011016',47427
'530610416061001',48973
'530619900020010',51554
'530610416071018',45777
'530610416013020',47619
'530610416053014',47773
'530610417012020',49118
'530610417043016',49178
'530610521082017',48758
'530610521183008',48175
'530610521181019',48601
'530610521142006',48335
'530610519254011',48891
'530610519121018',48843
'530610521083036',48753
'530610521083027',48764
'530610521082009',48659
'530610538023010',47980
'530610538034035',45556
'530610538034054',43765
'530610538034018',43761
'530610538034084',43773
'530610538013191',43787
'530610538013194',43788
'530610538013049',43775
'530610538013050',43775
'530610538013014',43797
'530610538031040',43864
'530610538034079',43894
'530610538034068',43864
'530610538024019',48034
'530610538021011',51667
'530610533012038',42841
'530610533022038',42912
'530610533013013',42975
'530610533014022',42551
'530610533024002',42539
'530610533023004',42570
'530610534002004',42739
'530610533023014',42565
'530610533021019',42598
'530610533023023',42537
'530610533023016',42708
'530610533022010',42711
'530610533012016',42793
'530610533021016',51540
'530610535081010',43096
'530610535051000',43554
'530610535052027',44194
'530610535062012',43056
'530610535053010',43536
'530610535063002',42680
'530610535062003',43124
'530610535091002',43305
'530610537001219',43614
'530610537002015',42665
'530610537002020',42665
'530610537002021',43598
'530610537002007',43560
'530610537002043',43583
'530610537002077',43585
'530610537002008',43560
'530610420051008',49085
'530610518022031',49685
'530610420051010',49146
'530610519051014',50269
'530610519056002',50269
'530610519052006',50043
'530610519152002',50409
'530610505003023',50606
'530610503003010',49540
'530610420011015',47648
'530610420011003',47483
'530610420011007',47577
'530610420032010',49207
'530610416052006',47776
'530610416062002',49134
'530610416072007',48987
'530610416082010',48154
'530610414001001',47072
'530610418082000',48966
'530610416013011',47566
'530610417013004',47688
'530610417012027',49182
'530610418111020',49337
'530610417034001',49499
'530610418093002',48942
'530610417031010',49486
'530610417033009',49429
'530610412022008',47290
'530610536033033',45181
'530610536021013',44899
'530610536043043',44376
'530610536022017',45202
'530610536023051',43735
'530610536023017',43728
'530610536023117',45213
'530610526061000',45235
'530610526072003',45357
'530610528044010',44235
'530610529052008',44490
'530610528041025',44257
'530610528042025',44271
'530610528052027',44406
'530610529061008',44497
'530610527054005',44831
'530610527051003',44793
'530610528063001',44420
'530610527082003',44707
'530610527062000',45128
'530610527061007',45053
'530610528032020',44094
'530610527072014',45973
'530610527062023',45231
'530610527055003',44791
'530610538031013',43864
'530610538032040',43864
'530610538034045',45562
'530610538011034',47888
'530610538011036',47888
'530610538021007',47958
'530610538021001',48047
'530610538013171',43984
'530610538032036',43896
'530610521042103',45122
'530610521042192',46272
'530610521051038',47801
'530610521051008',45638
'530610532022010',43392
'530610532022009',43398
'530610531011004',43088
'530610533022007',42709
'530610531011026',43276
'530610532011000',51541
'530610534004020',43050
'530610531021007',43474
'530610532023037',46027
'530610531011039',43276
'530610531011025',43276
'530610534004005',43045
'530610533014082',42893
'530610537002076',43585
'530610537002051',43567
'530610537002053',42694
'530610537002047',43586
'530610537001001',43704
'530610537001016',43682
'530610537001095',43684
'530610537001131',43668
'530610537001174',43628
'530610537001060',43707
'530610537001004',43705
'530610537001056',43596
'530610537001082',43688
'530610519232000',49877
'530610519051004',51511
'530610520041022',49371
'530619900020043',51509
'530610420052007',51500
'530610420052013',48996
'530610519163001',50730
'530610519184015',51195
'530610519182003',51217
'530610520052005',49382
'530610520054005',49632
'530610520062002',49517
'530610507003010',50928
'530610508001003',50647
'530610519151001',51677
'530610403002017',46492
'530610403002029',46494
'530610403001028',46494
'530610404001008',46494
'530610403001015',46551
'530610404001014',46588
'530610404001010',46494
'530610408002005',46693
'530610418121020',49312
'530610418121005',49229
'530610407003008',46824
'530610407003007',46824
'530610404001026',46588
'530610404001022',46588
'530610407001001',46588
'530610407002005',46827
'530610407002004',46824
'530610403001010',46551
'530610404002005',46562
'530610404002008',46562
'530610404002019',46648
'530610404002017',46648
'530610526051003',44998
'530610526051002',44869
'530610526071021',45402
'530610526072032',45433
'530610526053014',45059
'530610526072034',45478
'530610526071005',45344
'530610526052006',44859
'530610526061002',45171
'530610526062017',45020
'530610526073000',45430
'530610527072009',44989
'530610527062013',44958
'530610522061010',45494
'530610522073022',48510
'530610522061038',45529
'530610522061006',45506
'530610522062034',45904
'530610522062039',45876
'530610522061045',45573
'530610522063001',45526
'530610522071028',45577
'530610521042121',46276
'530610521042075',46276
'530610521051050',47812
'530610523022015',47813
'530610525031003',45156
'530610521042102',46276
'530610523023023',47822
'530610525041005',45440
'530610521042123',46276
'530610525023029',45665
'530610525034004',45275
'530610523021001',45683
'530610535061015',42637
'530610535061016',42637
'530610535061023',42676
'530610535061039',42658
'530610535044008',43171
'530610535063050',42965
'530610535062019',42951
'530610535063057',43376
'530610535061062',42628
'530610535063051',43065
'530610535063033',44049
'530610535082005',43131
'530610420053013',48903
'530610518021009',49582
'530610502001000',49550
'530610503001016',49811
'530610504015000',50226
'530610504015006',50224
'530610504015005',50225
'530610503002003',49979
'530610504013000',50107
'530610413012030',47190
'530610413012053',47271
'530610413012005',47119
'530610413011008',47272
'530610419011025',47426
'530610413042008',47431
'530610413041004',51562
'530610414001015',47312
'530610415001018',47090
'530610411001005',47240
'530610414004000',47312
'530610414004021',47312
'530610414004026',47347
'530610536023073',45583
'530610536023068',43758
'530610536041007',44325
'530610536032009',44555
'530610536032007',44549
'530610536024004',44085
'530610536023156',45221
'530610536043035',44328
'530610536033022',44886
'530610527083007',44698
'530610528031027',51248
'530610527051000',44799
'530610528041019',44237
'530610528031008',43491
'530610528042008',44240
'530610528034004',44014
'530610529061004',44473
'530610529053011',44612
'530610528065002',44415
'530610528041005',44249
'530610528063002',44419
'530610529062016',44502
'530610538024023',48040
'530610538024009',43839
'530610538034070',43895
'530610538031020',48088
'530610538034085',43729
'530610538032042',43896
'530610538024025',43839
'530610538034088',43814
'530610538033026',43839
'530610538011042',48734
'530610538021018',48014
'530610538034058',45569
'530610538034047',47996
'530610538034048',43864
'530610538013056',43787
'530610538013188',43787
'530610538013168',43943
'530610532013023',43001
'530610532023033',43431
'530610533025034',42937
'530610531023000',43441
'530610532022019',43385
'530610533011026',42977
'530610531024002',46039
'530610531024001',46042
'530610532022021',46012
'530610532013027',51541
'530610537002054',42695
'530610537001098',43684
'530610537001149',43630
'530610537001152',43641
'530610537002072',43598
'530610537002027',43560
'530610537001194',43714
'530610512003014',50816
'530610510002021',51519
'530610511003016',51107
'530610514002004',50259
'530610514002007',50371
'530610514002005',50372
'530610512003005',50827
'530610514002026',50367
'530610512004010',50673
'530610519051008',50271
'530610512004012',50684
'530610519213006',50186
'530610519151006',50565
'530610505004016',49958
'530610507002008',51070
'530610503004002',49804
'530610502002003',49557
'530610420013008',51499
'530610501011002',49292
'530610420041005',49212
'530610516021008',49748
'530610516011002',49569
'530610517011005',50016
'530610505002017',50618
'530610505002023',50620
'530610504022006',50482
'530610418053003',47451
'530610418062002',47603
'530610418053010',47456
'530610414003021',51646
'530610414003016',47470
'530610419042005',47533
'530610414002013',47324
'530610414002011',51646
'530610418083011',49036
'530610416062020',51533
'530610416062003',49132
'530610416062019',51533
'530610407004010',46765
'530610407004027',46754
'530610407004071',46917
'530610407004034',46845
