geoid,census_block_id
'530330304032022',16281
'530330301003009',2674
'530330308022009',27317
'530330300062017',4682
'530330308022007',10260
'530330305011027',8551
'530330309011008',17104
'530330309011014',17114
'530330304012029',18399
'530330304013037',14822
'530330303051006',16230
'530330303051008',51348
'530330319062001',3125
'530330258041025',7634
'530330323262032',24562
'530330323292030',9275
'530330258053010',440
'530330226043008',13637
'530330257012004',23369
'530330323192004',5952
'530330226064009',5451
'530330240001035',6746
'530330238043008',15256
'530330257011003',9213
'530330228023023',5902
'530330260023015',3836
'530330323221006',10477
'530330319034002',23517
'530330323093031',1258
'530330222022005',6011
'530330224001019',6526
'530330323193020',11395
'530330323193001',27648
'530330218023008',7757
'530330221012008',26119
'530330223001011',27656
'530330218033021',3916
'530330222023017',12370
'530330221021027',27179
'530330222023000',10466
'530330221011009',7143
'530330250051031',21086
'530330253022006',3833
'530330323091060',23276
'530330226035007',18870
'530330227011016',14110
'530330227011015',4401
'530330227012001',13131
'530330240001022',1425
'530330227023016',24108
'530330250061020',13508
'530330231003017',26848
'530330234031033',51627
'530330234041023',19621
'530330323115002',5480
'530330323114015',9290
'530330253021022',23415
'530330253013080',9211
'530330253013089',23526
'530330257012019',11138
'530330257012000',23370
'530330258063009',23380
'530330256021034',8746
'530330254002015',4174
'530330323213044',22102
'530330250062021',9391
'530330250051028',16468
'530330256021023',24643
'530330323271021',26062
'530330323133006',3235
'530330323271057',26033
'530330323271078',26060
'530330323292004',7801
'530330323292013',23291
'530330323292012',23292
'530330323291014',23262
'530330323291015',23264
'530330279001006',8956
'530330279001005',8956
'530330275003008',19944
'530330292031031',8635
'530330292031049',26715
'530330292031045',26726
'530330292032023',10306
'530330297001007',8451
'530330297001014',1583
'530330294072012',9146
'530330294073001',9144
'530330294073008',22486
'530330295031013',7234
'530330114023008',18038
'530330114011004',18631
'530330113002006',25322
'530330112002015',23726
'530330101001026',19714
'530330104023006',10104
'530330112003015',25025
'530330117004006',1861
'530330279003006',10341
'530330279002005',6290
'530330279002013',6293
'530330111013002',7855
'530330111013003',18185
'530330117001011',11545
'530330117002029',119
'530330117004003',25489
'530330111013006',7856
'530330119003011',2909
'530330119003016',15633
'530330261001010',3048
'530330119002017',15631
'530330261004015',11806
'530330119002005',18735
'530330119002025',19417
'530330260011032',19414
'530330119002028',19411
'530330284024037',5173
'530330072002004',3630
'530330048002007',23972
'530330044001028',25856
'530330043013019',12027
'530330038002012',25156
'530330025002017',5655
'530330038002010',18262
'530330038001002',2384
'530330022003017',22783
'530330022002013',22782
'530330022003023',22785
'530330063004014',5763
'530330063004007',5762
'530330063004012',20321
'530330063004020',22412
'530330262001151',17705
'530330063003016',20136
'530330063002019',20884
'530330063003024',20136
'530330063002022',19594
'530330063002033',19597
'530330078001024',10625
'530330078003008',6211
'530330078004028',23870
'530330087001009',12291
'530330086003006',13729
'530330079002008',22290
'530330087001006',12285
'530330087003001',25228
'530330087002002',26635
'530330087002004',26635
'530330090002016',25840
'530330090002014',16713
'530330090002004',16689
'530330094005003',1672
'530330094005006',23117
'530330094002008',23116
'530330094005016',23121
'530330090002021',16699
'530330260011022',15630
'530330274003011',9202
'530330114021026',18033
'530330092002015',24366
'530330284024053',5173
'530330262001135',17705
'530330042003038',4890
'530330099004063',1817
'530330104021015',191
'530330081002018',84
'530330032006007',2543
'530330291011018',77
'530330059005022',15650
'530330083002007',3492
'530330093002002',26221
'530330080022013',10773
'530330094002030',21063
'530330061003009',51398
'530330093003040',24461
'530330273003018',8201
'530330099004098',51435
'530330284024025',14884
'530330069002020',22064
'530330049002032',10721
'530330080013010',13528
'530330049002022',10694
'530330325002051',14360
'530330327042061',8765
'530330327041026',7622
'530330324011070',7174
'530330325002122',15809
'530330324023012',19340
'530330325002043',4412
'530330327032035',21094
'530330326011055',8823
'530330326024027',24838
'530330326024003',24878
'530330327021066',3181
'530330327043001',17440
'530330327023029',12932
'530330327025161',12935
'530330328003230',4469
'530330328002048',731
'530330327025062',11538
'530330328002023',17749
'530330325002115',14972
'530330326012066',5027
'530330328003177',758
'530330325001021',11644
'530330328002067',756
'530330328003482',865
'530330327025218',3143
'530330324011094',5483
'530330327025261',13483
'530330317052003',12617
'530330320031003',8174
'530330320022028',18019
'530330317041027',21718
'530330320032001',5828
'530330320034063',4756
'530330320031033',11512
'530330320021054',8174
'530330318003077',3761
'530330318003003',3133
'530330318003015',3752
'530330320071004',2740
'530330318003016',24554
'530330320021016',2267
'530330318003007',3751
'530330320071002',4752
'530330304041015',10094
'530330300053015',2206
'530330300053018',24510
'530330300041005',12404
'530330300061004',25373
'530330299012012',5230
'530330309022004',23945
'530330299013002',13109
'530330304012001',17106
'530330299011011',19134
'530330303101011',25275
'530330303122010',9415
'530330303122006',16668
'530330303101013',13394
'530330303101006',21119
'530330303132031',11042
'530330304015021',14820
'530330305011107',6909
'530330304011026',51586
'530330304014006',19219
'530330304012011',17106
'530330222011001',10458
'530330218021009',2419
'530330319073020',12414
'530330251024013',5321
'530330255002001',2301
'530330319091003',7474
'530330257023011',25878
'530330258061000',26469
'530330258053004',22533
'530330258042003',7640
'530330319032029',5199
'530330319034018',5605
'530330323271077',26056
'530330323292000',7801
'530330323163001',25934
'530330323164002',11234
'530330234042022',51473
'530330254002007',310
'530330218034003',3304
'530330217003001',544
'530330218032003',2640
'530330221021016',23034
'530330222011006',17858
'530330223002006',1666
'530330222011019',2131
'530330222024002',25155
'530330220032005',7450
'530330247013005',21808
'530330253012027',16988
'530330247025015',51455
'530330253012020',9957
'530330252002005',17023
'530330252001007',3412
'530330247013009',21814
'530330247013014',21815
'530330247022003',21840
'530330247012009',21818
'530330239002005',21672
'530330238011010',25683
'530330238012000',16409
'530330323181023',9951
'530330323262054',6582
'530330323193025',11397
'530330323193023',11396
'530330216003004',18551
'530330216001010',19206
'530330223001005',12596
'530330323151004',791
'530330249023023',17590
'530330256022007',5589
'530330323091007',1282
'530330222013014',2641
'530330250062012',1621
'530330228031003',23952
'530330239001015',21470
'530330231003008',16510
'530330323292047',23247
'530330247011015',11186
'530330245001019',359
'530330253012008',16038
'530330252002000',16996
'530330253011015',2771
'530330323093010',26466
'530330218021031',7758
'530330232021005',14041
'530330319061006',12918
'530330319073008',26406
'530330319034027',12522
'530330323111018',51529
'530330234031018',51627
'530330234031000',3197
'530330251023012',17572
'530330316042003',24574
'530330316011004',18595
'530330316012010',19347
'530330316032006',15998
'530330315013085',3066
'530330315021168',8115
'530330316043002',14718
'530330315012039',645
'530330312023000',13935
'530330312025039',607
'530330316012012',3711
'530330316034009',20523
'530330315022037',11037
'530330316051014',2218
'530330322102024',18148
'530330089001016',17311
'530330100011015',10567
'530330113004014',25311
'530330119004004',17053
'530330201002013',23610
'530330260014001',6197
'530330263001043',1875
'530330266002012',689
'530330266002010',688
'530330261002009',19781
'530330293043010',13233
'530330295033002',15363
'530330294071000',9157
'530330102001005',20770
'530330094002020',26135
'530330209002016',1729
'530330112002065',11434
'530330012005009',51367
'530330262001023',17184
'530330084002002',10813
'530330080013000',3615
'530330056003027',7366
'530330117003019',3028
'530330100013011',7742
'530330114013000',11433
'530330292041004',9745
'530330260014006',24285
'530330260014017',24161
'530330261003015',11752
'530330260014014',24157
'530330260014009',6384
'530330262001000',9815
'530330262001060',11877
'530330262001095',1203
'530330283003000',25062
'530330292061018',17912
'530330262001094',13453
'530330292061068',6356
'530330292061059',6360
'530330262001174',13452
'530330057002017',6227
'530330058012004',20364
'530330058012007',6226
'530330058021005',1550
'530330058023013',1550
'530330058021014',14675
'530330047004033',14520
'530330047004034',14519
'530330056005026',14702
'530330058023059',25860
'530330058023018',8491
'530330093003014',24411
'530330015002006',2519
'530330116003020',13297
'530330289021001',14327
'530330288012012',2247
'530330288022018',1829
'530330284023006',14259
'530330284023010',21032
'530330284033000',9973
'530330298024011',6845
'530330298021009',6842
'530330298025007',6853
'530330298024006',6838
'530330109002089',65
'530330104023020',11558
'530330047002043',51382
'530330047002060',14587
'530330058014052',11402
'530330047002016',14576
'530330279001023',10334
'530330059001019',7186
'530330058022008',24985
'530330059004014',14633
'530330059002017',20562
'530330059002009',23016
'530330059004024',24982
'530330059004036',24985
'530330059004037',24985
'530330059004029',24984
'530330059004028',12970
'530330070001018',21226
'530330067004009',8997
'530330067004007',2649
'530330067001008',26138
'530330067002015',12251
'530330067002008',12251
'530330067003016',21236
'530330070003007',21206
'530330070003019',21220
'530330070003011',21222
'530330067002028',21231
'530330036002006',51374
'530330036002010',26666
'530330036001043',26824
'530330026004013',51368
'530330025001008',16183
'530330026002011',27558
'530330026002009',27560
'530330025002006',14450
'530330044002001',51377
'530330044002029',402
'530330044002024',402
'530330044004001',22603
'530330026003019',27549
'530330093003127',9845
'530330093003047',24450
'530330093003092',2933
'530330093003120',25035
'530330093003163',19025
'530330108003005',9439
'530330108003008',9441
'530330107011016',17519
'530330114012001',4568
'530330114021005',51444
'530330114013008',19975
'530330114012000',19964
'530330114013007',19975
'530330114021003',19964
'530330003002002',22394
'530330003002028',22028
'530330210002014',1536
'530330058023073',13528
'530330292061117',5267
'530330292063004',5620
'530330286001010',3113
'530330101005022',25619
'530330101001003',19715
'530330058022031',12977
'530330214001024',5460
'530330290014025',13685
'530330117004014',1879
'530330086002010',12270
'530330097021006',24274
'530330063004010',20920
'530330107012005',25719
'530330291012000',5267
'530330058023040',51404
'530330061001017',9246
'530330291023010',25499
'530330291023013',25500
'530330295034004',9022
'530330099002021',15060
'530330214001010',6091
'530330266001020',22133
'530330297003058',174
'530330327043005',1930
'530330324012031',10490
'530330328001144',14031
'530330325002095',2370
'530330326024040',51566
'530330325002066',11242
'530330328003473',15033
'530330317063022',13426
'530330317035006',21275
'530330318002019',3127
'530330317064017',13965
'530330317062001',13425
'530330320052005',25897
'530330320051033',10325
'530330320055002',9622
'530330320083017',8391
'530330320061011',17535
'530330320053000',25912
'530330320061009',2697
'530330320072017',1444
'530330320031000',5288
'530330320022039',5828
'530330303051017',5785
'530330303064013',5669
'530330303132025',11041
'530330303053013',26144
'530330303063015',26162
'530330303053016',26176
'530330303113006',22251
'530330303052018',22973
'530330300031000',10555
'530330300031011',23303
'530330301005000',6314
'530330301002008',10612
'530330301002010',10613
'530330301002007',3072
'530330301004010',2139
'530330301007007',20629
'530330301007003',3070
'530330302014001',3697
'530330257022013',13113
'530330236011001',3547
'530330244001037',357
'530330231001007',19294
'530330247021022',27280
'530330323115020',19355
'530330223002003',13626
'530330323171000',11235
'530330252005022',2315
'530330323174002',6558
'530330323291004',2403
'530330323183004',10557
'530330256013007',19987
'530330219034001',11628
'530330218023011',3140
'530330323201001',840
'530330323263023',3326
'530330242002018',12985
'530330220062007',17825
'530330220052010',413
'530330220061001',51490
'530330219031031',13790
'530330225001023',18872
'530330323172010',9527
'530330323112011',9298
'530330251022011',8473
'530330246013015',10330
'530330246013017',10331
'530330246022014',15778
'530330252003000',23443
'530330254001004',25495
'530330240002027',19615
'530330237003015',11223
'530330240002012',25550
'530330241003013',25543
'530330241003020',25540
'530330240002018',25555
'530330240002026',16455
'530330240003007',21653
'530330238031006',21651
'530330238042003',3572
'530330237002001',9319
'530330237003016',11231
'530330237003029',11596
'530330228033007',21329
'530330251022004',5322
'530330256022008',20583
'530330319031004',18222
'530330319031027',10970
'530330319032016',23496
'530330319061030',27635
'530330319074011',18016
'530330319061031',27639
'530330323093008',26462
'530330323184004',14348
'530330250062027',25748
'530330319074042',27622
'530330253011010',2778
'530330250063025',2779
'530330252001003',16997
'530330218032004',3905
'530330221021005',1021
'530330218042002',2857
'530330219061008',4937
'530330223001015',14058
'530330258033002',3988
'530330279002012',6293
'530330265002024',15220
'530330268012003',3159
'530330268012002',16140
'530330265003004',4090
'530330270003004',4094
'530330270003001',4107
'530330275002000',3812
'530330270003012',7881
'530330274004003',7883
'530330270003010',4300
'530330274004006',7870
'530330265003010',4107
'530330270001002',17143
'530330274001006',7885
'530330095001037',22916
'530330104024000',2998
'530330042003008',13064
'530330042004030',13072
'530330059001022',14643
'530330098003016',51437
'530330080013034',24345
'530330047002040',14596
'530330015001004',14806
'530330047003020',14500
'530330033003011',13614
'530330033003006',13616
'530330057001040',8288
'530330024003016',25339
'530330038001004',23856
'530330043012005',26757
'530330043011003',11368
'530330043011004',26761
'530330114023001',23849
'530330114022002',25145
'530330114022000',27114
'530330114022020',699
'530330266001004',697
'530330266001001',23323
'530330265002005',25329
'530330266001014',22133
'530330108001027',22367
'530330113004003',11431
'530330113005013',25295
'530330113003005',16603
'530330113003002',16605
'530330113002011',16610
'530330214003001',19147
'530330214003012',27022
'530330214001000',19143
'530330204021013',6097
'530330215003027',19147
'530330205002007',21420
'530330205004009',23152
'530330205004001',22052
'530330048003007',13361
'530330048003017',23893
'530330048003032',23892
'530330048002010',22434
'530330017022011',24176
'530330017022012',17640
'530330017024016',17640
'530330017011009',13348
'530330017024001',18993
'530330017024003',2880
'530330017013003',15296
'530330017012004',22359
'530330017011015',18083
'530330014001002',9387
'530330004022009',21975
'530330014001011',9387
'530330017013009',15296
'530330017013014',15296
'530330017013007',15296
'530330052003007',16106
'530330052003009',19812
'530330052003005',16112
'530330052003014',19802
'530330052004012',26254
'530330052005000',13914
'530330052005009',20938
'530330052002016',19571
'530330053022014',6046
'530330061004007',11210
'530330061004012',11209
'530330061003021',51398
'530330061004013',51398
'530330066002001',14094
'530330078004024',10628
'530330078001057',22151
'530330080012002',3434
'530330080012000',3434
'530330092001015',20709
'530330081001048',51412
'530330054003011',10693
'530330053023017',8295
'530330109001033',14905
'530330031005002',1969
'530330293034003',8516
'530330284024022',14881
'530330049002031',10721
'530330095001031',22920
'530330095001022',51429
'530330298022011',23306
'530330204013001',19049
'530330047002063',51382
'530330101004019',8606
'530330002004011',5969
'530330283003013',17711
'530330295032007',10304
'530330292061040',3741
'530330262001139',17705
'530330093003135',24461
'530330263001021',2294
'530330296021002',2689
'530330327042038',24647
'530330324012024',8450
'530330326023003',24864
'530330324024020',13577
'530330327031024',2782
'530330327032012',21093
'530330327032031',2790
'530330328001100',7684
'530330324014007',11638
'530330327021060',8764
'530330328003226',3956
'530330326024025',24845
'530330327025053',4332
'530330325002044',13548
'530330328003432',13583
'530330328003120',758
'530330327032055',2782
'530330326022010',7679
'530330327042026',8239
'530330328003167',758
'530330326023016',14318
'530330318002047',8172
'530330318002046',8170
'530330320104010',13762
'530330320063011',27308
'530330320032019',5827
'530330320031022',4741
'530330320082023',8390
'530330320081015',22692
'530330320071003',4749
'530330320034061',3771
'530330318002016',6363
'530330318002022',1139
'530330320034036',8761
'530330304014000',20395
'530330304012027',18390
'530330299022014',17106
'530330304041018',18377
'530330304042008',18351
'530330308023011',1676
'530330303103030',21120
'530330303041009',15269
'530330303112008',528
'530330308011014',1680
'530330300035010',27512
'530330305011099',51583
'530330304011013',11767
'530330304011031',51584
'530330304013002',8124
'530330306002031',9094
'530330308011062',1680
'530330303082010',6906
'530330310002000',15704
'530330303052001',6316
'530330303103031',10240
'530330300035006',27510
'530330253013016',4304
'530330247023003',16218
'530330246022018',1815
'530330323194001',5462
'530330323213009',27363
'530330323213026',14378
'530330250051016',14294
'530330323173002',10611
'530330323174011',6558
'530330245002023',962
'530330221011007',7149
'530330323203013',25272
'530330222011004',11451
'530330219041012',6811
'530330229025011',25774
'530330250063009',25219
'530330218033000',5109
'530330218043002',16446
'530330218031006',8284
'530330218043003',2865
'530330218031011',18460
'530330218033013',3922
'530330218043016',27652
'530330218041021',4635
'530330222011000',10464
'530330250013002',21845
'530330254002006',4312
'530330250012005',11344
'530330250052006',8939
'530330323214002',23590
'530330226063010',5446
'530330226064014',5734
'530330226061006',27353
'530330226062012',19692
'530330236012008',13629
'530330226042033',4898
'530330323212015',14063
'530330323272007',15019
'530330323091025',5901
'530330226034020',1649
'530330323272013',16435
'530330319082004',17381
'530330243001057',51618
'530330256022020',26755
'530330227022012',9263
'530330228033047',11338
'530330219053006',8864
'530330323163012',4053
'530330222023001',17875
'530330226064013',5451
'530330323194010',5464
'530330323192007',5470
'530330243001037',51618
'530330251023004',3388
'530330224005042',18845
'530330323261026',3202
'530330220012018',4430
'530330257014002',11145
'530330323193030',11397
'530330219061023',4937
'530330219053005',4937
'530330323262033',15538
'530330323262012',23591
'530330249023000',21323
'530330242002037',15565
'530330323261013',9291
'530330258062007',7823
'530330319032001',7043
'530330323114008',9288
'530330233001024',744
'530330224006055',12714
'530330246013039',13505
'530330244002006',3857
'530330244001011',51462
'530330246013021',13498
'530330319043032',10367
'530330323292050',23293
'530330322112000',2662
'530330322033012',51474
'530330322034008',17868
'530330322082007',16635
'530330321034006',16798
'530330322034012',25756
'530330322034016',12264
'530330322102023',18149
'530330322142024',25865
'530330321033009',14923
'530330322142017',1230
'530330095003016',21598
'530330286005018',15737
'530330294082008',18591
'530330295043008',11102
'530330293062003',2265
'530330296023006',25563
'530330296021015',2689
'530330293062011',2264
'530330292061133',163
'530330292061103',5820
'530330292061064',7
'530330292061012',6709
'530330293054003',1502
'530330052003032',19803
'530330100011010',15931
'530330261003009',24699
'530330063001016',12318
'530330044001022',25855
'530330054004007',8948
'530330024001002',2473
'530330293062001',2265
'530330057001028',8292
'530330287002037',25108
'530330295024005',16586
'530330296012013',10964
'530330296012014',10963
'530330296013005',16748
'530330296014005',10966
'530330296013009',18575
'530330296014000',10956
'530330120003012',225
'530330014002009',20200
'530330209003009',6464
'530330208004004',5918
'530330121002019',9428
'530330120002022',15218
'530330120002006',1158
'530330201002002',1325
'530330021002002',20473
'530330267001011',25693
'530330267004012',22161
'530330267004011',22160
'530330298024004',6856
'530330298024008',6844
'530330298024010',6846
'530330056005042',17811
'530330097014027',8495
'530330097011005',380
'530330097013021',3006
'530330116006004',3008
'530330106005012',20021
'530330097011006',898
'530330097013028',22197
'530330097012009',9678
'530330097014008',3006
'530330097014011',5217
'530330097024007',6802
'530330097014013',8497
'530330096003010',26140
'530330096005014',26915
'530330096003004',13600
'530330097021007',20283
'530330097014016',9681
'530330097014032',8503
'530330097024011',22243
'530330097024002',22245
'530330080014002',3417
'530330067002030',21238
'530330072001072',10872
'530330076003000',19884
'530330076002006',14731
'530330079004001',23553
'530330079005001',15865
'530330079002000',23483
'530330079002005',23482
'530330064001001',16205
'530330064003010',7302
'530330064001007',16205
'530330064001018',16205
'530330076001014',7316
'530330077002004',20305
'530330076002011',5091
'530330064001017',16205
'530330077004002',20295
'530330077004005',5096
'530330079001002',22666
'530330077004014',27728
'530330088002018',27155
'530330078002037',27154
'530330088002024',27152
'530330090001000',18198
'530330089003024',18202
'530330089003022',6651
'530330089004001',6649
'530330095002013',51430
'530330095002015',6781
'530330089003028',8596
'530330003002026',22026
'530330003001016',1038
'530330006004002',11364
'530330006001005',22334
'530330006001006',22333
'530330006001012',22329
'530330070001023',21208
'530330006001023',15847
'530330210001014',14093
'530330006003017',15851
'530330006001014',9545
'530330006005013',12243
'530330006006004',12335
'530330036001005',26669
'530330036001006',26663
'530330036004012',27474
'530330036003016',17142
'530330045002013',27574
'530330045002025',27581
'530330026003012',11711
'530330045001009',4374
'530330047002073',2524
'530330048003004',23893
'530330288021026',2242
'530330069003017',18751
'530330292061084',160
'530330072002021',51410
'530330061002016',11977
'530330326023000',14020
'530330325004001',17481
'530330326012117',12958
'530330326024026',12564
'530330327044022',7628
'530330324021013',4122
'530330326021063',24186
'530330325002072',4529
'530330327025207',1148
'530330326023006',24875
'530330325001000',859
'530330328001065',15481
'530330324011091',13028
'530330325004018',797
'530330325002007',3888
'530330327025068',14902
'530330328003269',8826
'530330328003228',861
'530330324012027',4464
'530330326024039',51566
'530330326012088',12960
'530330328001073',7686
'530330326021004',51566
'530330328003112',758
'530330328001034',11247
'530330320034060',3770
'530330318002049',8167
'530330317032000',12497
'530330317052019',10097
'530330317063018',25579
'530330320073013',8711
'530330320063006',3090
'530330318001018',4186
'530330320083013',8397
'530330320034085',8719
'530330320033000',7014
'530330320082015',8382
'530330318002057',5280
'530330320022026',16772
'530330320032002',5828
'530330302013018',9555
'530330302011013',1423
'530330302013020',9554
'530330303082006',6906
'530330303082007',503
'530330303082012',26871
'530330302013000',3078
'530330301004011',22945
'530330300031008',2989
'530330302013011',21371
'530330302024003',4209
'530330303063008',7533
'530330303092009',6965
'530330303143002',9016
'530330302022000',3399
'530330302023002',1453
'530330302024002',4215
'530330302021007',24988
'530330302021005',24989
'530330302011007',3684
'530330302024013',4227
'530330252005034',2315
'530330222032000',9956
'530330255001006',8944
'530330250062006',25735
'530330217003008',543
'530330219031010',15013
'530330224002002',18891
'530330224002025',3383
'530330224006008',6635
'530330228033000',12991
'530330241003035',19586
'530330241003032',19585
'530330242002046',15566
'530330246011014',10387
'530330219031041',15010
'530330323093042',23798
'530330246022010',15773
'530330236012023',13632
'530330252004009',972
'530330228023015',25162
'530330323291025',4912
'530330251024004',1543
'530330257022012',13207
'530330219034006',18702
'530330218041026',2868
'530330323262005',3253
'530330256013028',19988
'530330257023014',11533
'530330224002004',51490
'530330219062004',8866
'530330239002021',11333
'530330239003022',3349
'530330239003026',13091
'530330236041009',17447
'530330236013019',27530
'530330236013020',16813
'530330236012035',13629
'530330237002006',9324
'530330236011012',16816
'530330236011006',25727
'530330236013013',12622
'530330243001015',23811
'530330243004005',7432
'530330243005005',7993
'530330323291002',23255
'530330323281005',7242
'530330323153011',7754
'530330323282007',26218
'530330323151021',4410
'530330323151025',3249
'530330323152024',1049
'530330006004007',15819
'530330297002009',21297
'530330295043009',8943
'530330296013001',4119
'530330015002002',14809
'530330015002003',14812
'530330015001013',21948
'530330111021020',14007
'530330285002001',16319
'530330262001006',15600
'530330291021000',8144
'530330298025013',1777
'530330292044006',9744
'530330297002004',12854
'530330294055003',20653
'530330093002026',24403
'530330107021002',16536
'530330210005015',9931
'530330209001001',16572
'530330207003013',3899
'530330210004012',21393
'530330004012008',20608
'530330004012009',20607
'530330004012011',20605
'530330005002003',51615
'530330005003000',13003
'530330093001027',24297
'530330012005013',1640
'530330201003006',23614
'530330201003013',23615
'530330201003010',4063
'530330201002028',23632
'530330202005002',11405
'530330208004003',1316
'530330208003003',17913
'530330202005006',818
'530330208003008',17919
'530330208002005',15107
'530330005001004',51615
'530330005003005',5850
'530330012005005',51366
'530330093003066',9845
'530330289014006',51338
'530330293041009',18538
'530330281002008',5173
'530330273001005',8202
'530330273003017',21354
'530330273002005',230
'530330273002006',231
'530330056002003',20362
'530330056002000',20352
'530330056001013',4601
'530330056002030',5563
'530330056001019',15101
'530330056003017',7381
'530330057005021',51396
'530330057005023',22990
'530330057005020',1675
'530330058014036',22992
'530330058014035',22993
'530330057006006',22720
'530330057006008',22929
'530330057004006',5555
'530330057004016',5555
'530330049002012',10682
'530330063004026',20912
'530330067001012',12256
'530330042004002',26230
'530330039002002',2439
'530330063004015',20932
'530330063004009',20918
'530330030002017',24170
'530330030003020',2513
'530330030001015',15402
'530330030001010',15402
'530330033002002',14467
'530330047003000',14545
'530330047003015',14545
'530330047003016',14545
'530330033002013',685
'530330047001012',27046
'530330047002015',14575
'530330070001026',13615
'530330071002008',10909
'530330070005000',18754
'530330071002013',10936
'530330071002022',10937
'530330068001011',4155
'530330068001013',4153
'530330068001008',4158
'530330068001015',4151
'530330068001022',4140
'530330070001003',11647
'530330065001000',22831
'530330065001016',15491
'530330062003003',7249
'530330062003007',7312
'530330062003004',7313
'530330064002007',7280
'530330064003001',7302
'530330062003019',11592
'530330027002004',17802
'530330036004008',27456
'530330027001001',15145
'530330027001006',18323
'530330027001013',18326
'530330026001002',2382
'530330025001027',16186
'530330025001023',16191
'530330026003001',27552
'530330026002008',27561
'530330026003000',27551
'530330026003009',18220
'530330044002006',51377
'530330044004006',22603
'530330044004005',22603
'530330044001020',25850
'530330044003005',26291
'530330044001003',26312
'530330025002011',23171
'530330093003118',25035
'530330099002023',9441
'530330108003003',9441
'530330108003006',9437
'530330108003011',17505
'530330113002000',25326
'530330108001002',10380
'530330113005009',11431
'530330114021007',20123
'530330114012006',4568
'530330114012002',4568
'530330114012008',19964
'530330327025015',15445
'530330326022001',12955
'530330325004074',8308
'530330327044050',5355
'530330324021015',11651
'530330327044040',24800
'530330327025029',681
'530330326021033',18046
'530330326023065',1917
'530330328002093',6399
'530330324012042',8886
'530330315021119',17343
'530330315021106',17673
'530330313022042',1085
'530330315021216',601
'530330315021208',599
'530330313012025',16720
'530330312023025',14209
'530330316053013',1800
'530330316041018',1799
'530330312043012',23702
'530330315021101',4204
'530330315021236',596
'530330313011031',12443
'530330295033004',5533
'530330077001034',27802
'530330093002070',24407
'530330043011006',4525
'530330276002007',9794
'530330104023001',19757
'530330113001010',25300
'530330040001012',1254
'530330067003008',21236
'530330015001019',25399
'530330016002006',2966
'530330057005015',19908
'530330058012002',20365
'530330059001033',23911
'530330097025006',387
'530330097011023',905
'530330105004009',24154
'530330105001011',21930
'530330116002002',26836
'530330297004007',17604
'530330105003005',23878
'530330105003016',25199
'530330106006003',24224
'530330106005023',24224
'530330106004003',23880
'530330116006006',14001
'530330116006002',20022
'530330105005012',25687
'530330105005018',365
'530330105003013',24214
'530330105004005',24153
'530330105002010',24210
'530330106002004',21872
'530330106004019',20011
'530330116006012',20031
'530330111021023',14009
'530330091001019',21045
'530330284024010',5173
'530330284024036',5172
'530330284021001',5169
'530330284024028',27201
'530330263001028',1869
'530330272002009',23780
'530330119004001',17059
'530330119005006',25483
'530330261004032',11807
'530330119004007',17062
'530330263002019',947
'530330273001007',8200
'530330298022022',25280
'530330298011013',18607
'530330298011014',6817
'530330298013008',10564
'530330056004005',7428
'530330056003029',7370
'530330056003042',7403
'530330056005015',11074
'530330056005048',11080
'530330058014020',14608
'530330121001006',13792
'530330064003003',7302
'530330062003002',7314
'530330064002000',7280
'530330064002006',7280
'530330064003017',7302
'530330075003010',21711
'530330065003017',1438
'530330075001010',21710
'530330075002003',21695
'530330075002005',7349
'530330075002000',21695
'530330079005005',15968
'530330095003045',21603
'530330095003042',21620
'530330101005041',25238
'530330101001039',19699
'530330101001017',20756
'530330101001006',20762
'530330101001030',19727
'530330104021004',51441
'530330104012000',18240
'530330104021023',68
'530330104024024',24092
'530330104021022',51441
'530330104022012',9061
'530330104023007',9058
'530330059001011',11402
'530330047002054',14589
'530330047002081',13355
'530330047002057',10844
'530330114013016',19964
'530330006003015',11268
'530330003001022',15047
'530330211002011',24121
'530330211002009',12245
'530330003001021',15046
'530330003001028',15049
'530330002003004',10037
'530330036004018',27475
'530330036003017',17139
'530330045002028',27578
'530330045002012',18671
'530330036001019',51378
'530330036001021',27467
'530330036001015',27468
'530330036001030',51378
'530330044002003',9643
'530330044002011',51377
'530330045001008',15095
'530330048004005',10836
'530330047002071',10851
'530330048001017',2557
'530330048004006',10836
'530330287002007',25135
'530330094002025',51431
'530330262001132',51597
'530330099001020',1817
'530330003001001',11259
'530330324014000',8888
'530330325003026',25985
'530330326012045',1962
'530330328001067',11200
'530330327032052',2782
'530330327032065',2784
'530330325002078',15504
'530330325002048',14360
'530330325002109',17457
'530330327022083',7050
'530330327022005',1192
'530330325004044',6139
'530330325001085',12222
'530330328001064',10415
'530330326021058',16048
'530330327031040',16381
'530330327031025',27215
'530330327032041',2790
'530330327032020',16384
'530330327025147',680
'530330328003325',1344
'530330328003215',1342
'530330328003028',865
'530330325001075',3955
'530330328002047',732
'530330328002018',732
'530330328003216',757
'530330328003289',7131
'530330328003217',1342
'530330328003211',11645
'530330328003207',758
'530330328003158',15508
'530330328003159',758
'530330328003320',758
'530330328003418',13584
'530330324011051',856
'530330328003072',15029
'530330328003440',14078
'530330328003478',15034
'530330328003008',758
'530330328003466',15033
'530330328003317',865
'530330328003187',15546
'530330328003155',758
'530330328003137',758
'530330328003174',13595
'530330328003019',15033
'530330324011012',2876
'530330324013007',4058
'530330315021134',16734
