census_block_group_id,faz_id
2820,8320
2727,7425
2466,8115
2398,8000
2401,8000
2535,7025
2527,7025
2542,7015
2544,7015
2537,7015
2464,8115
2547,7015
2912,8910
2545,7015
2391,8125
2397,8000
2487,7537
2402,8000
2486,7537
2485,7537
2446,8115
2480,7537
2444,8115
2389,8125
2406,8126
2383,8125
2384,8125
2385,8125
2386,8125
2390,8125
2479,7537
2392,8125
2788,7805
2405,8126
2852,8936
2382,8126
2896,8925
2555,7100
2556,7100
2830,8310
2817,8310
2571,7205
2744,8600
2759,7700
2530,7025
2747,8600
2738,8905
2816,8320
2741,8905
2918,8910
2358,8220
2462,8115
2465,8115
2518,7026
2752,8906
2773,7805
2868,8927
2408,8126
2891,8500
2433,7335
2673,7335
2686,7425
2678,7335
2675,7335
2858,8935
2572,7205
2728,8600
2905,8925
2878,8926
2363,8220
2366,8220
2520,7025
2524,7025
2771,7805
2842,8310
2791,7805
2829,8310
2651,7316
2708,7436
2704,7436
2706,7436
2725,7425
2710,7435
2729,8600
2506,7525
2698,7605
2764,7806
2844,8310
2417,7340
2416,7340
2848,8936
2875,8926
2819,8310
2562,7100
2812,8320
2563,7100
2765,7806
2413,7340
2619,7316
2785,7805
2490,7526
2492,7526
2514,7026
2834,8310
2838,8310
2799,7905
2778,7905
2357,8220
2726,7425
2716,7425
2531,7025
2794,7905
2543,7015
2573,7205
2380,8126
2560,7100
2889,8500
2760,7700
2832,8310
2833,8310
2784,7905
2387,8125
2412,7340
2866,8935
2756,8906
2421,7340
2420,7340
2603,7435
2602,7435
2617,7316
2659,7320
2915,8910
2378,8125
2400,8000
2782,7905
2825,8320
2453,8115
2415,7340
2917,8910
2515,7026
2888,8500
2684,7335
2683,7335
2681,7335
2737,8905
2703,7425
2815,8320
2804,8405
2629,7415
2824,8320
2925,8937
2831,8310
2742,8905
2750,8906
2711,7435
2754,8906
2901,8925
2851,8936
2548,7015
2740,8905
2921,8937
2923,8937
2493,7526
2884,8500
2877,8926
2491,7526
2849,8936
2853,8936
2790,7805
2787,7805
2772,7805
2768,7805
2410,7340
2862,8935
2859,8935
2860,8935
2409,7340
2411,7340
2709,7435
2532,7025
2533,7025
2534,7025
2538,7015
2569,7206
2496,7525
2743,8905
2450,8115
2757,7700
2861,8935
2372,8210
2371,8210
2364,8220
2356,8220
2367,8220
2365,8220
2376,8210
2374,8210
2379,8210
2373,8210
2359,8220
2362,8220
2370,8210
2375,8210
2407,8126
2557,7100
2502,7526
2503,7526
2903,8925
2482,7537
2461,8115
2473,7537
2731,8600
2762,7700
2761,7700
2566,7206
2541,7015
2540,7015
2922,8937
2567,7206
2554,7100
2664,7415
2377,8125
2786,7805
2895,8925
2795,7905
2793,7905
2525,7025
2775,7805
2774,7805
2806,8405
2900,8925
2818,8310
2432,7335
2395,8000
2393,8000
2418,7340
2746,8600
2854,8936
2837,8310
2577,7205
2913,8910
2887,8500
2495,7525
2500,7526
2694,7606
2696,7606
2431,7335
2780,7905
2463,8115
2489,7537
2810,8405
2428,7340
2553,7100
2802,8405
2897,8925
2902,8925
2779,7905
2712,7435
2565,7206
2497,7525
2631,7415
2423,7340
2635,7320
2576,7205
2638,7320
2652,7320
2677,7335
2574,7205
2512,7525
2445,8115
2749,8600
2620,7316
2622,7320
2396,8000
2870,8927
2434,7335
2807,8405
2847,8936
2840,8310
2488,7537
2484,7537
2483,7537
2477,7537
2657,7320
2501,7526
2869,8927
2404,8126
2733,8600
2879,8926
2920,8937
2505,7526
2628,7415
2499,7526
2449,8115
2448,8115
2443,7335
2734,8600
2872,8926
2658,7320
2907,8926
2713,7425
2689,7425
2811,8405
2808,8405
2798,7905
2797,7905
2722,7425
2655,7320
2909,8910
2769,7805
2755,8906
2898,8925
2781,7905
2429,7340
2813,8320
2671,7335
2753,8906
2836,8310
2899,8925
2700,7425
2719,7425
2720,7425
2422,7340
2871,8927
2717,7425
2723,7425
2667,7415
2674,7335
2680,7335
2679,7335
2630,7415
2427,7340
2468,7535
2618,7316
2414,7340
2826,8310
2682,7335
2665,7415
2660,7320
2654,7320
2687,7425
2666,7415
2676,7335
2672,7335
2721,7425
2880,8500
2881,8500
2656,7320
2424,7340
2732,8600
2801,8405
2894,8500
2803,8405
2426,7340
2911,8910
2718,7425
2800,8405
2845,8936
2715,7425
2714,7425
2828,8310
2883,8500
2882,8500
2668,7415
2735,8600
2892,8500
2796,7905
2504,7526
2662,7320
2399,8000
2865,8935
2863,8935
2873,8926
2724,7425
2827,8310
2685,7425
2692,7425
2691,7425
2814,8320
2693,7425
2701,7425
2430,7340
2688,7425
2864,8935
2699,7425
2809,8405
2661,7320
2690,7425
2442,7335
2928,8935
