record_id,county_id,"county_building_use_code","county_building_use_description",generic_building_use_1,building_type_id,"building_type_name",record_count
450,53,"163","Fiberglass Dbl Wall Underground Fuel Tank",8,14," outbuilding",2
451,53,"167","Fiber Coated Steel Dbl Wall Underground Fuel Tank",8,14," outbuilding",1
452,53,"168","Welded Steel Fuel Tank",8,14," outbuilding",1
453,53,"175","Welded Pressure",8,14," outbuilding",1
454,53,"389","Equipment Storage",8,14," outbuilding",5
455,53,"390","Lumber Storage - Vertical",8,14," outbuilding",1
456,53,"403","Shower Building",8,14," outbuilding",7
457,53,"421","Shed - Tool",8,14," outbuilding",1
458,53,"432","Restroom Building/Concessions",8,14," outbuilding",1
459,53,"473","Equipment Building",8,14," outbuilding",3
460,53,"501","Miscellaneous OB",8,14," outbuilding",10
461,53,"502","Other OB",8,14," outbuilding",1
462,53,"587","Quonset",8,14," outbuilding",17
463,53,"958","Outbuilding",8,14," outbuilding",660
464,53,"1468","Material Storage Sheds",8,14," outbuilding",1079
465,53,"1473","Material Shelters",8,14," outbuilding",6
466,61,"EQUIPBLD","Equipment -Shop- Building",8,14," outbuilding",7
467,61,"EQUIPSHD","Equipment Shed",8,14," outbuilding",2
468,61,"GCSTG","Golf Cart Storage Building",8,14," outbuilding",1
469,61,"LMBRSTGH","Lumber Storage Shed, Horiz.",8,14," outbuilding",3
470,33,"345","PARKING STRUCTURE (345)",8,16," parking",194
471,33,"388","UNDERGROUND PARKING STRUCTURE (388)",8,16," parking",17
472,33,"850","CONDO, PARKING STRUCTURE (850)",8,16," parking",1
473,33,"851","UNDERGROUND CONDO PARKING (851)",8,16," parking",1
474,35,"Parking Garage","COMMERCIAL",8,16," parking",11
475,35,"Parking Level","COMMERCIAL",8,16," parking",2
476,53,"345","Parking Structure",8,16," parking",1
477,53,"720","Parking Garage",8,16," parking",204
478,53,"725","Parking Surface Lot",8,16," parking",302
479,53,"1111","Parking Lot",8,16," parking",6
480,53,"1112","Parking Lot Income Producing",8,16," parking",1
481,61,"PARKGAR","Parking Garage",8,16," parking",26
482,61,"PARKING","Parking Garage",8,16," parking",1
483,33,"306","BOWLING ALLEY (306)",8,17," recreation",14
484,33,"310","CITY CLUB (310)",8,17," recreation",7
485,33,"311","CLUBHOUSE (311)",8,17," recreation",296
486,33,"314","COUNTRY CLUB (314)",8,17," recreation",19
487,33,"323","FRATERNAL BUILDING (323)",8,17," recreation",102
488,33,"355","Fine Arts & Crafts Building (355)",8,17," recreation",1
489,33,"379","THEATER, LIVE STAGE (379)",8,17," recreation",25
490,33,"380","THEATER, CINEMA (380)",8,17," recreation",33
491,33,"405","SKATING RINK (405)",8,17," recreation",7
492,33,"416","TENNIS CLUB, INDOOR (416)",8,17," recreation",10
493,33,"417","HANDBALL-RACQUETBALL CLUB (417)",8,17," recreation",4
494,33,"418","HEALTH CLUB (418)",8,17," recreation",26
495,33,"428","HORSE ARENA (428)",8,17," recreation",6
496,33,"483","FITNESS CENTER (483)",8,17," recreation",51
497,33,"485","NATATORIUM (485)",8,17," recreation",22
498,33,"486","FIELD HOUSES (486)",8,17," recreation",26
499,33,"573","ARCADE (573)",8,17," recreation",7
500,33,"718","Banquet Hall (718)",8,17," recreation",10
501,35,"Cinema Theater","COMMERCIAL",8,17," recreation",8
502,35,"Clubhouse","COMMERCIAL",8,17," recreation",132
503,35,"Country Club","COMMERCIAL",8,17," recreation",9
504,35,"Gymnasium - College","COMMERCIAL",8,17," recreation",3
505,35,"Health Club","COMMERCIAL",8,17," recreation",12
506,35,"Indoor Tennis Club","COMMERCIAL",8,17," recreation",2
507,35,"Natatorium-IndoorSwim Facility","COMMERCIAL",8,17," recreation",1
508,35,"Recreational Enclosure","COMMERCIAL",8,17," recreation",1
509,35,"Skating Rink","COMMERCIAL",8,17," recreation",2
510,35,"Theater-Live","COMMERCIAL",8,17," recreation",6
511,53,"95","Residential Tennis Court",8,17," recreation",4
512,53,"97","Boat House",8,17," recreation",77
513,53,"220","Recreational Pool Enclosure",8,17," recreation",55
514,53,"311","Clubhouse",8,17," recreation",9
515,53,"380","Theatre - Motion",8,17," recreation",1
516,53,"418","Health Club",8,17," recreation",1
517,53,"956","Recreational",8,17," recreation",359
518,53,"960","Marina",8,17," recreation",152
519,61,"BOWL","Bowling Alley",8,17," recreation",6
520,61,"CLUB","Country Club",8,17," recreation",295
521,61,"GYMC","Gymnasium - College",8,17," recreation",1
522,61,"HEALTH","Health Club",8,17," recreation",38
523,61,"ICERINK","Ice Rink",8,17," recreation",4
524,61,"REC ENC","Recreational Enclosure",8,17," recreation",5
525,61,"THEATRE","Theater",8,17," recreation",13
526,33,"156","Alternative School (156)",7,18," school",12
527,33,"356","Classroom (356)",7,18," school",90
528,33,"358","Gymnasium (School) (358)",7,18," school",20
529,33,"365","ELEMENTARY SCHOOL (ENTIRE) (365)",7,18," school",827
530,33,"366","JUNIOR HIGH SCHOOL (ENTIRE) (366)",7,18," school",80
531,33,"368","Classroom (College) (368)",7,18," school",7
532,33,"369","Commons (College) (369)",7,18," school",2
533,33,"374","Multi-Purp Bldg (College) (374)",7,18," school",1
534,33,"377","COLLEGE (ENTIRE) (377)",7,18," school",122
535,33,"426","DAY CARE CENTER (426)",7,18," school",312
536,33,"484","HIGH SCHOOL (ENTIRE) (484)",7,18," school",152
537,33,"487","VOCATIONAL SCHOOLS (487)",7,18," school",33
538,35,"Arts & Crafts Building College","COMMERCIAL",7,18," school",1
539,35,"Classrooms - College","COMMERCIAL",7,18," school",5
540,35,"Commons/Student Center","COMMERCIAL",7,18," school",1
541,35,"Day Care Facility","COMMERCIAL",7,18," school",19
542,35,"Elementary School - Entire","COMMERCIAL",7,18," school",19
543,35,"High School - Entire","COMMERCIAL",7,18," school",2
544,35,"Junior High School - Entire","COMMERCIAL",7,18," school",8
545,35,"Multipurpose Bldg K-12","COMMERCIAL",7,18," school",4
546,35,"Multipurpose Building-College","COMMERCIAL",7,18," school",1
547,35,"Physical Ed Bldg K-12","COMMERCIAL",7,18," school",2
548,35,"Relocatable Classroom","COMMERCIAL",7,18," school",48
549,35,"School Classrooms","COMMERCIAL",7,18," school",127
550,35,"School Dining Facility","COMMERCIAL",7,18," school",2
551,35,"School Gymnasium","COMMERCIAL",7,18," school",7
552,35,"School Shower Rooms","COMMERCIAL",7,18," school",1
553,35,"Technical Trades Bldg-College","COMMERCIAL",7,18," school",1
554,35,"Vocational School","COMMERCIAL",7,18," school",2
555,53,"356","School - Classroom",7,18," school",2
556,53,"358","School - Gymnasium",7,18," school",1
557,53,"364","School - Science Building",7,18," school",2
558,53,"365","School - Elementary/Secondary",7,18," school",5
559,53,"368","College - Classrooms",7,18," school",1
560,53,"426","Day Care Center",7,18," school",3
561,53,"610","Schools",7,18," school",1
562,53,"955","Education",7,18," school",1266
563,61,"ARTSBLDK","Fine Arts & Crafts Bldg K-12",7,18," school",1
564,61,"CLASSC","Classrooms - College",7,18," school",5
565,61,"COLLEGE","College - Entire",7,18," school",1
566,61,"COMMONK","Commons K-12",7,18," school",1
567,61,"ELEMSCH","Elementary School - Entire",7,18," school",5
568,61,"HIGHSCHL","High School - Entire",7,18," school",6
569,61,"LIBRARYC","Library, College",7,18," school",2
570,61,"MIDDLSCH","Junior High School - Entire",7,18," school",1
571,61,"MULTPRPK","Multipurpose Bldg K-12",7,18," school",1
572,61,"SCHADMIN","School Administration",7,18," school",5
573,61,"SCHAUD","School Auditorium",7,18," school",2
574,61,"SCHCLASS","School Classrooms",7,18," school",198
575,61,"SCHDINE","School Dining Facility",7,18," school",2
576,61,"SCHGYM","School Gymnasium",7,18," school",12
577,61,"SCIENCEK","Science Classrooms K-12",7,18," school",4
578,61,"VOCSCHL","Vocational School",7,18," school",1
579,33,"1","Single Unit Res Bldg",1,19," single_family_residential",502100
580,33,"348","Residence (348)",1,19," single_family_residential",871
581,33,"351","Single-Family Residence (351)",1,19," single_family_residential",85
582,35,"5","DWELLING",1,19," single_family_residential",1550
583,35,"No occupancy code","DWELLING",1,19," single_family_residential",17
584,35,"Single family","DWELLING",1,19," single_family_residential",81279
585,35,"Single family - Owner","DWELLING",1,19," single_family_residential",1
586,53,"100","Single Family Residential",1,19," single_family_residential",222366
587,53,"101","Single Family Residential ",1,19," single_family_residential",34
588,53,"119","Cabin On Ag",1,19," single_family_residential",1
589,53,"131","In Home Business",1,19," single_family_residential",1
590,61,"1","Single family",1,19," single_family_residential",224173
591,61,"6","Row-type",1,19," single_family_residential",22
592,61,"11","Single family - Owner",1,19," single_family_residential",37
593,61,"12","Single family - Tenant",1,19," single_family_residential",38
594,61,"13","Single family - Other",1,19," single_family_residential",6
595,33,"185","Truck Wash (185)",5,20," tcu",1
596,33,"328","HANGAR, STORAGE (328)",5,20," tcu",104
597,33,"329","HANGAR, MAINTENANCE & OFFICE (329)",5,20," tcu",46
598,33,"387","TRANSIT WAREHOUSE (387)",5,20," tcu",46
599,33,"409","T-HANGAR (409)",5,20," tcu",5
600,33,"471","LIGHT COMMERCIAL UTILITY BUILDING (471)",5,20," tcu",125
601,33,"571","Passenger Terminal (571)",5,20," tcu",6
602,35,"Hangar","COMMERCIAL",5,20," tcu",7
603,35,"Heavy Utility Storage","COMMERCIAL",5,20," tcu",1
604,35,"Light Utility Storage","COMMERCIAL",5,20," tcu",109
605,35,"Passenger Terminal","COMMERCIAL",5,20," tcu",2
606,35,"T-Hangar","COMMERCIAL",5,20," tcu",4
607,35,"Utility/Storage","COMMERCIAL",5,20," tcu",38
608,53,"219","Telephone Building",5,20," tcu",3
609,53,"328","Storage Hangar",5,20," tcu",115
610,53,"557","Arch-Rib Quonset Utility",5,20," tcu",1
611,53,"913","Transit Warehouse",5,20," tcu",15
612,53,"951","Utilities",5,20," tcu",168
613,53,"952","Airplane Hangar",5,20," tcu",99
614,53,"953","Marine Hangar",5,20," tcu",2
615,53,"1471","Light Commercial Utility",5,20," tcu",24
616,61,"HANGAR","Hangar",5,20," tcu",288
617,61,"HUTLSTOR","Heavy Utility Storage",5,20," tcu",54
618,61,"LUTLSTOR","Light Utility Storage",5,20," tcu",383
619,61,"TRCKWARE","Truck Terminal Warehouse",5,20," tcu",17
620,61,"UTLSTOR","Utility/Storage",5,20," tcu",364
621,33,"391","MATERIAL STORAGE BUILDING (391)",5,21," warehousing",87
622,33,"406","STORAGE WAREHOUSE (406)",5,21," warehousing",3040
623,33,"407","WAREHOUSE, DISTRIBUTION (407)",5,21," warehousing",864
624,33,"447","COLD STORAGE FACILITIES (447)",5,21," warehousing",35
625,33,"810","WAREHOUSE OFFICE (810)",5,21," warehousing",222
626,33,"849","CONDO, STORAGE (849)",5,21," warehousing",15
627,35,"Cold Storage Facility","COMMERCIAL",5,21," warehousing",1
628,35,"Distribution Warehouse","COMMERCIAL",5,21," warehousing",7
629,35,"Light Warehouse","COMMERCIAL",5,21," warehousing",305
630,35,"Loft Warehouse","COMMERCIAL",5,21," warehousing",7
631,35,"Storage Garage","COMMERCIAL",5,21," warehousing",42
632,35,"Storage Warehouse","COMMERCIAL",5,21," warehousing",201
633,53,"391","Storage - Material",8,14,"outbuilding",6879
634,53,"406","Storage Warehouse",5,21," warehousing",24
635,53,"584","Mega Warehouse",5,21," warehousing",3
636,53,"910","Gen Warehouse 20,000 to 199,999 SF",5,21," warehousing",617
637,53,"911","Gen Warehouse up to 19,999 SF",5,21," warehousing",1503
638,53,"912","Mega Warehouse 200,000 SF Plus",5,21," warehousing",77
639,53,"914","Flex Warehouse",5,21," warehousing",30
640,61,"LFTWRHSE","Loft Warehouse",5,21," warehousing",245
641,61,"LWRHSE","Light Warehouse",5,21," warehousing",631
642,61,"WHSEDIST","NA",5,21," warehousing",2
643,61,"WHSESTOR","NA",5,21," warehousing",39
644,33,"0","No Code",8,22," no_code",64
645,33,"454","Shell, Industrial (454)",8,23," other",4
646,33,"460","Shell, Neigh. Shop. Ctr. (460)",8,23," other",2
647,33,"465","Food Booth - Prefabricated (465)",8,23," other",2
648,33,"492","Shell, Office (492)",8,23," other",3
649,33,"587","Shell, Multiple Residence (587)",8,23," other",1
650,33,"596","Shell, Apartment (596)",8,23," other",3
651,33,"701","BASEMENT, FINISHED (701)",8,23," other",3
652,33,"703","BASEMENT, UNFINISHED (703)",8,23," other",37
653,33,"705","BASEMENT, OFFICE (705)",8,23," other",12
654,33,"706","BASEMENT, PARKING (706)",8,23," other",3
655,33,"708","BASEMENT, STORAGE (708)",8,23," other",1
656,35,"Apartment, High Rise, Shell","COMMERCIAL",8,23," other",1
657,35,"Food Booth, Prefabricated","COMMERCIAL",8,23," other",1
658,35,"Guest Cottage","COMMERCIAL",8,23," other",34
659,35,"Lean-To","COMMERCIAL",8,23," other",1
660,35,"Multiple Res-Low Rise, Shell","COMMERCIAL",8,23," other",3
661,35,"Shed Office Structure","COMMERCIAL",8,23," other",2
662,35,"Shell, Office Building","COMMERCIAL",8,23," other",4
663,53,"30","Title Elim MH",8,23," other",7
664,53,"120","Imps on Res Land",8,23," other",8
665,53,"121","Imps on Vac Land",8,23," other",1
666,53,"122","Imps on Comm Land",8,23," other",2
667,53,"124","Addon Only Comm",8,23," other",937
668,53,"126","Addon Only Res",8,23," other",3713
669,53,"184","Arena Shelters",8,23," other",1
670,53,"223","Guest Cottages",8,23," other",2
671,53,"411","Self Service Booth",8,23," other",2
672,53,"521","Hoop (Arch-Rib/Quonset) Structure",8,23," other",3
673,53,"564","Dehydrator Building",8,23," other",1
674,53,"567","Poultry House - Cage",8,23," other",1
675,53,"615","Exempt Bldgs",8,23," other",4
676,53,"9997","Conversion Other Imp Summary",8,23," other",2
677,61,"0","No occupancy code",8,23," other",6589
678,61,"NHBDSHL","NHBD Shopping Center, Shell",8,23," other",1
679,33,"386","MINI-WAREHOUSE (386)",8,14,"mini_storage",635
680,33,"525","MINI WAREHOUSE, HI-RISE (525)",8,14,"mini_storage",87
681,35,"Mini Warehouse","COMMERCIAL",8,14,"mini_storage",285
682,53,"386","Mini Warehouse",8,14,"mini_storage",16
683,53,"940","Mini Storage",8,14,"mini_storage",778
684,61,"MINIWSHR","Mini-Warehouse, High-rise",8,14,"mini_storage",2
685,61,"MWRHSE","Mini Warehouse",8,14,"mini_storage",318
686,53,"98","Boat House Commercial",8,17,"recreation",0
687,53,"329","Maintenance Hangar",5,20,"tcu",0
688,53,"209","Nursery/Greenhouse",4,3,"commercial",0
689,53,"409","T-Hangar",5,20,"tcu",0
690,35," ","OTHER",8,23,"other",0
691,35,"Ice Rink","COMMERCIAL",8,17,"recreation",0
692,35,"Other residential","DWELLING",1,19,"single_family_residential",0
693,35,"Warehouse Showroom Store","COMMERCIAL",4,3,"commercial",0
