'Block','WAC','Jobs10'
'530610401001015','CNS06',1
'530610401001022','CNS19',1
'530610401001025','CNS06',1
'530610401001028','CNS19',1
'530610401001032','CNS19',1
'530610401002013','CNS06',1
'530610401002013','CNS12',1
'530610401002015','CNS19',1
'530610401002016','CNS19',1
'530610401002024','CNS19',1
'530610401002027','CNS19',1
'530610401002028','CNS18',1
'530610401002030','CNS11',1
'530610401002031','CNS07',1
'530610401002032','CNS19',1
'530610401003000','CNS06',1
'530610401003001','CNS06',1
'530610401003001','CNS11',1
'530610401003001','CNS19',1
'530610401003001','CNS20',1
'530610401003011','CNS19',1
'530610401003012','CNS11',1
'530610401003013','CNS08',1
'530610401003013','CNS10',1
'530610401003014','CNS10',1
'530610401003014','CNS19',1
'530610401003018','CNS19',1
'530610401004011','CNS13',1
'530610401004029','CNS18',1
'530610401004033','CNS19',1
'530610402001002','CNS10',1
'530610402001004','CNS19',1
'530610402001006','CNS19',1
'530610402001008','CNS19',1
'530610402002010','CNS07',1
'530610402002012','CNS07',1
'530610402003003','CNS19',1
'530610402003008','CNS16',1
'530610402003017','CNS19',1
'530610402003019','CNS19',1
'530610402004008','CNS19',1
'530610402004009','CNS18',1
'530610403001003','CNS07',1
'530610403001007','CNS19',1
'530610403001012','CNS06',1
'530610403001015','CNS19',1
'530610403001030','CNS19',1
'530610403001037','CNS19',1
'530610403002007','CNS14',1
'530610403002008','CNS19',1
'530610403002010','CNS12',1
'530610403002011','CNS16',1
'530610403002021','CNS19',1
'530610403002027','CNS19',1
'530610403002029','CNS19',1
'530610403002030','CNS19',1
'530610404001000','CNS07',1
'530610404001005','CNS19',1
'530610404001006','CNS19',1
'530610404001009','CNS19',1
'530610404001016','CNS11',1
'530610404001016','CNS19',1
'530610404001026','CNS20',1
'530610404001028','CNS10',1
'530610404002005','CNS19',1
'530610404002007','CNS10',1
'530610404002010','CNS19',1
'530610404002018','CNS19',1
'530610404002020','CNS19',1
'530610404002023','CNS14',1
'530610404002025','CNS14',1
'530610404002028','CNS04',1
'530610404002028','CNS13',1
'530610404003004','CNS07',1
'530610404003004','CNS10',1
'530610404003004','CNS14',1
'530610404003008','CNS12',1
'530610404003014','CNS06',1
'530610404003023','CNS19',1
'530610404003024','CNS19',1
'530610405001001','CNS16',1
'530610405001005','CNS11',1
'530610405001022','CNS19',1
'530610405001026','CNS19',1
'530610405001028','CNS11',1
'530610405001029','CNS08',1
'530610405001037','CNS19',1
'530610405001045','CNS06',1
'530610405002002','CNS14',1
'530610405002020','CNS19',1
'530610405002023','CNS17',1
'530610405002023','CNS19',1
'530610407001005','CNS12',1
'530610407001005','CNS18',1
'530610407001010','CNS19',1
'530610407001011','CNS07',1
'530610407001012','CNS12',1
'530610407001012','CNS19',1
'530610407002002','CNS19',1
'530610407002003','CNS12',1
'530610407002005','CNS09',1
'530610407002005','CNS12',1
'530610407002005','CNS14',1
'530610407002013','CNS12',1
'530610407002019','CNS19',1
'530610407003000','CNS12',1
'530610407003002','CNS18',1
'530610407003006','CNS05',1
'530610407003007','CNS12',1
'530610407003007','CNS19',1
'530610407003008','CNS04',1
'530610407003008','CNS19',1
'530610407003011','CNS19',1
'530610407003017','CNS12',1
'530610407003018','CNS19',1
'530610407003019','CNS19',1
'530610407004019','CNS09',1
'530610407004021','CNS19',1
'530610407004022','CNS06',1
'530610407004023','CNS06',1
'530610407004025','CNS04',1
'530610407004028','CNS20',1
'530610407004036','CNS07',1
'530610407004036','CNS14',1
'530610407004057','CNS11',1
'530610407004059','CNS05',1
'530610407004066','CNS08',1
'530610407004068','CNS19',1
'530610407004073','CNS06',1
'530610407004074','CNS07',1
'530610408001001','CNS13',1
'530610408001012','CNS12',1
'530610408002000','CNS14',1
'530610408002001','CNS06',1
'530610408002001','CNS19',1
'530610408002003','CNS19',1
'530610408002004','CNS16',1
'530610408002004','CNS20',1
'530610408002005','CNS19',1
'530610408002011','CNS07',1
'530610408002013','CNS11',1
'530610408002013','CNS20',1
'530610408002014','CNS14',1
'530610408002014','CNS18',1
'530610408002015','CNS05',1
'530610408002015','CNS07',1
'530610408002016','CNS07',1
'530610408002016','CNS18',1
'530610408002017','CNS13',1
'530610408002018','CNS07',1
'530610408002019','CNS19',1
'530610408002021','CNS14',1
'530610408002034','CNS11',1
'530610408002035','CNS07',1
'530610408002036','CNS10',1
'530610408002036','CNS12',1
'530610408002036','CNS14',1
'530610408002038','CNS10',1
'530610408002039','CNS06',1
'530610408002042','CNS19',1
'530610408002054','CNS06',1
'530610408002054','CNS07',1
'530610408002054','CNS19',1
'530610409001008','CNS12',1
'530610409002010','CNS06',1
'530610409002010','CNS19',1
'530610409002012','CNS04',1
'530610409002012','CNS10',1
'530610409002020','CNS14',1
'530610410001005','CNS19',1
'530610410001011','CNS04',1
'530610410001016','CNS10',1
'530610410001016','CNS11',1
'530610410001021','CNS16',1
'530610410001021','CNS19',1
'530610410001022','CNS17',1
'530610410001022','CNS19',1
'530610410001023','CNS20',1
'530610410001024','CNS09',1
'530610410001025','CNS11',1
'530610410002000','CNS18',1
'530610410002004','CNS08',1
'530610410002004','CNS16',1
'530610410002013','CNS04',1
'530610410002013','CNS07',1
'530610410002019','CNS10',1
'530610410002019','CNS12',1
'530610410002019','CNS20',1
'530610410002020','CNS19',1
'530610410002022','CNS19',1
'530610410002023','CNS06',1
'530610410003016','CNS19',1
'530610410003024','CNS15',1
'530610410003025','CNS06',1
'530610410003031','CNS11',1
'530610410003036','CNS15',1
'530610410004004','CNS19',1
'530610410004012','CNS20',1
'530610410004015','CNS19',1
'530610410004017','CNS17',1
'530610411001005','CNS19',1
'530610411001006','CNS19',1
'530610411001007','CNS06',1
'530610411002000','CNS04',1
'530610411002005','CNS07',1
'530610411002005','CNS19',1
'530610411002006','CNS10',1
'530610411002007','CNS20',1
'530610411002008','CNS04',1
'530610411002008','CNS19',1
'530610411002009','CNS07',1
'530610411002010','CNS04',1
'530610411002010','CNS19',1
'530610411003008','CNS19',1
'530610411004000','CNS12',1
'530610411004004','CNS19',1
'530610412011003','CNS19',1
'530610412011006','CNS04',1
'530610412012003','CNS07',1
'530610412012003','CNS12',1
'530610412012003','CNS16',1
'530610412012004','CNS19',1
'530610412021004','CNS18',1
'530610412022000','CNS10',1
'530610412022000','CNS16',1
'530610412022004','CNS19',1
'530610412023000','CNS13',1
'530610412023000','CNS20',1
'530610412023002','CNS14',1
'530610412023002','CNS19',1
'530610412024000','CNS04',1
'530610412024000','CNS06',1
'530610412024005','CNS10',1
'530610412024006','CNS06',1
'530610412024006','CNS10',1
'530610412024006','CNS17',1
'530610413011001','CNS11',1
'530610413011001','CNS15',1
'530610413011001','CNS19',1
'530610413011007','CNS19',1
'530610413012002','CNS11',1
'530610413012002','CNS14',1
'530610413012004','CNS10',1
'530610413012012','CNS05',1
'530610413012023','CNS14',1
'530610413012024','CNS12',1
'530610413012027','CNS13',1
'530610413012029','CNS12',1
'530610413012029','CNS14',1
'530610413012029','CNS19',1
'530610413012033','CNS19',1
'530610413012037','CNS11',1
'530610413012037','CNS16',1
'530610413012039','CNS06',1
'530610413012039','CNS10',1
'530610413012039','CNS19',1
'530610413012041','CNS16',1
'530610413012053','CNS19',1
'530610413013003','CNS11',1
'530610413013003','CNS19',1
'530610413013006','CNS10',1
'530610413013009','CNS04',1
'530610413014000','CNS06',1
'530610413014000','CNS20',1
'530610413014005','CNS07',1
'530610413031003','CNS15',1
'530610413031003','CNS16',1
'530610413031015','CNS06',1
'530610413032000','CNS04',1
'530610413032000','CNS18',1
'530610413032001','CNS13',1
'530610413032001','CNS14',1
'530610413032004','CNS07',1
'530610413032004','CNS12',1
'530610413032004','CNS18',1
'530610413032005','CNS07',1
'530610413032005','CNS19',1
'530610413032007','CNS14',1
'530610413032008','CNS06',1
'530610413032008','CNS08',1
'530610413032010','CNS19',1
'530610413033000','CNS04',1
'530610413033000','CNS19',1
'530610413041010','CNS19',1
'530610413041012','CNS04',1
'530610413041012','CNS06',1
'530610413041012','CNS19',1
'530610413041015','CNS19',1
'530610413041016','CNS06',1
'530610413042000','CNS07',1
'530610413042000','CNS12',1
'530610413042000','CNS19',1
'530610413042001','CNS11',1
'530610413042002','CNS19',1
'530610413042006','CNS04',1
'530610413042015','CNS07',1
'530610413042015','CNS20',1
'530610414001000','CNS04',1
'530610414001000','CNS20',1
'530610414001004','CNS19',1
'530610414001017','CNS19',1
'530610414002000','CNS19',1
'530610414002001','CNS19',1
'530610414002004','CNS12',1
'530610414002010','CNS14',1
'530610414002011','CNS04',1
'530610414002011','CNS07',1
'530610414002011','CNS20',1
'530610414002012','CNS19',1
'530610414002015','CNS19',1
'530610414002017','CNS19',1
'530610414002020','CNS16',1
'530610414003005','CNS20',1
'530610414003014','CNS19',1
'530610414003017','CNS07',1
'530610414003019','CNS19',1
'530610414004011','CNS19',1
'530610414004017','CNS13',1
'530610415001003','CNS14',1
'530610415001003','CNS19',1
'530610415001014','CNS04',1
'530610415002030','CNS10',1
'530610416011003','CNS04',1
'530610416011003','CNS19',1
'530610416011004','CNS19',1
'530610416011010','CNS06',1
'530610416012000','CNS19',1
'530610416012015','CNS11',1
'530610416012019','CNS04',1
'530610416012019','CNS14',1
'530610416012027','CNS10',1
'530610416012027','CNS20',1
'530610416013009','CNS12',1
'530610416013013','CNS12',1
'530610416014004','CNS06',1
'530610416014006','CNS19',1
'530610416051000','CNS19',1
'530610416051001','CNS19',1
'530610416051003','CNS18',1
'530610416051004','CNS07',1
'530610416051004','CNS12',1
'530610416051004','CNS19',1
'530610416051005','CNS16',1
'530610416051005','CNS18',1
'530610416051013','CNS07',1
'530610416051013','CNS19',1
'530610416051014','CNS10',1
'530610416052000','CNS16',1
'530610416052001','CNS04',1
'530610416052001','CNS19',1
'530610416052003','CNS19',1
'530610416052005','CNS06',1
'530610416052008','CNS06',1
'530610416052009','CNS15',1
'530610416053000','CNS04',1
'530610416053002','CNS19',1
'530610416053003','CNS19',1
'530610416053008','CNS07',1
'530610416053008','CNS16',1
'530610416053011','CNS19',1
'530610416053012','CNS06',1
'530610416053016','CNS14',1
'530610416053017','CNS06',1
'530610416053017','CNS15',1
'530610416061001','CNS04',1
'530610416061002','CNS04',1
'530610416061002','CNS11',1
'530610416061002','CNS12',1
'530610416061002','CNS14',1
'530610416062001','CNS12',1
'530610416062001','CNS19',1
'530610416062004','CNS04',1
'530610416062004','CNS14',1
'530610416062006','CNS19',1
'530610416062009','CNS05',1
'530610416062015','CNS04',1
'530610416063002','CNS06',1
'530610416071003','CNS07',1
'530610416071009','CNS19',1
'530610416071010','CNS12',1
'530610416071010','CNS19',1
'530610416072002','CNS19',1
'530610416072009','CNS04',1
'530610416072009','CNS19',1
'530610416072015','CNS07',1
'530610416072015','CNS10',1
'530610416081013','CNS19',1
'530610416082000','CNS19',1
'530610416082007','CNS19',1
'530610416082009','CNS04',1
'530610416083004','CNS06',1
'530610416083008','CNS06',1
'530610416083008','CNS12',1
'530610416084000','CNS14',1
'530610416084007','CNS07',1
'530610416085000','CNS04',1
'530610416085000','CNS19',1
'530610416085007','CNS06',1
'530610416085012','CNS04',1
'530610416085012','CNS06',1
'530610416085012','CNS14',1
'530610416085012','CNS19',1
'530610416085014','CNS19',1
'530610416085018','CNS14',1
'530610416085019','CNS19',1
'530610417011000','CNS10',1
'530610417011001','CNS06',1
'530610417011008','CNS19',1
'530610417011011','CNS19',1
'530610417011012','CNS12',1
'530610417011012','CNS16',1
'530610417011012','CNS19',1
'530610417012006','CNS06',1
'530610417012009','CNS19',1
'530610417012014','CNS19',1
'530610417012024','CNS06',1
'530610417012024','CNS11',1
'530610417012025','CNS06',1
'530610417031006','CNS07',1
'530610417031006','CNS10',1
'530610417031008','CNS11',1
'530610417031016','CNS10',1
'530610417031019','CNS11',1
'530610417031019','CNS16',1
'530610417031019','CNS17',1
'530610417031019','CNS19',1
'530610417032003','CNS19',1
'530610417033002','CNS16',1
'530610417033006','CNS14',1
'530610417033006','CNS19',1
'530610417033007','CNS04',1
'530610417033009','CNS04',1
'530610417033009','CNS19',1
'530610417034002','CNS08',1
'530610417034003','CNS07',1
'530610417034003','CNS19',1
'530610417041021','CNS16',1
'530610417042000','CNS12',1
'530610417042006','CNS09',1
'530610417042011','CNS10',1
'530610417042014','CNS04',1
'530610417042014','CNS09',1
'530610417042014','CNS20',1
'530610417042019','CNS20',1
'530610417042020','CNS05',1
'530610417042021','CNS08',1
'530610417042023','CNS13',1
'530610417043000','CNS04',1
'530610417043002','CNS09',1
'530610417043014','CNS05',1
'530610418051000','CNS04',1
'530610418051000','CNS09',1
'530610418051005','CNS07',1
'530610418051014','CNS10',1
'530610418051015','CNS04',1
'530610418051020','CNS10',1
'530610418052001','CNS12',1
'530610418052016','CNS06',1
'530610418052016','CNS09',1
'530610418052016','CNS16',1
'530610418052017','CNS06',1
'530610418052017','CNS14',1
'530610418052017','CNS16',1
'530610418053003','CNS14',1
'530610418053006','CNS10',1
'530610418053006','CNS19',1
'530610418053007','CNS07',1
'530610418053007','CNS19',1
'530610418053016','CNS10',1
'530610418053016','CNS11',1
'530610418053016','CNS20',1
'530610418053017','CNS12',1
'530610418053017','CNS19',1
'530610418053018','CNS19',1
'530610418061001','CNS10',1
'530610418061001','CNS13',1
'530610418061002','CNS08',1
'530610418061002','CNS11',1
'530610418061003','CNS19',1
'530610418061008','CNS16',1
'530610418061009','CNS12',1
'530610418061010','CNS10',1
'530610418061011','CNS10',1
'530610418061011','CNS19',1
'530610418062004','CNS20',1
'530610418062008','CNS04',1
'530610418063004','CNS04',1
'530610418064000','CNS06',1
'530610418064002','CNS16',1
'530610418064004','CNS04',1
'530610418064004','CNS11',1
'530610418064004','CNS19',1
'530610418064008','CNS11',1
'530610418064008','CNS19',1
'530610418065005','CNS07',1
'530610418081003','CNS10',1
'530610418081003','CNS16',1
'530610418081006','CNS04',1
'530610418081011','CNS10',1
'530610418082004','CNS19',1
'530610418083001','CNS19',1
'530610418083004','CNS16',1
'530610418083008','CNS19',1
'530610418083011','CNS19',1
'530610418091000','CNS09',1
'530610418091000','CNS13',1
'530610418093000','CNS04',1
'530610418093000','CNS05',1
'530610418093000','CNS06',1
'530610418093001','CNS11',1
'530610418093002','CNS19',1
'530610418102003','CNS06',1
'530610418102003','CNS11',1
'530610418103001','CNS11',1
'530610418103003','CNS07',1
'530610418103003','CNS19',1
'530610418103004','CNS12',1
'530610418103005','CNS10',1
'530610418103006','CNS10',1
'530610418103006','CNS11',1
'530610418103007','CNS12',1
'530610418103007','CNS19',1
'530610418103008','CNS10',1
'530610418103008','CNS19',1
'530610418111001','CNS09',1
'530610418111003','CNS10',1
'530610418111005','CNS14',1
'530610418111008','CNS19',1
'530610418111009','CNS07',1
'530610418111013','CNS11',1
'530610418111019','CNS07',1
'530610418112000','CNS04',1
'530610418112002','CNS19',1
'530610418112007','CNS04',1
'530610418112008','CNS04',1
'530610418113008','CNS12',1
'530610418121000','CNS19',1
'530610418121003','CNS04',1
'530610418121003','CNS07',1
'530610418121003','CNS18',1
'530610418121004','CNS11',1
'530610418121004','CNS19',1
'530610418121005','CNS04',1
'530610418121005','CNS07',1
'530610418121005','CNS12',1
'530610418121005','CNS18',1
'530610418121008','CNS04',1
'530610418121008','CNS11',1
'530610418121008','CNS12',1
'530610418121008','CNS18',1
'530610418121019','CNS14',1
'530610418121022','CNS11',1
'530610418121022','CNS19',1
'530610418121025','CNS05',1
