'Block','WAC','Jobs10'
'530330243002006','CNS18',16
'530330243002007','CNS18',16
'530330243002008','CNS10',16
'530330248002010','CNS12',16
'530330248002023','CNS14',16
'530330249013006','CNS09',16
'530330252001004','CNS12',16
'530330253013007','CNS06',16
'530330253013071','CNS07',16
'530330253013082','CNS10',16
'530330253013082','CNS12',16
'530330253013090','CNS10',16
'530330253022018','CNS18',16
'530330253023034','CNS10',16
'530330254002001','CNS07',16
'530330254002011','CNS18',16
'530330256013001','CNS07',16
'530330258042000','CNS14',16
'530330258052015','CNS16',16
'530330262001021','CNS05',16
'530330262001051','CNS06',16
'530330262001083','CNS05',16
'530330262001168','CNS06',16
'530330262001179','CNS08',16
'530330262001183','CNS07',16
'530330262001192','CNS11',16
'530330263001007','CNS18',16
'530330263001010','CNS08',16
'530330263001024','CNS05',16
'530330264005007','CNS19',16
'530330265002003','CNS19',16
'530330265003017','CNS05',16
'530330266001000','CNS10',16
'530330268013005','CNS07',16
'530330268021004','CNS20',16
'530330275003007','CNS15',16
'530330275003007','CNS18',16
'530330276002007','CNS11',16
'530330277015019','CNS05',16
'530330279003000','CNS13',16
'530330279004000','CNS07',16
'530330281002015','CNS18',16
'530330281002016','CNS18',16
'530330282003000','CNS19',16
'530330283003005','CNS08',16
'530330283003005','CNS10',16
'530330284023009','CNS08',16
'530330284031003','CNS19',16
'530330284033012','CNS11',16
'530330288021013','CNS19',16
'530330288023005','CNS18',16
'530330289011000','CNS06',16
'530330289013014','CNS07',16
'530330292031070','CNS05',16
'530330292044003','CNS11',16
'530330292061031','CNS08',16
'530330292061033','CNS05',16
'530330292061057','CNS06',16
'530330292061065','CNS04',16
'530330292061070','CNS09',16
'530330292061070','CNS16',16
'530330292061102','CNS07',16
'530330292061129','CNS05',16
'530330292063003','CNS06',16
'530330294073004','CNS14',16
'530330295032007','CNS18',16
'530330295033009','CNS19',16
'530330297003002','CNS19',16
'530330297003059','CNS05',16
'530330298015001','CNS14',16
'530330299023009','CNS16',16
'530330300032000','CNS07',16
'530330300032012','CNS16',16
'530330300032018','CNS16',16
'530330300061001','CNS11',16
'530330300061010','CNS04',16
'530330300062003','CNS15',16
'530330302021001','CNS06',16
'530330303042009','CNS08',16
'530330303121000','CNS18',16
'530330303132024','CNS11',16
'530330303141005','CNS12',16
'530330305012007','CNS18',16
'530330305043004','CNS19',16
'530330306003006','CNS15',16
'530330307002023','CNS18',16
'530330308011007','CNS11',16
'530330309012040','CNS07',16
'530330311001006','CNS04',16
'530330311001006','CNS05',16
'530330312021017','CNS06',16
'530330312023024','CNS08',16
'530330312051004','CNS18',16
'530330314001033','CNS18',16
'530330314001060','CNS04',16
'530330316042006','CNS18',16
'530330317042000','CNS16',16
'530330317052012','CNS04',16
'530330317062003','CNS19',16
'530330317062018','CNS18',16
'530330319041050','CNS14',16
'530330319083005','CNS19',16
'530330320063010','CNS19',16
'530330320073012','CNS16',16
'530330320104015','CNS07',16
'530330321031008','CNS19',16
'530330321031022','CNS10',16
'530330321031025','CNS16',16
'530330321031044','CNS05',16
'530330321042000','CNS15',16
'530330321043002','CNS12',16
'530330322083053','CNS16',16
'530330322083056','CNS07',16
'530330322083057','CNS19',16
'530330322141005','CNS12',16
'530330322152026','CNS12',16
'530330323091012','CNS19',16
'530330323132015','CNS05',16
'530330323132026','CNS19',16
'530330323132027','CNS05',16
'530330323184007','CNS18',16
'530330323193000','CNS07',16
'530330323193006','CNS07',16
'530330323193006','CNS15',16
'530330323193018','CNS04',16
'530330323193018','CNS18',16
'530330323193025','CNS07',16
'530330323194002','CNS14',16
'530330323263000','CNS15',16
'530330323291023','CNS18',16
'530330324013035','CNS16',16
'530330326021014','CNS06',16
'530330326021014','CNS12',16
'530330326022028','CNS04',16
'530330327042001','CNS14',16
'530330327042050','CNS19',16
'530350801021016','CNS16',16
'530350802001023','CNS11',16
'530350802001023','CNS19',16
'530350803001014','CNS14',16
'530350805001031','CNS18',16
'530350807002008','CNS06',16
'530350809002000','CNS18',16
'530350810002010','CNS17',16
'530350901013027','CNS04',16
'530350902011000','CNS06',16
'530350904001027','CNS14',16
'530350904002048','CNS16',16
'530350905012007','CNS14',16
'530350907003015','CNS04',16
'530350909001000','CNS14',16
'530350909002003','CNS16',16
'530350909002019','CNS12',16
'530350909003000','CNS14',16
'530350912041000','CNS17',16
'530350922001001','CNS09',16
'530350922001018','CNS18',16
'530350925002006','CNS09',16
'530350926005002','CNS20',16
'530350929021000','CNS14',16
'530530602001028','CNS19',16
'530530602001046','CNS05',16
'530530602001053','CNS08',16
'530530602001108','CNS18',16
'530530605001005','CNS10',16
'530530605003003','CNS18',16
'530530608002018','CNS10',16
'530530612004008','CNS15',16
'530530614003025','CNS16',16
'530530615004014','CNS19',16
'530530616011019','CNS05',16
'530530616011049','CNS10',16
'530530616011050','CNS18',16
'530530617004008','CNS19',16
'530530617005014','CNS19',16
'530530626001043','CNS07',16
'530530626001074','CNS07',16
'530530626001077','CNS04',16
'530530626001083','CNS07',16
'530530626001088','CNS19',16
'530530626001095','CNS07',16
'530530626002057','CNS19',16
'530530628013000','CNS05',16
'530530628013009','CNS06',16
'530530634005009','CNS10',16
'530530635021001','CNS14',16
'530530701001139','CNS17',16
'530530702051005','CNS07',16
'530530703081002','CNS15',16
'530530703121007','CNS07',16
'530530703162001','CNS10',16
'530530704032008','CNS07',16
'530530704032008','CNS19',16
'530530707032011','CNS16',16
'530530707033001','CNS14',16
'530530712062000','CNS16',16
'530530712072008','CNS10',16
'530530712073001','CNS16',16
'530530712083001','CNS16',16
'530530713041000','CNS12',16
'530530713043000','CNS16',16
'530530713051037','CNS12',16
'530530713091008','CNS14',16
'530530714032000','CNS17',16
'530530714062009','CNS12',16
'530530714074011','CNS04',16
'530530714091008','CNS07',16
'530530715041009','CNS07',16
'530530715054011','CNS18',16
'530530716022017','CNS06',16
'530530716022017','CNS07',16
'530530717071003','CNS11',16
'530530718053016','CNS16',16
'530530718062014','CNS18',16
'530530718071005','CNS05',16
'530530718071024','CNS05',16
'530530718072013','CNS18',16
'530530718082014','CNS07',16
'530530719011005','CNS16',16
'530530719011017','CNS18',16
'530530719011029','CNS10',16
'530530719012000','CNS07',16
'530530719023024','CNS16',16
'530530723113011','CNS11',16
'530530723122001','CNS11',16
'530530723132004','CNS07',16
'530530724062016','CNS15',16
'530530724071009','CNS07',16
'530530724081002','CNS04',16
'530530724083009','CNS08',16
'530530725054010','CNS04',16
'530530725071009','CNS18',16
'530530725072007','CNS12',16
'530530725072022','CNS18',16
'530530726022003','CNS07',16
'530530726034000','CNS19',16
'530530729072016','CNS15',16
'530530731133006','CNS16',16
'530530731192087','CNS18',16
'530530731201001','CNS07',16
'530530731202000','CNS14',16
'530530731211000','CNS19',16
'530530733012000','CNS07',16
'530530733013035','CNS18',16
'530530734042009','CNS18',16
'530530734063003','CNS12',16
'530530734071025','CNS18',16
'530530734073027','CNS10',16
'530539400022003','CNS19',16
'530539400022014','CNS05',16
'530539400022030','CNS10',16
'530539400022030','CNS18',16
'530539400022036','CNS19',16
'530539400022061','CNS04',16
'530539400022063','CNS12',16
'530539400032002','CNS07',16
'530539400043020','CNS06',16
'530539400053000','CNS19',16
'530610401002011','CNS06',16
'530610403001015','CNS07',16
'530610407001010','CNS12',16
'530610407001011','CNS12',16
'530610407001012','CNS18',16
'530610407001014','CNS14',16
'530610407004029','CNS07',16
'530610407004029','CNS18',16
'530610407004046','CNS06',16
'530610407004057','CNS08',16
'530610408002001','CNS05',16
'530610408002009','CNS12',16
'530610408002015','CNS12',16
'530610410001021','CNS12',16
'530610410002007','CNS16',16
'530610411001000','CNS19',16
'530610412024000','CNS18',16
'530610412024000','CNS19',16
'530610413011007','CNS11',16
'530610413041012','CNS16',16
'530610416012027','CNS16',16
'530610416053008','CNS03',16
'530610417012024','CNS19',16
'530610417013000','CNS19',16
'530610417041023','CNS04',16
'530610417042020','CNS07',16
'530610417042020','CNS16',16
'530610418052001','CNS09',16
'530610418053001','CNS10',16
'530610418111003','CNS05',16
'530610418113000','CNS10',16
'530610419012012','CNS05',16
'530610419013003','CNS18',16
'530610419042000','CNS11',16
'530610420012000','CNS05',16
'530610420043001','CNS05',16
'530610420051002','CNS16',16
'530610420061005','CNS05',16
'530610501011000','CNS14',16
'530610508001015','CNS06',16
'530610508002008','CNS03',16
'530610510001022','CNS17',16
'530610512001001','CNS12',16
'530610514001006','CNS18',16
'530610514002017','CNS14',16
'530610514004002','CNS04',16
'530610514004003','CNS19',16
'530610515001000','CNS12',16
'530610515003010','CNS05',16
'530610516012005','CNS07',16
'530610516012006','CNS18',16
'530610516013001','CNS07',16
'530610516021008','CNS07',16
'530610517012012','CNS19',16
'530610517013007','CNS11',16
'530610517021013','CNS09',16
'530610518021010','CNS14',16
'530610518022002','CNS08',16
'530610518022006','CNS19',16
'530610518023025','CNS14',16
'530610519052002','CNS19',16
'530610519053001','CNS04',16
'530610519054004','CNS11',16
'530610519121004','CNS04',16
'530610519222002','CNS06',16
'530610519231000','CNS10',16
'530610519232002','CNS10',16
'530610519243015','CNS11',16
'530610519252023','CNS15',16
'530610519281000','CNS04',16
'530610521082001','CNS19',16
'530610521083027','CNS06',16
'530610521141021','CNS04',16
'530610521183027','CNS16',16
'530610522041009','CNS07',16
'530610522081002','CNS18',16
'530610522081004','CNS18',16
'530610523012015','CNS14',16
'530610523023004','CNS07',16
'530610524022004','CNS19',16
'530610526052011','CNS04',16
'530610528031012','CNS18',16
'530610528042016','CNS01',16
'530610529031000','CNS16',16
'530610533014057','CNS12',16
'530610535042022','CNS16',16
'530610535051005','CNS01',16
'530610535052028','CNS04',16
'530610535064000','CNS01',16
'530610535081026','CNS06',16
'530610535091000','CNS06',16
'530610535091001','CNS05',16
'530610536032004','CNS08',16
'530610538022024','CNS20',16
'530610538024005','CNS06',16
'530619400014039','CNS04',16
'530330001005004','CNS10',15
'530330001005004','CNS16',15
'530330004022000','CNS04',15
'530330004022004','CNS16',15
'530330006004015','CNS19',15
'530330007002000','CNS15',15
'530330012002000','CNS10',15
'530330013003020','CNS15',15
'530330016001019','CNS07',15
'530330017021004','CNS14',15
'530330017022006','CNS06',15
'530330018003011','CNS18',15
'530330020003012','CNS12',15
'530330027003010','CNS19',15
'530330028002000','CNS07',15
'530330028003002','CNS12',15
'530330028004008','CNS05',15
'530330028004011','CNS19',15
'530330029001001','CNS06',15
'530330031001007','CNS05',15
'530330032003005','CNS06',15
'530330033001011','CNS16',15
'530330035002027','CNS19',15
'530330035003026','CNS07',15
'530330036001005','CNS16',15
'530330036004012','CNS16',15
'530330041002003','CNS15',15
'530330041004016','CNS16',15
'530330043011010','CNS10',15
'530330044002002','CNS09',15
'530330044004000','CNS18',15
'530330047002014','CNS06',15
'530330047002070','CNS07',15
'530330047002080','CNS04',15
'530330047003019','CNS19',15
'530330047004008','CNS07',15
'530330048003043','CNS12',15
'530330048003053','CNS05',15
'530330050002004','CNS04',15
'530330051003015','CNS18',15
'530330052002003','CNS12',15
'530330052003012','CNS16',15
'530330052004016','CNS18',15
'530330053012004','CNS10',15
'530330053012009','CNS19',15
'530330053012010','CNS18',15
'530330053022010','CNS11',15
'530330054004012','CNS14',15
'530330058014056','CNS06',15
'530330061003004','CNS17',15
'530330062003008','CNS18',15
'530330063001019','CNS12',15
'530330063004017','CNS12',15
'530330066001010','CNS15',15
'530330067001001','CNS04',15
'530330067001005','CNS04',15
'530330067001010','CNS12',15
'530330067001011','CNS12',15
'530330067002024','CNS08',15
'530330067002031','CNS07',15
'530330067004025','CNS06',15
'530330069003004','CNS19',15
'530330069004010','CNS18',15
'530330071001013','CNS10',15
'530330071002012','CNS05',15
'530330071002014','CNS12',15
'530330071002014','CNS14',15
'530330072001003','CNS06',15
'530330072001027','CNS16',15
'530330072001042','CNS17',15
'530330072001043','CNS07',15
'530330072001053','CNS09',15
'530330072001067','CNS07',15
'530330072001067','CNS17',15
'530330072001068','CNS15',15
'530330073001024','CNS18',15
'530330073001026','CNS16',15
'530330073001027','CNS06',15
'530330073002010','CNS16',15
'530330073003028','CNS16',15
'530330074021004','CNS15',15
'530330074021008','CNS12',15
'530330075001000','CNS19',15
'530330075002001','CNS10',15
'530330078002031','CNS16',15
'530330080011002','CNS09',15
'530330080013004','CNS10',15
'530330080013008','CNS09',15
'530330080014000','CNS09',15
'530330080014000','CNS10',15
'530330080022007','CNS06',15
'530330080022016','CNS10',15
'530330081001005','CNS10',15
'530330081001006','CNS06',15
'530330081001028','CNS18',15
'530330081002005','CNS07',15
'530330081002013','CNS07',15
'530330081002024','CNS07',15
'530330081002031','CNS11',15
'530330081002035','CNS19',15
'530330081002039','CNS06',15
'530330081003008','CNS16',15
'530330081003011','CNS11',15
'530330081003013','CNS11',15
'530330082001023','CNS16',15
'530330082003002','CNS12',15
'530330083001003','CNS12',15
'530330083001007','CNS07',15
'530330083002016','CNS11',15
'530330084001007','CNS12',15
'530330084002016','CNS11',15
'530330086002007','CNS12',15
'530330089003024','CNS18',15
'530330090001005','CNS16',15
'530330090002001','CNS11',15
'530330090002013','CNS16',15
'530330090002020','CNS04',15
'530330092001007','CNS19',15
'530330092002027','CNS15',15
'530330093001008','CNS11',15
'530330093001037','CNS07',15
'530330093001046','CNS07',15
'530330093002000','CNS07',15
'530330093002014','CNS17',15
'530330093002016','CNS18',15
'530330093002019','CNS06',15
'530330093002046','CNS12',15
'530330093002080','CNS10',15
'530330093003013','CNS19',15
'530330093003028','CNS12',15
'530330093003033','CNS11',15
'530330093003080','CNS06',15
'530330093003189','CNS05',15
'530330093003203','CNS14',15
'530330094003030','CNS16',15
'530330094004010','CNS18',15
'530330096002013','CNS16',15
'530330098001019','CNS18',15
'530330098004018','CNS16',15
'530330100022023','CNS10',15
'530330103005007','CNS07',15
'530330103005012','CNS16',15
'530330105003000','CNS12',15
'530330106003004','CNS10',15
'530330106005000','CNS12',15
'530330106005016','CNS12',15
'530330106006000','CNS19',15
'530330108001004','CNS05',15
'530330109001048','CNS06',15
'530330109002031','CNS06',15
'530330109002064','CNS12',15
'530330109002109','CNS04',15
'530330110011009','CNS16',15
'530330111023001','CNS19',15
'530330112002015','CNS11',15
'530330114022010','CNS18',15
'530330117003008','CNS16',15
'530330118006016','CNS18',15
'530330119004010','CNS16',15
'530330204025004','CNS04',15
'530330205006007','CNS16',15
'530330207002002','CNS07',15
'530330209001026','CNS04',15
'530330210002003','CNS16',15
'530330210003007','CNS18',15
'530330210004012','CNS11',15
'530330213002015','CNS04',15
'530330218022014','CNS18',15
'530330218022018','CNS09',15
'530330219031045','CNS15',15
'530330219031048','CNS12',15
'530330219031049','CNS04',15
'530330219035008','CNS16',15
'530330219061014','CNS05',15
'530330220013014','CNS12',15
'530330220052002','CNS15',15
'530330220053004','CNS07',15
'530330222013006','CNS18',15
'530330222025006','CNS10',15
'530330222031009','CNS07',15
'530330224004029','CNS14',15
'530330224004029','CNS17',15
'530330225003001','CNS06',15
'530330225005002','CNS13',15
'530330225005007','CNS04',15
'530330225005027','CNS19',15
'530330226051010','CNS15',15
'530330226051013','CNS14',15
'530330227012016','CNS06',15
'530330227012026','CNS12',15
'530330227012028','CNS04',15
'530330227031007','CNS18',15
'530330227032015','CNS14',15
'530330228011001','CNS12',15
'530330228012002','CNS16',15
'530330228013004','CNS12',15
'530330228033018','CNS10',15
'530330228033029','CNS12',15
'530330232012003','CNS06',15
'530330232021000','CNS16',15
'530330232021006','CNS11',15
'530330234012013','CNS14',15
'530330234032021','CNS18',15
'530330236011011','CNS12',15
'530330236012000','CNS11',15
'530330236012034','CNS11',15
'530330236034001','CNS07',15
'530330237001026','CNS12',15
'530330237001029','CNS06',15
'530330237001041','CNS11',15
'530330237001042','CNS11',15
'530330237001044','CNS04',15
'530330237002003','CNS10',15
'530330237002003','CNS19',15
'530330237003026','CNS14',15
'530330237003028','CNS15',15
'530330237003032','CNS04',15
'530330237003034','CNS10',15
'530330237003037','CNS12',15
'530330238011013','CNS04',15
'530330238041007','CNS12',15
'530330238041009','CNS18',15
'530330238042002','CNS12',15
'530330238042008','CNS04',15
'530330238043003','CNS09',15
'530330240002003','CNS19',15
'530330241003021','CNS20',15
'530330243002006','CNS11',15
'530330243002008','CNS05',15
'530330243002012','CNS07',15
'530330243004000','CNS14',15
'530330244001036','CNS10',15
'530330245002003','CNS18',15
'530330247025018','CNS04',15
'530330248002005','CNS10',15
'530330248003006','CNS10',15
'530330248003011','CNS14',15
'530330248003014','CNS07',15
'530330249022004','CNS16',15
'530330250052001','CNS03',15
'530330250052001','CNS09',15
'530330251014008','CNS10',15
'530330251023000','CNS12',15
'530330252004009','CNS16',15
'530330253011019','CNS14',15
'530330253013082','CNS04',15
'530330253021034','CNS18',15
'530330255001003','CNS19',15
'530330255001005','CNS18',15
'530330255002002','CNS16',15
'530330256011001','CNS07',15
'530330258043010','CNS09',15
'530330260023000','CNS18',15
'530330261001005','CNS15',15
'530330261001009','CNS04',15
'530330262001004','CNS09',15
'530330262001020','CNS06',15
'530330262001064','CNS13',15
'530330262001092','CNS11',15
'530330262001158','CNS05',15
'530330262001173','CNS18',15
'530330262001178','CNS16',15
'530330262001179','CNS06',15
'530330262001185','CNS08',15
'530330263002006','CNS04',15
'530330264004000','CNS19',15
'530330264004014','CNS17',15
'530330264005005','CNS05',15
'530330264005005','CNS07',15
'530330265002017','CNS07',15
'530330266001005','CNS05',15
'530330267001000','CNS18',15
'530330268013002','CNS18',15
'530330272002024','CNS06',15
'530330273002007','CNS11',15
'530330273002007','CNS18',15
'530330275003014','CNS14',15
'530330277011025','CNS16',15
'530330279001014','CNS18',15
'530330279001037','CNS04',15
'530330279001041','CNS05',15
'530330279003006','CNS19',15
'530330279003013','CNS07',15
'530330280002001','CNS16',15
'530330281002000','CNS17',15
'530330283001006','CNS16',15
'530330284022005','CNS19',15
'530330285002003','CNS08',15
'530330286004001','CNS18',15
'530330288012013','CNS18',15
'530330288021013','CNS07',15
'530330288021013','CNS12',15
'530330288022003','CNS18',15
'530330289012003','CNS19',15
'530330289012004','CNS18',15
'530330290041014','CNS19',15
'530330291011029','CNS06',15
'530330292044002','CNS19',15
'530330292051023','CNS10',15
'530330292061048','CNS12',15
'530330292061061','CNS14',15
'530330292061065','CNS07',15
'530330292061070','CNS17',15
'530330292061112','CNS05',15
'530330292061121','CNS14',15
'530330294033004','CNS11',15
'530330294033005','CNS16',15
'530330294073014','CNS05',15
'530330295021024','CNS17',15
'530330295032003','CNS11',15
'530330295033002','CNS08',15
'530330295033015','CNS19',15
'530330295041000','CNS11',15
'530330297002011','CNS06',15
'530330297003046','CNS16',15
'530330299023009','CNS11',15
'530330300033009','CNS07',15
'530330300053019','CNS14',15
'530330303093008','CNS06',15
'530330303121004','CNS18',15
'530330303131006','CNS12',15
'530330303131012','CNS12',15
'530330303132022','CNS09',15
'530330303141011','CNS18',15
'530330305011003','CNS05',15
'530330305011038','CNS19',15
'530330305031003','CNS18',15
'530330305031016','CNS16',15
'530330305041007','CNS18',15
'530330305043008','CNS07',15
'530330306003001','CNS12',15
'530330307002009','CNS07',15
'530330309011015','CNS06',15
'530330309021001','CNS16',15
'530330309021017','CNS20',15
'530330314003013','CNS16',15
'530330314005004','CNS12',15
'530330317062003','CNS07',15
'530330320022034','CNS14',15
'530330320031038','CNS17',15
'530330320055010','CNS07',15
'530330320102008','CNS12',15
'530330321031028','CNS10',15
'530330321031028','CNS11',15
'530330321031037','CNS08',15
'530330321031052','CNS10',15
'530330321033007','CNS04',15
'530330321042000','CNS07',15
'530330321042009','CNS07',15
'530330322032000','CNS12',15
'530330322103016','CNS04',15
'530330322103016','CNS12',15
'530330322113001','CNS15',15
'530330322122003','CNS16',15
'530330322133000','CNS12',15
'530330322133009','CNS12',15
'530330322141003','CNS15',15
'530330322141018','CNS15',15
'530330322143008','CNS12',15
'530330323092016','CNS12',15
'530330323092022','CNS12',15
'530330323092023','CNS07',15
'530330323092023','CNS16',15
'530330323092024','CNS07',15
'530330323092028','CNS09',15
'530330323092029','CNS07',15
'530330323092038','CNS07',15
'530330323092039','CNS19',15
'530330323092052','CNS12',15
'530330323132015','CNS16',15
'530330323132026','CNS06',15
'530330323134000','CNS19',15
'530330323151027','CNS12',15
'530330323192005','CNS19',15
'530330323193000','CNS10',15
'530330323194002','CNS10',15
'530330323194002','CNS20',15
'530330323203012','CNS16',15
'530330323203022','CNS16',15
'530330323253006','CNS16',15
'530330323263003','CNS15',15
'530330323272012','CNS04',15
'530330326011016','CNS05',15
'530330326021049','CNS17',15
'530330327041055','CNS03',15
'530330327042001','CNS06',15
'530330327044015','CNS20',15
'530350805001027','CNS15',15
'530350805002019','CNS15',15
'530350806003012','CNS07',15
'530350807003012','CNS07',15
'530350809001002','CNS07',15
'530350810001011','CNS19',15
'530350810002005','CNS04',15
'530350811001029','CNS10',15
'530350901022029','CNS04',15
'530350902011013','CNS07',15
'530350905012002','CNS04',15
'530350905013004','CNS16',15
'530350905022017','CNS16',15
'530350908002014','CNS06',15
'530350909001001','CNS14',15
'530350909001017','CNS12',15
'530350909002002','CNS16',15
'530350909002010','CNS07',15
'530350910002000','CNS06',15
'530350910002000','CNS19',15
'530350912011016','CNS20',15
'530350921001007','CNS04',15
'530350923001008','CNS04',15
'530350923002001','CNS19',15
'530350924001012','CNS07',15
'530350925003003','CNS06',15
'530350925003017','CNS09',15
'530350927042011','CNS09',15
'530350929021000','CNS07',15
'530359401002004','CNS15',15
'530530602001028','CNS08',15
'530530602001097','CNS06',15
'530530602001164','CNS06',15
'530530603001006','CNS17',15
'530530606001036','CNS17',15
'530530607003021','CNS18',15
'530530607004025','CNS18',15
'530530608002017','CNS07',15
'530530609031000','CNS07',15
'530530610021006','CNS04',15
'530530610023000','CNS14',15
'530530611002000','CNS12',15
'530530611004005','CNS16',15
'530530611004010','CNS19',15
'530530612004004','CNS07',15
'530530613002010','CNS16',15
'530530613006001','CNS06',15
'530530614002011','CNS16',15
'530530615001010','CNS04',15
'530530615002004','CNS18',15
'530530615002011','CNS06',15
'530530615003011','CNS12',15
'530530616011008','CNS12',15
'530530616011016','CNS07',15
'530530616011047','CNS10',15
'530530616011051','CNS17',15
'530530616011065','CNS19',15
'530530616021026','CNS04',15
'530530617001000','CNS16',15
'530530617001009','CNS12',15
'530530618001018','CNS11',15
'530530625001005','CNS16',15
'530530626001030','CNS14',15
'530530626001050','CNS04',15
'530530626001058','CNS04',15
'530530626001058','CNS08',15
'530530626001082','CNS19',15
'530530626002036','CNS07',15
'530530629002000','CNS16',15
'530530633001000','CNS19',15
'530530634005002','CNS19',15
'530530635014003','CNS18',15
'530530635014009','CNS07',15
'530530635023004','CNS18',15
'530530702042018','CNS18',15
'530530702071073','CNS17',15
'530530703071024','CNS04',15
'530530703081017','CNS09',15
'530530703093038','CNS16',15
'530530703103001','CNS18',15
'530530703113003','CNS04',15
'530530703133000','CNS04',15
'530530703141015','CNS04',15
'530530707032015','CNS17',15
'530530711002002','CNS03',15
'530530711002004','CNS04',15
'530530712052010','CNS04',15
'530530712063018','CNS12',15
'530530712073007','CNS16',15
'530530712083001','CNS19',15
'530530713063023','CNS08',15
'530530713101000','CNS04',15
'530530714073000','CNS16',15
'530530714073003','CNS16',15
'530530714101006','CNS07',15
'530530714112008','CNS05',15
'530530715031005','CNS19',15
'530530715033018','CNS16',15
'530530715033019','CNS10',15
'530530716011003','CNS04',15
'530530716011005','CNS06',15
'530530716022014','CNS06',15
'530530717031009','CNS19',15
'530530717053002','CNS14',15
'530530717061005','CNS19',15
'530530717071012','CNS16',15
'530530718032025','CNS10',15
'530530718052014','CNS16',15
'530530718061013','CNS06',15
'530530718071023','CNS07',15
'530530718081010','CNS07',15
'530530718083003','CNS04',15
'530530719011023','CNS19',15
'530530719025013','CNS19',15
'530530721064004','CNS18',15
'530530723103012','CNS19',15
'530530723122001','CNS19',15
'530530724081002','CNS10',15
'530530724082005','CNS19',15
'530530725031019','CNS04',15
'530530725041031','CNS04',15
'530530725072015','CNS04',15
'530530725072028','CNS15',15
'530530726034004','CNS19',15
'530530729031172','CNS20',15
'530530731081000','CNS16',15
'530530731082001','CNS18',15
'530530731211001','CNS06',15
'530530731212001','CNS16',15
'530530731221000','CNS05',15
'530530731231024','CNS07',15
'530530731242005','CNS16',15
'530530732001011','CNS17',15
'530530732003020','CNS18',15
'530530733013039','CNS05',15
'530530733014004','CNS12',15
'530530734041006','CNS18',15
'530530734063010','CNS05',15
'530530734071023','CNS12',15
'530530734071027','CNS04',15
'530530734072009','CNS07',15
'530530734081003','CNS07',15
'530530735005007','CNS05',15
'530539400021017','CNS06',15
'530539400021041','CNS19',15
'530539400022000','CNS11',15
'530539400022018','CNS06',15
'530539400022028','CNS10',15
'530539400022036','CNS11',15
'530539400022061','CNS18',15
'530539400101013','CNS04',15
'530539400101034','CNS04',15
'530610407002017','CNS12',15
'530610407003006','CNS16',15
'530610407004028','CNS19',15
'530610408002012','CNS09',15
'530610408002035','CNS15',15
'530610410001007','CNS16',15
'530610413012025','CNS18',15
'530610413012030','CNS15',15
'530610413012038','CNS18',15
'530610414003005','CNS19',15
'530610416012021','CNS19',15
'530610417013001','CNS13',15
'530610417013003','CNS14',15
'530610417042021','CNS12',15
'530610417042021','CNS19',15
'530610417043002','CNS16',15
'530610418083006','CNS16',15
'530610419013002','CNS11',15
'530610419041000','CNS07',15
'530610419042000','CNS07',15
'530610420011003','CNS19',15
'530610420012007','CNS04',15
'530610420063000','CNS11',15
'530610502001006','CNS12',15
'530610503002006','CNS06',15
'530610504011005','CNS12',15
'530610505004009','CNS15',15
'530610505005018','CNS07',15
'530610505005020','CNS12',15
'530610507001006','CNS07',15
'530610508001015','CNS15',15
'530610509003010','CNS18',15
'530610510001008','CNS03',15
'530610510001022','CNS05',15
'530610510003001','CNS16',15
'530610514001022','CNS06',15
'530610514003002','CNS18',15
'530610514005001','CNS16',15
'530610515001000','CNS06',15
'530610515001009','CNS07',15
'530610515002000','CNS18',15
'530610515002001','CNS10',15
'530610515003003','CNS18',15
'530610517014000','CNS06',15
'530610518031002','CNS04',15
'530610519051027','CNS16',15
'530610519184002','CNS09',15
'530610519232002','CNS18',15
'530610519243013','CNS14',15
'530610519252023','CNS14',15
'530610519253015','CNS12',15
'530610519261021','CNS04',15
'530610520032002','CNS14',15
'530610521072005','CNS04',15
'530610521082012','CNS04',15
'530610521083028','CNS05',15
'530610522074025','CNS04',15
'530610522081004','CNS04',15
'530610522081006','CNS19',15
'530610522093027','CNS14',15
'530610524012005','CNS11',15
'530610524023033','CNS09',15
'530610525042017','CNS04',15
'530610526031019','CNS07',15
'530610526042003','CNS16',15
'530610527011030','CNS08',15
'530610528031011','CNS10',15
'530610528031013','CNS18',15
'530610528032000','CNS05',15
'530610528041030','CNS07',15
'530610528053016','CNS10',15
'530610528062004','CNS04',15
'530610529031001','CNS18',15
'530610529032000','CNS07',15
'530610533011004','CNS17',15
'530610533011023','CNS19',15
'530610533014054','CNS10',15
'530610533014056','CNS18',15
'530610535042013','CNS18',15
'530610535043008','CNS11',15
'530610535053003','CNS19',15
'530610535082010','CNS18',15
'530610535091000','CNS08',15
'530610536023091','CNS02',15
'530610538012006','CNS01',15
'530610538022032','CNS16',15
'530330001002005','CNS05',14
'530330001003002','CNS14',14
'530330001003003','CNS14',14
'530330001005003','CNS12',14
'530330006002005','CNS18',14
'530330010001001','CNS04',14
'530330013002008','CNS07',14
'530330014003010','CNS18',14
'530330016003002','CNS19',14
'530330017011003','CNS16',14
'530330018002005','CNS12',14
'530330019001002','CNS19',14
'530330024003000','CNS10',14
'530330025002014','CNS16',14
'530330026002021','CNS06',14
'530330027003010','CNS16',14
'530330028001003','CNS19',14
'530330029002025','CNS07',14
'530330032002007','CNS05',14
