census_block_group_id,faz_id
2261,7606
2277,7905
2386,7537
2235,8405
2191,8320
2425,7340
2410,7340
2622,7100
2241,8405
2220,8925
2260,8925
2275,7905
2454,7435
2457,7415
2486,7525
2456,7415
2314,8937
2307,7340
2516,7205
2524,7320
2526,7335
2514,7205
2448,8600
2575,7320
2159,8927
2399,7335
2253,8405
2171,8936
2227,8310
2390,7537
2364,8000
2369,7537
2558,7320
2384,7526
2158,8927
2360,8126
2442,8600
2161,8926
2401,7526
2195,8926
2389,7537
1424,7100
2407,8115
2465,8115
2414,8600
2204,8910
2155,8926
2443,7425
2234,8405
2249,8405
2262,7905
2251,8310
2424,7425
2546,7320
715,8910
2300,8906
2385,7526
2293,8905
2213,8925
2258,7905
2412,7340
2205,8320
2453,7435
2214,8925
2429,7425
2308,7340
2428,7425
2459,7415
2506,7335
2499,7335
2636,7415
2623,7100
2527,7335
2545,7320
2533,7335
2433,7425
2509,7335
2635,7316
2217,8310
2601,7100
2482,7335
2576,7320
2432,7425
2489,7335
2634,7316
2434,7425
2423,7340
2181,8500
2183,8500
2233,8405
2243,8405
2435,7425
2430,7425
2242,8405
2426,7425
2176,8500
2273,8906
2294,8905
2461,7526
2440,8600
2437,7425
2436,7425
2218,8310
2182,8500
2157,8935
2146,8935
2151,8935
2185,8926
2153,8927
2150,8935
2645,2935
2639,2935
2643,2935
2644,2935
2646,2935
2647,2935
