'block_id','sector_id','number_of_jobs'
'530330303122000','17',5.00
'530330303122000','6',2.00
'530330303122000','7',80.00
'530330303122000','8',1.00
'530330303122001','12',1.00
'530330303122001','14',7.00
'530330303122001','7',3.00
'530330303122002','12',1.00
'530330303122002','14',19.00
'530330303122002','6',2.00
'530330303122002','7',18.00
'530330303122003','8',1.00
'530330303122006','17',2.00
'530330303122008','2',5.00
'530330303123002','17',3.00
'530330303123011','16',1.00
'530330303123015','17',1.00
'530330303123015','2',14.00
'530330303123016','17',1.00
'530330303124001','17',2.00
'530330303124003','13',3.00
'530330303124003','16',2.00
'530330303124003','17',1.00
'530330303124005','17',1.00
'530330303124009','16',1.00
'530330303124009','6',1.00
'530330303131001','12',9.00
'530330303131001','13',2.00
'530330303131001','14',8.00
'530330303131001','16',4.00
'530330303131001','17',1.00
'530330303131001','3',24.00
'530330303131001','7',1.00
'530330303131003','12',11.00
'530330303131003','13',2.00
'530330303131003','14',6.00
'530330303131003','16',2.00
'530330303131003','3',10.00
'530330303131004','12',17.00
'530330303131004','13',40.00
'530330303131004','14',367.00
'530330303131004','16',2.00
'530330303131004','17',59.00
'530330303131004','6',1.00
'530330303131004','7',557.00
'530330303131005','12',12.00
'530330303131005','14',19.00
'530330303131006','12',1.00
'530330303131006','13',15.00
'530330303131006','14',2.00
'530330303131006','15',5.00
'530330303131006','16',7.00
'530330303131006','17',25.00
'530330303131006','7',29.00
'530330303131006','8',3.00
'530330303131007','12',63.00
'530330303131007','13',34.00
'530330303131007','14',50.00
'530330303131007','16',87.00
'530330303131007','17',1.00
'530330303131007','18',1.00
'530330303131007','3',78.00
'530330303131007','6',2.00
'530330303131007','7',7.00
'530330303131012','12',8.00
'530330303131012','13',16.00
'530330303131012','14',8.00
'530330303131012','15',8.00
'530330303131012','16',2.00
'530330303131012','17',28.00
'530330303131012','6',1.00
'530330303131012','7',31.00
'530330303131012','8',10.00
'530330303132000','11',11.00
'530330303132000','17',1.00
'530330303132002','12',2.00
'530330303132002','13',5.00
'530330303132002','14',5.00
'530330303132002','16',2.00
'530330303132002','17',12.00
'530330303132002','7',19.00
'530330303132005','17',1.00
'530330303132007','12',2.00
'530330303132007','14',7.00
'530330303132007','17',4.00
'530330303132009','12',7.00
'530330303132009','14',2.00
'530330303132011','1',48.00
'530330303132011','12',5.00
'530330303132011','16',5.00
'530330303132011','2',8.00
'530330303132011','3',52.00
'530330303132011','6',7.00
'530330303132011','8',69.00
'530330303132012','1',31.00
'530330303132012','12',1.00
'530330303132012','16',1.00
'530330303132012','2',6.00
'530330303132012','3',19.00
'530330303132012','6',2.00
'530330303132012','8',34.00
'530330303132013','17',2.00
'530330303132013','6',2.00
'530330303132016','14',94.00
'530330303132016','17',3.00
'530330303132016','7',439.00
'530330303132017','14',43.00
'530330303132019','12',2.00
'530330303132019','13',25.00
'530330303132019','15',18.00
'530330303132019','16',1.00
'530330303132019','3',6.00
'530330303132019','6',4.00
'530330303132019','7',4.00
'530330303132020','11',6.00
'530330303132020','16',43.00
'530330303132020','6',4.00
'530330303132022','11',15.00
'530330303132022','12',30.00
'530330303132022','13',86.00
'530330303132022','16',63.00
'530330303132022','17',29.00
'530330303132022','2',14.00
'530330303132022','3',272.00
'530330303132022','6',214.00
'530330303132022','7',39.00
'530330303132023','11',1.00
'530330303132023','17',56.00
'530330303132023','8',61.00
'530330303132024','11',47.00
'530330303132024','12',164.00
'530330303132024','13',56.00
'530330303132024','15',3.00
'530330303132024','16',1256.00
'530330303132024','17',14.00
'530330303132024','18',3.00
'530330303132024','2',14.00
'530330303132024','7',4.00
'530330303132026','11',18.00
'530330303132026','13',6.00
'530330303132026','16',220.00
'530330303132027','12',11.00
'530330303132027','13',36.00
'530330303132027','14',1.00
'530330303132027','16',44.00
'530330303132027','17',3.00
'530330303132027','2',2.00
'530330303132027','7',8.00
'530330303132030','12',26.00
'530330303132030','13',9.00
'530330303132030','14',1.00
'530330303132030','15',6.00
'530330303132030','16',111.00
'530330303132030','17',4.00
'530330303132030','3',31.00
'530330303132030','6',17.00
'530330303132030','7',6.00
'530330303132030','8',34.00
'530330303132031','12',1.00
'530330303132031','13',4.00
'530330303132031','14',52.00
'530330303132031','16',219.00
'530330303132031','17',74.00
'530330303132031','18',2.00
'530330303132031','2',5.00
'530330303132031','7',29.00
'530330303132032','12',18.00
'530330303132032','13',4.00
'530330303132032','16',112.00
'530330303132032','17',2.00
'530330303132032','2',1.00
'530330303141000','12',72.00
'530330303141000','13',1.00
'530330303141000','14',109.00
'530330303141000','15',2.00
'530330303141000','16',32.00
'530330303141000','17',109.00
'530330303141000','6',12.00
'530330303141000','7',341.00
'530330303141001','12',1.00
'530330303141001','15',2.00
'530330303141001','16',5.00
'530330303141001','17',1.00
'530330303141002','12',11.00
'530330303141002','13',1.00
'530330303141002','15',5.00
'530330303141002','16',18.00
'530330303141002','17',2.00
'530330303141003','1',9.00
'530330303141003','11',12.00
'530330303141003','12',9.00
'530330303141003','13',98.00
'530330303141003','14',8.00
'530330303141003','16',6.00
'530330303141003','17',10.00
'530330303141003','2',6.00
'530330303141003','3',1.00
'530330303141003','6',57.00
'530330303141003','7',31.00
'530330303141003','8',1.00
'530330303141005','1',3.00
'530330303141005','11',2.00
'530330303141005','13',20.00
'530330303141005','14',2.00
'530330303141005','16',2.00
'530330303141005','17',2.00
'530330303141005','6',13.00
'530330303141005','7',3.00
'530330303141007','1',6.00
'530330303141007','11',6.00
'530330303141007','12',70.00
'530330303141007','13',976.00
'530330303141007','14',7.00
'530330303141007','15',2.00
'530330303141007','16',226.00
'530330303141007','17',59.00
'530330303141007','18',35.00
'530330303141007','2',2.00
'530330303141007','3',6.00
'530330303141007','6',57.00
'530330303141007','7',26.00
'530330303141007','8',1.00
'530330303141008','1',1.00
'530330303141008','11',2.00
'530330303141008','12',2.00
'530330303141008','13',6.00
'530330303141008','17',2.00
'530330303141008','6',6.00
'530330303141008','7',3.00
'530330303141008','8',1.00
'530330303141009','13',10.00
'530330303141009','16',21.00
'530330303141010','11',54.00
'530330303141010','12',102.00
'530330303141010','13',56.00
'530330303141010','16',36.00
'530330303141010','17',11.00
'530330303141010','18',440.00
'530330303141010','2',2.00
'530330303141010','6',9.00
'530330303141011','12',1.00
'530330303141011','13',3.00
'530330303141011','14',15.00
'530330303141011','16',1.00
'530330303141011','17',33.00
'530330303141016','17',1.00
'530330303141018','13',1.00
'530330303141018','14',2.00
'530330303141018','17',5.00
'530330303142000','17',1.00
'530330303142002','12',2.00
'530330303142002','6',6.00
'530330303142003','17',1.00
'530330303142003','6',2.00
'530330303142004','17',2.00
'530330303142005','16',3.00
'530330303142006','17',2.00
'530330303143000','12',8.00
'530330303143000','13',8.00
'530330303143000','14',3.00
'530330303143000','16',292.00
'530330303143000','17',32.00
'530330303143000','6',2.00
'530330303143005','13',2.00
'530330303143005','16',51.00
'530330303143005','17',2.00
'530330304011003','12',1.00
'530330304011003','13',161.00
'530330304011003','14',1.00
'530330304011003','16',7.00
'530330304011003','17',83.00
'530330304011003','2',25.00
'530330304011003','6',1.00
'530330304011003','7',14.00
'530330304011008','11',1.00
'530330304011008','13',5.00
'530330304011008','17',2.00
'530330304011008','2',3.00
'530330304011008','6',1.00
'530330304011008','7',11.00
'530330304011009','13',2.00
'530330304011011','12',3.00
'530330304011011','16',1.00
'530330304011011','17',1.00
'530330304011011','2',1.00
'530330304011021','17',1.00
'530330304011024','17',2.00
'530330304011025','16',1.00
'530330304011027','11',21.00
'530330304011027','12',90.00
'530330304011027','13',70.00
'530330304011027','6',624.00
'530330304011027','7',4.00
'530330304011027','8',78.00
'530330304011033','11',14.00
'530330304011033','12',1.00
'530330304011033','13',763.00
'530330304011033','14',2.00
'530330304011033','17',7.00
'530330304011033','6',18.00
'530330304012005','13',9.00
'530330304012012','13',1.00
'530330304012017','13',11.00
'530330304012017','17',3.00
'530330304012017','2',4.00
'530330304012025','17',1.00
'530330304012026','17',1.00
'530330304012029','13',3.00
'530330304012031','13',5.00
'530330304012032','13',5.00
'530330304012033','7',1.00
'530330304012034','17',1.00
'530330304012034','7',1.00
'530330304012037','13',4.00
'530330304012043','2',2.00
'530330304012047','2',2.00
'530330304013004','13',1.00
'530330304013004','14',1.00
'530330304013004','17',1.00
'530330304013006','17',1.00
'530330304013006','7',1.00
'530330304013007','14',1.00
'530330304013007','17',1.00
'530330304013007','2',1.00
'530330304013008','13',4.00
'530330304013008','14',2.00
'530330304013008','17',5.00
'530330304013008','2',2.00
'530330304013008','7',2.00
'530330304013015','11',3.00
'530330304013015','12',11.00
'530330304013015','13',49.00
'530330304013021','12',104.00
'530330304013021','13',973.00
'530330304013021','14',12.00
'530330304013021','16',2.00
'530330304013021','18',1.00
'530330304013028','2',3.00
'530330304013029','13',2.00
'530330304013029','3',1.00
'530330304014001','13',1.00
'530330304014001','16',2.00
'530330304014001','17',1.00
'530330304014001','2',7.00
'530330304014003','17',1.00
'530330304014004','11',1.00
'530330304014004','17',8.00
'530330304014005','13',2.00
'530330304014005','16',3.00
'530330304014005','2',4.00
'530330304014006','13',1.00
'530330304014006','17',1.00
'530330304014008','13',1.00
'530330304014008','2',1.00
'530330304014011','13',4.00
'530330304015008','12',1.00
'530330304015011','17',1.00
'530330304015014','12',1.00
'530330304015017','13',7.00
'530330304015017','18',1.00
'530330304015017','2',1.00
'530330304015022','17',1.00
'530330304031000','17',3.00
'530330304031000','7',2.00
'530330304031002','17',2.00
'530330304031002','6',1.00
'530330304031007','12',9.00
'530330304031007','17',1.00
'530330304032016','15',42.00
'530330304032016','17',2.00
'530330304033003','13',1.00
'530330304033007','12',1.00
'530330304033007','16',3.00
'530330304033007','6',1.00
'530330304033015','17',2.00
'530330304041000','17',2.00
'530330304041003','17',1.00
'530330304041004','6',1.00
'530330304041009','16',35.00
'530330304041011','17',4.00
'530330304041013','13',2.00
'530330304041019','17',1.00
'530330304041025','13',3.00
'530330304042003','17',1.00
'530330304042005','7',1.00
'530330304042009','16',7.00
'530330304042011','17',2.00
'530330304042011','2',2.00
'530330304042011','6',1.00
'530330304042013','16',3.00
'530330304042017','17',3.00
'530330304042017','2',2.00
'530330304042017','6',2.00
'530330304042017','7',1.00
'530330304042019','17',4.00
'530330304042019','2',8.00
'530330304042019','7',3.00
'530330304043008','2',4.00
'530330304043008','3',5.00
'530330304043008','8',4.00
'530330304043011','8',7.00
'530330304043014','2',10.00
'530330304043020','17',6.00
'530330304043020','6',26.00
'530330305011001','7',12.00
'530330305011003','13',26.00
'530330305011003','2',44.00
'530330305011003','3',15.00
'530330305011003','6',132.00
'530330305011003','7',2.00
'530330305011003','8',44.00
'530330305011004','3',230.00
'530330305011004','6',12.00
'530330305011004','7',12.00
'530330305011004','8',20.00
'530330305011005','12',21.00
'530330305011005','13',1.00
'530330305011005','15',11.00
'530330305011005','17',29.00
'530330305011005','2',44.00
'530330305011005','3',201.00
'530330305011005','6',162.00
'530330305011005','7',2.00
'530330305011007','12',22.00
'530330305011007','16',4.00
'530330305011007','17',12.00
'530330305011007','6',21.00
'530330305011007','7',8.00
'530330305011009','12',1.00
'530330305011009','3',9.00
'530330305011009','6',132.00
'530330305011009','7',27.00
'530330305011009','8',250.00
'530330305011011','13',21.00
'530330305011011','2',54.00
'530330305011011','3',1.00
'530330305011011','6',63.00
'530330305011011','7',38.00
'530330305011011','8',5.00
'530330305011012','12',4.00
'530330305011012','13',5.00
'530330305011012','16',24.00
'530330305011012','17',14.00
'530330305011012','2',100.00
'530330305011012','3',275.00
'530330305011012','6',109.00
'530330305011012','7',8.00
'530330305011012','8',53.00
'530330305011013','11',33.00
'530330305011013','12',48.00
'530330305011013','13',181.00
'530330305011013','14',1.00
'530330305011013','17',25.00
'530330305011013','2',203.00
'530330305011013','3',128.00
'530330305011013','6',83.00
'530330305011013','7',258.00
'530330305011013','8',27.00
'530330305011014','12',11.00
'530330305011014','13',1.00
'530330305011014','14',56.00
'530330305011014','15',20.00
'530330305011014','17',145.00
'530330305011014','2',6.00
'530330305011014','3',22.00
'530330305011014','6',397.00
'530330305011014','7',84.00
'530330305011014','8',11.00
'530330305011017','13',9.00
'530330305011017','14',12.00
'530330305011017','16',1.00
'530330305011017','17',430.00
'530330305011017','18',1.00
'530330305011017','2',3.00
'530330305011017','3',79.00
'530330305011017','6',5.00
'530330305011017','7',3.00
