'block_id','sector_id','number_of_jobs'
'530330298011003','16',7.00
'530330298011003','7',4.00
'530330298011013','17',2.00
'530330298011016','17',1.00
'530330298011016','2',1.00
'530330298011017','13',13.00
'530330298011017','17',1.00
'530330298011019','13',4.00
'530330298011021','17',1.00
'530330298012004','13',21.00
'530330298012004','17',1.00
'530330298012011','2',2.00
'530330298012014','12',1.00
'530330298012014','13',4.00
'530330298012014','17',1.00
'530330298012021','1',103.00
'530330298012021','13',3.00
'530330298012022','13',2.00
'530330298012026','13',12.00
'530330298012026','17',2.00
'530330298012027','13',5.00
'530330298013000','17',2.00
'530330298013004','17',6.00
'530330298013004','8',1.00
'530330298013008','17',1.00
'530330298013010','12',1.00
'530330298013010','13',2.00
'530330298013010','17',1.00
'530330298014003','8',3.00
'530330298014007','13',2.00
'530330298014007','16',2.00
'530330298014007','17',2.00
'530330298014008','16',1.00
'530330298014009','17',1.00
'530330298014010','3',1.00
'530330298014013','17',4.00
'530330298014016','17',2.00
'530330298015000','14',6.00
'530330298015000','17',1.00
'530330298015000','8',1.00
'530330298015001','12',2.00
'530330298015001','13',16.00
'530330298015001','14',141.00
'530330298015001','16',13.00
'530330298015001','17',13.00
'530330298015001','6',18.00
'530330298015001','7',20.00
'530330298015001','8',8.00
'530330298015002','12',2.00
'530330298015002','13',1.00
'530330298015008','12',2.00
'530330298015008','13',2.00
'530330298015008','14',12.00
'530330298015008','16',1.00
'530330298015008','17',2.00
'530330298015009','17',6.00
'530330298015012','12',1.00
'530330298015012','13',1.00
'530330298015012','16',84.00
'530330298015012','17',6.00
'530330298015012','6',1.00
'530330298021001','12',2.00
'530330298021001','17',2.00
'530330298021002','17',1.00
'530330298022005','14',5.00
'530330298022015','1',7.00
'530330298022016','13',5.00
'530330298022018','16',1.00
'530330298023000','13',2.00
'530330298023000','16',4.00
'530330298023000','17',3.00
'530330298023001','16',1.00
'530330298023001','17',2.00
'530330298023001','2',1.00
'530330298023002','13',1.00
'530330298023005','16',4.00
'530330298023006','2',9.00
'530330298023008','16',1.00
'530330298023008','17',1.00
'530330298023009','16',1.00
'530330298023009','17',1.00
'530330298023009','2',1.00
'530330298023014','17',1.00
'530330298024000','12',1.00
'530330298024000','17',2.00
'530330298024000','2',1.00
'530330298024000','6',1.00
'530330298024002','2',1.00
'530330298024003','17',3.00
'530330298024004','13',2.00
'530330298024004','17',3.00
'530330298024007','17',2.00
'530330298025000','7',8.00
'530330298025001','2',1.00
'530330298025002','13',4.00
'530330298025002','16',1.00
'530330298025002','2',8.00
'530330298025006','17',1.00
'530330298025006','2',2.00
'530330298025007','13',5.00
'530330298025007','17',1.00
'530330298025007','2',23.00
'530330298025008','2',1.00
'530330298025014','13',2.00
'530330298026001','2',2.00
'530330298026003','12',1.00
'530330298026003','13',3.00
'530330298026003','17',3.00
'530330298026003','2',1.00
'530330298026007','13',2.00
'530330298026007','17',3.00
'530330298026013','17',1.00
'530330298026013','7',1.00
'530330298026016','13',4.00
'530330298026016','3',3.00
'530330298026018','17',6.00
'530330298026018','2',3.00
'530330298026021','2',51.00
'530330298026021','6',5.00
'530330298026021','8',32.00
'530330299011000','16',4.00
'530330299011000','2',2.00
'530330299011000','6',1.00
'530330299011003','16',4.00
'530330299011003','17',1.00
'530330299011003','6',1.00
'530330299011008','17',5.00
'530330299011009','13',3.00
'530330299011009','17',6.00
'530330299011011','17',1.00
'530330299012000','17',7.00
'530330299012007','13',3.00
'530330299012011','13',2.00
'530330299012011','7',2.00
'530330299012012','6',1.00
'530330299012012','7',5.00
'530330299012013','13',1.00
'530330299012013','16',6.00
'530330299012020','16',4.00
'530330299013001','17',1.00
'530330299013001','2',1.00
'530330299013003','17',13.00
'530330299013004','17',4.00
'530330299013005','12',5.00
'530330299013005','17',6.00
'530330299013006','17',7.00
'530330299013010','6',1.00
'530330299021000','12',1.00
'530330299021000','13',4.00
'530330299021000','17',1.00
'530330299021000','6',1.00
'530330299021003','12',2.00
'530330299021003','8',1.00
'530330299021006','17',3.00
'530330299021009','17',1.00
'530330299021009','6',2.00
'530330299021010','17',1.00
'530330299021011','17',2.00
'530330299022000','17',1.00
'530330299022000','2',4.00
'530330299022003','17',1.00
'530330299022003','7',1.00
'530330299022006','13',18.00
'530330299022006','17',4.00
'530330299022006','7',1.00
'530330299022006','8',7.00
'530330299022009','17',1.00
'530330299023001','11',1.00
'530330299023001','12',3.00
'530330299023001','13',52.00
'530330299023001','14',1.00
'530330299023001','15',1.00
'530330299023001','17',12.00
'530330299023001','2',183.00
'530330299023001','3',179.00
'530330299023001','6',139.00
'530330299023001','7',60.00
'530330299023001','8',87.00
'530330299023004','17',1.00
'530330299023005','17',1.00
'530330299023006','14',3.00
'530330299023009','11',115.00
'530330299023009','12',16.00
'530330299023009','13',28.00
'530330299023009','14',10.00
'530330299023009','16',16.00
'530330299023009','17',20.00
'530330299023009','2',188.00
'530330299023009','3',43.00
'530330299023009','6',166.00
'530330299023009','7',33.00
'530330299023010','13',324.00
'530330299023010','15',7.00
'530330299023010','17',2.00
'530330299023010','2',8.00
'530330299023010','3',204.00
'530330299023010','6',5.00
'530330299023010','7',6.00
'530330299023010','9',1.00
'530330299023013','17',1.00
'530330299023013','2',1.00
'530330299023013','3',1.00
'530330299023013','8',1.00
'530330299023014','17',1.00
'530330299023014','2',1.00
'530330299023016','11',1.00
'530330299023016','12',1.00
'530330299023016','2',7.00
'530330299023016','3',3.00
'530330299023016','7',2.00
'530330299023016','8',6.00
'530330299023017','13',1.00
'530330299023017','2',13.00
'530330299023017','3',5.00
'530330299023017','6',5.00
'530330299023017','7',1.00
'530330299023017','8',2.00
'530330299023018','12',1.00
'530330299023018','13',19.00
'530330299023018','14',2.00
'530330299023018','16',1.00
'530330299023018','17',12.00
'530330299023018','2',108.00
'530330299023018','3',99.00
'530330299023018','6',70.00
'530330299023018','7',40.00
'530330299023018','8',41.00
'530330299023023','12',44.00
'530330299023023','13',8.00
'530330299023023','17',18.00
'530330299023023','2',3.00
'530330299023023','6',5.00
'530330299023023','8',5.00
'530330300031000','15',5.00
'530330300031000','2',1.00
'530330300031002','2',1.00
'530330300032000','12',4.00
'530330300032000','13',5.00
'530330300032000','14',17.00
'530330300032000','17',8.00
'530330300032000','2',31.00
'530330300032000','3',6.00
'530330300032000','6',1.00
'530330300032000','7',16.00
'530330300032000','8',1.00
'530330300032001','12',1.00
'530330300032001','13',8.00
'530330300032001','16',4.00
'530330300032001','17',6.00
'530330300032007','16',2.00
'530330300032009','16',4.00
'530330300032009','17',1.00
'530330300032012','12',2.00
'530330300032012','13',2.00
'530330300032012','14',3.00
'530330300032012','16',16.00
'530330300032012','17',1.00
'530330300032012','3',1.00
'530330300032013','13',6.00
'530330300032013','6',8.00
'530330300032013','7',4.00
'530330300032017','12',1.00
'530330300032017','13',5.00
'530330300032017','14',13.00
'530330300032017','16',45.00
'530330300032017','17',3.00
'530330300032017','3',2.00
'530330300032017','7',7.00
'530330300032018','12',1.00
'530330300032018','13',1.00
'530330300032018','14',4.00
'530330300032018','16',16.00
'530330300032018','17',1.00
'530330300032018','7',1.00
'530330300033000','14',18.00
'530330300033000','17',2.00
'530330300033007','12',30.00
'530330300033007','13',2.00
'530330300033007','14',38.00
'530330300033007','17',12.00
'530330300033007','2',7.00
'530330300033007','7',35.00
'530330300033008','12',9.00
'530330300033008','13',1.00
'530330300033008','14',3.00
'530330300033008','17',2.00
'530330300033008','2',1.00
'530330300033008','7',7.00
'530330300033009','12',11.00
'530330300033009','14',9.00
'530330300033009','17',2.00
'530330300033009','2',6.00
'530330300033009','7',15.00
'530330300034000','17',1.00
'530330300034001','15',1.00
'530330300034006','12',1.00
'530330300034006','2',7.00
'530330300034006','6',8.00
'530330300034009','13',1.00
'530330300034010','16',2.00
'530330300034015','6',2.00
'530330300035004','13',4.00
'530330300035004','14',40.00
'530330300035004','16',12.00
'530330300035004','17',11.00
'530330300035004','7',24.00
'530330300035007','14',1.00
'530330300035007','16',1.00
'530330300035007','7',1.00
'530330300035012','14',1.00
'530330300041000','17',1.00
'530330300041003','17',3.00
'530330300041004','17',3.00
'530330300041006','13',2.00
'530330300041006','17',2.00
'530330300041007','12',4.00
'530330300041007','17',1.00
'530330300042003','11',1.00
'530330300042003','12',1.00
'530330300042003','13',3.00
'530330300042003','14',1.00
'530330300042003','17',10.00
'530330300042003','7',1.00
'530330300042006','17',1.00
'530330300042006','2',2.00
'530330300043001','17',4.00
'530330300044000','13',1.00
'530330300044000','16',1.00
'530330300044000','17',2.00
'530330300044002','17',4.00
'530330300044004','13',1.00
'530330300044004','17',5.00
'530330300044005','16',2.00
'530330300044005','17',1.00
'530330300045002','13',4.00
'530330300045002','17',3.00
'530330300045003','17',2.00
'530330300046001','11',3.00
'530330300046001','13',1.00
'530330300046001','17',3.00
'530330300046003','17',1.00
'530330300046006','12',3.00
'530330300046006','16',25.00
'530330300046006','17',4.00
'530330300046006','6',1.00
'530330300051000','12',6.00
'530330300051000','17',8.00
'530330300051000','18',1.00
'530330300051000','6',1.00
'530330300051000','7',82.00
'530330300051006','3',2.00
'530330300052004','17',1.00
'530330300052004','2',2.00
'530330300052004','8',2.00
'530330300052005','13',18.00
'530330300052008','16',24.00
'530330300052008','2',8.00
'530330300052008','8',2.00
'530330300052012','17',1.00
'530330300052012','7',2.00
'530330300052014','6',2.00
'530330300053000','13',3.00
'530330300053000','14',40.00
'530330300053000','17',8.00
'530330300053000','7',40.00
'530330300053003','17',8.00
'530330300053004','17',2.00
'530330300053006','16',1.00
'530330300053012','12',1.00
'530330300053012','13',21.00
'530330300053012','14',2.00
'530330300053012','17',3.00
'530330300053012','7',6.00
'530330300053014','12',2.00
'530330300053014','13',25.00
'530330300053014','14',7.00
'530330300053014','17',1.00
'530330300053014','7',6.00
'530330300053015','17',1.00
'530330300053016','17',1.00
'530330300053017','13',1.00
'530330300053017','14',11.00
'530330300053017','17',2.00
'530330300053017','7',11.00
'530330300053019','13',15.00
'530330300053019','14',3.00
'530330300053019','17',1.00
'530330300061000','11',11.00
'530330300061000','14',34.00
'530330300061000','17',1.00
'530330300061000','2',5.00
'530330300061000','7',18.00
'530330300061001','12',16.00
'530330300061001','13',19.00
'530330300061001','16',12.00
'530330300061001','17',5.00
'530330300061001','2',1.00
'530330300061001','3',3.00
'530330300061001','6',2.00
'530330300061001','7',4.00
'530330300061008','17',1.00
'530330300061009','17',1.00
'530330300061010','11',22.00
'530330300061010','12',2.00
'530330300061010','13',1.00
'530330300061010','14',42.00
'530330300061010','2',16.00
'530330300061010','6',1.00
'530330300061010','7',36.00
'530330300062000','12',9.00
'530330300062000','13',101.00
'530330300062000','15',1.00
'530330300062000','16',131.00
'530330300062000','17',22.00
'530330300062001','12',3.00
'530330300062001','13',7.00
'530330300062001','16',9.00
'530330300062001','17',3.00
'530330300062002','12',1.00
'530330300062002','13',8.00
'530330300062002','16',6.00
'530330300062003','12',8.00
'530330300062003','13',4.00
'530330300062003','15',16.00
'530330300062003','16',1.00
'530330300062003','17',27.00
'530330300062003','6',1.00
'530330300062003','7',46.00
'530330300062004','11',1.00
'530330300062004','12',2.00
'530330300062004','13',5.00
'530330300062004','14',54.00
'530330300062004','15',3339.00
'530330300062004','16',12.00
'530330300062004','17',24.00
'530330300062004','18',5.00
'530330300062004','7',341.00
'530330300062005','13',1.00
'530330300062005','14',2.00
'530330300062005','15',301.00
'530330300062005','16',1.00
'530330300062005','18',1.00
'530330300062005','7',25.00
'530330300062006','13',1.00
'530330300062006','14',65.00
'530330300062006','15',1.00
'530330300062006','16',157.00
'530330300062006','17',7.00
'530330300062006','3',7.00
'530330300062006','7',45.00
'530330300062007','12',2.00
'530330300062007','13',22.00
'530330300062007','16',20.00
'530330300062007','17',10.00
'530330300062007','7',17.00
'530330300062007','8',4.00
'530330300062008','17',10.00
'530330300062009','17',3.00
'530330300062010','12',9.00
'530330300062010','13',2.00
'530330300062010','14',159.00
'530330300062010','16',6.00
'530330300062010','17',9.00
'530330300062010','7',32.00
'530330300062011','12',9.00
'530330300062011','13',4.00
'530330300062011','15',14.00
'530330300062011','16',1.00
'530330300062011','17',33.00
'530330300062011','2',1.00
'530330300062011','6',1.00
'530330300062011','7',25.00
'530330300062012','12',6.00
'530330300062012','14',136.00
'530330300062012','16',4.00
'530330300062012','17',7.00
'530330300062012','7',12.00
'530330300062013','12',36.00
'530330300062013','13',1.00
'530330300062013','14',34.00
'530330300062013','17',9.00
'530330300062013','7',14.00
'530330300062014','12',19.00
'530330300062014','13',3.00
'530330300062014','14',62.00
'530330300062014','16',2.00
'530330300062014','17',9.00
'530330300062014','3',10.00
'530330300062014','7',155.00
'530330300062014','8',1.00
'530330300062015','13',21.00
'530330300062015','14',22.00
'530330300062015','15',2.00
'530330300062015','7',3.00
'530330300062017','11',14.00
'530330300062017','14',171.00
'530330300062017','17',29.00
'530330300062017','7',14.00
'530330301001001','12',14.00
'530330301001001','17',1.00
'530330301001002','17',1.00
'530330301001008','13',3.00
'530330301001010','13',22.00
'530330301001010','15',2.00
'530330301001010','16',4.00
'530330301001010','17',1.00
'530330301001010','6',2.00
'530330301001012','13',1.00
'530330301002003','17',1.00
'530330301002003','6',2.00
'530330301002005','6',1.00
'530330301002007','2',6.00
'530330301002010','12',1.00
'530330301002010','17',1.00
'530330301002013','2',1.00
'530330301002013','6',2.00
'530330301003008','13',2.00
'530330301003008','17',2.00
'530330301003008','2',2.00
'530330301003009','13',3.00
'530330301003012','17',4.00
'530330301003014','2',1.00
'530330301004000','12',2.00
'530330301004005','6',3.00
'530330301004006','17',1.00
'530330301004006','7',3.00
'530330301004011','17',2.00
'530330301004011','2',1.00
'530330301004011','6',3.00
'530330301005001','17',1.00
'530330301005002','17',1.00
'530330301005007','13',5.00
'530330301005007','14',37.00
'530330301005007','16',5.00
'530330301005007','17',19.00
'530330301005007','7',20.00
'530330301006001','13',1.00
'530330301006001','16',1.00
'530330301006001','17',1.00
'530330301006001','2',6.00
'530330301006001','6',2.00
'530330301006001','7',5.00
'530330301006005','13',2.00
'530330301006005','2',5.00
'530330301007002','16',6.00
'530330301007002','17',1.00
'530330301007002','2',5.00
'530330301007003','15',3.00
'530330301007003','17',12.00
'530330301007006','16',1.00
'530330301007006','17',2.00
'530330301007007','13',3.00
'530330301007007','17',1.00
'530330302011000','16',42.00
'530330302011000','17',1.00
'530330302011001','16',1.00
'530330302011007','16',1.00
'530330302011013','6',3.00
'530330302011014','17',4.00
'530330302011015','17',1.00
'530330302011016','17',1.00
'530330302012000','9',2.00
'530330302012001','12',1.00
'530330302012001','13',19.00
'530330302012001','17',17.00
'530330302012001','9',43.00
'530330302013000','17',1.00
'530330302013004','17',2.00
'530330302013005','13',3.00
'530330302013019','17',1.00
'530330302013020','17',1.00
'530330302013027','13',1.00
'530330302013027','17',1.00
'530330302014000','16',4.00
'530330302014000','17',6.00
'530330302014000','2',1.00
'530330302014000','7',4.00
'530330302014002','17',1.00
'530330302014002','2',2.00
'530330302014002','7',1.00
'530330302014005','17',2.00
'530330302014005','2',1.00
'530330302014005','7',1.00
'530330302014007','13',18.00
'530330302014007','16',1.00
'530330302014008','2',1.00
'530330302014009','17',2.00
'530330302014012','13',3.00
'530330302014012','17',4.00
'530330302014012','2',1.00
'530330302014013','17',1.00
'530330302021000','11',14.00
'530330302021000','12',21.00
'530330302021000','13',6.00
'530330302021000','14',76.00
'530330302021000','16',7.00
'530330302021000','17',8.00
'530330302021000','2',2.00
'530330302021000','3',2.00
'530330302021000','6',5.00
'530330302021000','7',93.00
'530330302021001','11',52.00
'530330302021001','12',40.00
'530330302021001','13',24.00
'530330302021001','14',210.00
'530330302021001','16',11.00
'530330302021001','17',37.00
'530330302021001','2',6.00
'530330302021001','3',1.00
'530330302021001','6',16.00
'530330302021001','7',253.00
'530330302021004','17',1.00
'530330302021007','13',4.00
'530330302021007','17',1.00
'530330302021008','14',2.00
'530330302021008','17',1.00
'530330302021009','14',4.00
'530330302021009','15',1.00
'530330302021009','17',1.00
'530330302021011','2',1.00
'530330302022001','7',4.00
'530330302022006','17',1.00
'530330302022010','17',1.00
'530330302022011','16',41.00
'530330302022011','17',9.00
'530330302022012','12',3.00
'530330302022012','13',4.00
'530330302022012','17',12.00
'530330302022016','2',1.00
'530330302023000','14',14.00
'530330302023002','17',1.00
'530330302023003','13',11.00
'530330302023003','17',2.00
'530330302023005','13',2.00
'530330302023006','13',2.00
'530330302023007','13',2.00
'530330302023007','16',27.00
'530330302023007','17',1.00
'530330302023007','6',1.00
'530330302024000','16',5.00
'530330302024001','2',2.00
'530330302024002','17',1.00
'530330302024003','13',3.00
'530330302024003','16',41.00
'530330302024003','17',4.00
'530330302024004','13',7.00
'530330302024004','16',20.00
'530330302024004','17',2.00
'530330302024005','13',2.00
'530330302024005','16',22.00
'530330302024005','17',3.00
'530330302024013','12',1.00
'530330302024013','13',5.00
'530330302024013','16',6.00
'530330302024015','17',2.00
'530330302024016','13',14.00
'530330302024016','16',59.00
'530330302024016','17',1.00
'530330302024016','7',9.00
'530330302024017','12',1.00
'530330302024017','16',11.00
'530330302024018','13',1.00
'530330302024018','16',1.00
'530330302025000','17',10.00
'530330302025000','7',1.00
'530330302025000','8',2.00
'530330302025002','17',1.00
'530330302025002','6',3.00
'530330302025003','13',3.00
'530330302025003','16',195.00
'530330302025003','17',27.00
'530330302025003','2',5.00
'530330302025004','12',30.00
'530330302025004','13',23.00
'530330302025004','14',1.00
'530330302025004','15',3.00
'530330302025004','16',69.00
'530330302025004','17',53.00
'530330302025004','7',36.00
'530330303041005','2',3.00
'530330303041010','6',2.00
'530330303041011','13',34.00
'530330303041011','14',10.00
'530330303041011','16',9.00
'530330303041011','7',3.00
'530330303041014','17',1.00
'530330303041014','2',2.00
'530330303041014','3',2.00
'530330303041032','2',1.00
'530330303042003','12',12.00
'530330303042003','13',45.00
'530330303042003','14',132.00
'530330303042003','16',1.00
'530330303042003','3',3.00
'530330303042003','7',506.00
'530330303042004','11',13.00
'530330303042004','12',8.00
'530330303042004','14',183.00
'530330303042004','17',96.00
'530330303042004','18',1.00
'530330303042004','2',46.00
'530330303042004','3',1.00
'530330303042004','7',10.00
'530330303042004','8',5.00
'530330303042005','11',2.00
'530330303042005','12',4.00
'530330303042005','13',25.00
'530330303042005','14',50.00
'530330303042005','16',49.00
'530330303042005','17',1.00
'530330303042005','7',3.00
'530330303042009','17',19.00
'530330303042009','6',1.00
'530330303042009','7',75.00
'530330303042009','8',16.00
'530330303042010','13',34.00
'530330303042010','2',1.00
'530330303042010','7',4.00
'530330303042010','8',127.00
'530330303042011','17',4.00
'530330303042011','8',5.00
'530330303042013','13',3.00
'530330303042013','3',28.00
'530330303042013','6',7.00
'530330303042014','15',23.00
'530330303042014','17',5.00
'530330303042019','13',6.00
'530330303042019','17',10.00
'530330303042019','18',1.00
'530330303042019','2',10.00
'530330303042020','13',2.00
'530330303042022','12',5.00
'530330303042022','17',7.00
'530330303042022','2',3.00
'530330303042022','7',88.00
'530330303042041','2',7.00
'530330303051005','13',1.00
'530330303051005','17',2.00
'530330303051010','6',6.00
'530330303051012','16',4.00
'530330303051017','16',4.00
'530330303051017','17',2.00
'530330303051017','7',2.00
'530330303051022','16',2.00
'530330303052004','13',8.00
'530330303052004','16',3.00
'530330303052005','17',3.00
'530330303052005','9',2.00
'530330303052008','16',2.00
'530330303052008','2',1.00
'530330303052009','17',1.00
'530330303052010','16',2.00
'530330303052010','17',3.00
'530330303052010','2',1.00
'530330303052010','6',1.00
'530330303052014','17',6.00
'530330303052014','6',2.00
'530330303052014','9',4.00
'530330303052016','12',1.00
'530330303052016','13',3.00
'530330303052016','17',6.00
'530330303052016','9',10.00
'530330303053004','6',2.00
'530330303053005','12',1.00
'530330303053009','13',1.00
'530330303053009','16',1.00
'530330303053009','2',1.00
'530330303053009','6',5.00
'530330303053010','6',1.00
'530330303053014','12',1.00
'530330303053014','14',11.00
'530330303053014','7',5.00
'530330303053018','12',3.00
'530330303053018','8',7.00
'530330303053019','12',5.00
'530330303053019','6',2.00
'530330303053019','8',1.00
'530330303061002','17',2.00
'530330303061002','6',1.00
'530330303061003','12',2.00
'530330303061003','17',3.00
'530330303061003','2',5.00
'530330303061007','6',1.00
'530330303061011','16',2.00
'530330303061011','17',2.00
'530330303061013','17',2.00
'530330303061013','7',5.00
'530330303061018','14',3.00
'530330303061018','16',5.00
'530330303061018','17',13.00
'530330303061018','7',7.00
'530330303061020','14',4.00
'530330303061020','16',4.00
'530330303061020','17',1.00
'530330303061020','7',9.00
'530330303062014','13',2.00
'530330303062014','16',2.00
'530330303062014','17',2.00
'530330303062025','12',1.00
'530330303062025','6',3.00
'530330303063002','12',1.00
'530330303063004','16',2.00
'530330303063005','13',1.00
'530330303063005','16',1.00
'530330303063005','2',6.00
'530330303063007','17',5.00
'530330303063007','2',1.00
'530330303063009','17',1.00
'530330303063015','13',2.00
'530330303064000','13',1.00
'530330303064000','17',2.00
'530330303064005','17',2.00
'530330303064009','17',1.00
'530330303064012','17',1.00
'530330303064012','6',1.00
'530330303064013','17',2.00
'530330303081002','17',3.00
'530330303081002','2',9.00
'530330303081002','6',1.00
'530330303081003','17',1.00
'530330303081006','17',2.00
'530330303081007','12',20.00
'530330303081007','13',1.00
'530330303081007','14',10.00
'530330303081007','15',1.00
'530330303081007','16',2.00
'530330303081007','17',3.00
'530330303081007','18',14.00
'530330303081007','7',12.00
'530330303081008','17',1.00
'530330303082003','13',1.00
'530330303082003','17',3.00
'530330303082007','13',3.00
'530330303082007','17',1.00
'530330303082011','14',3.00
'530330303082013','12',1.00
'530330303082013','13',1.00
'530330303082013','2',1.00
'530330303082013','6',4.00
'530330303083000','11',2.00
'530330303083000','13',7.00
'530330303083000','17',3.00
'530330303083000','2',4.00
'530330303083000','6',2.00
'530330303083001','13',1.00
'530330303083002','13',3.00
'530330303083002','17',2.00
'530330303083003','12',38.00
'530330303083005','17',2.00
'530330303084000','12',104.00
'530330303084000','13',7.00
'530330303084000','14',36.00
'530330303084000','15',6.00
'530330303084000','16',4.00
'530330303084000','17',11.00
'530330303084000','18',80.00
'530330303084000','2',1.00
'530330303084000','6',3.00
'530330303084000','7',52.00
'530330303084001','13',29.00
'530330303084001','6',12.00
'530330303084001','7',2.00
'530330303084004','11',1.00
'530330303084004','12',91.00
'530330303084004','13',7.00
'530330303084004','14',28.00
'530330303084004','16',1.00
'530330303084004','17',13.00
'530330303084004','18',57.00
'530330303084004','2',2.00
'530330303084004','3',1.00
'530330303084004','6',2.00
'530330303084004','7',34.00
'530330303084005','12',1.00
'530330303091000','12',2.00
'530330303091000','16',12.00
'530330303091001','12',1.00
'530330303091001','16',2.00
'530330303091004','16',1.00
'530330303091005','12',1.00
'530330303091005','13',1.00
'530330303091005','14',10.00
'530330303091005','15',7.00
'530330303091005','16',10.00
'530330303091005','17',2.00
'530330303091005','7',4.00
'530330303091007','12',1.00
'530330303091007','13',1.00
'530330303091007','14',8.00
'530330303091007','15',5.00
'530330303091007','16',14.00
'530330303091007','17',3.00
'530330303091007','7',2.00
'530330303091009','12',4.00
'530330303091014','6',2.00
'530330303091016','14',5.00
'530330303091016','15',3.00
'530330303091016','16',4.00
'530330303091016','17',3.00
'530330303091017','14',2.00
'530330303091017','15',1.00
'530330303091017','16',4.00
'530330303091017','17',1.00
'530330303091017','7',3.00
'530330303091018','3',1.00
'530330303091019','17',1.00
'530330303092000','12',78.00
'530330303092000','13',38.00
'530330303092000','16',287.00
'530330303092000','17',93.00
'530330303092000','2',41.00
'530330303092000','8',5.00
'530330303092005','17',2.00
'530330303092006','17',3.00
'530330303092008','17',1.00
'530330303093000','16',1.00
'530330303093000','17',3.00
'530330303093000','3',1.00
'530330303093001','13',2.00
'530330303093001','17',1.00
'530330303093006','17',2.00
'530330303093006','7',5.00
'530330303093007','12',10.00
'530330303093007','13',55.00
'530330303093007','14',28.00
'530330303093007','15',4.00
'530330303093007','16',28.00
'530330303093007','17',9.00
'530330303093007','6',23.00
'530330303093007','7',318.00
'530330303093007','8',8.00
'530330303093008','12',1.00
'530330303093008','13',24.00
'530330303093008','14',17.00
'530330303093008','15',1.00
'530330303093008','16',8.00
'530330303093008','17',6.00
'530330303093008','6',15.00
'530330303093008','7',105.00
'530330303094000','15',6.00
'530330303094000','17',2.00
'530330303094000','2',6.00
'530330303094000','6',1.00
'530330303094004','12',11.00
'530330303094004','17',6.00
'530330303094004','2',3.00
'530330303094004','6',1.00
'530330303094005','15',2.00
'530330303101001','17',2.00
'530330303101005','17',1.00
'530330303101005','2',4.00
'530330303101010','2',11.00
'530330303101013','17',10.00
'530330303101015','17',3.00
'530330303102000','13',1.00
'530330303102000','15',20.00
'530330303102001','12',2.00
'530330303102001','13',1.00
'530330303102001','2',1.00
'530330303102002','13',4.00
'530330303102002','17',1.00
'530330303102002','6',1.00
'530330303102003','17',1.00
'530330303102005','16',3.00
'530330303103003','12',3.00
'530330303103003','13',2.00
'530330303103003','14',2.00
'530330303103003','17',2.00
'530330303103003','2',3.00
'530330303103003','7',12.00
'530330303103005','12',5.00
'530330303103005','13',3.00
'530330303103005','14',1.00
'530330303103005','17',8.00
'530330303103005','2',5.00
'530330303103005','6',2.00
'530330303103005','7',80.00
'530330303103010','6',1.00
'530330303103011','17',5.00
'530330303103014','12',2.00
'530330303103014','17',1.00
'530330303103014','2',1.00
'530330303103014','7',13.00
'530330303103016','12',3.00
'530330303103016','13',4.00
'530330303103016','14',1.00
'530330303103016','17',2.00
'530330303103016','2',4.00
'530330303103016','6',1.00
'530330303103016','7',27.00
'530330303103017','12',1.00
'530330303103017','14',1.00
'530330303103017','17',2.00
'530330303103017','7',5.00
'530330303103021','13',1.00
'530330303103021','17',3.00
'530330303103021','2',1.00
'530330303103021','7',8.00
'530330303103023','16',1.00
'530330303103023','17',2.00
'530330303103024','17',6.00
'530330303103026','13',1.00
'530330303103026','7',3.00
'530330303104000','13',1.00
'530330303104000','15',1.00
'530330303104000','16',95.00
'530330303104000','6',4.00
'530330303104000','7',1.00
'530330303104000','8',1.00
'530330303104002','16',3.00
'530330303104003','13',6.00
'530330303104003','17',3.00
'530330303104003','2',1.00
'530330303111004','17',2.00
'530330303111005','16',1.00
'530330303111005','17',2.00
'530330303111005','6',1.00
'530330303111005','8',1.00
'530330303111008','17',1.00
'530330303112001','17',1.00
'530330303112005','16',2.00
'530330303112005','8',3.00
'530330303112009','12',4.00
'530330303112009','13',2.00
'530330303112009','14',27.00
'530330303112009','15',1.00
'530330303112009','16',12.00
'530330303112009','17',6.00
'530330303112009','2',1.00
'530330303112009','7',4.00
'530330303112011','12',6.00
'530330303112011','13',1.00
'530330303112011','14',26.00
'530330303112011','15',2.00
'530330303112011','16',18.00
'530330303112011','17',10.00
'530330303112011','18',1.00
'530330303112011','2',1.00
'530330303112011','6',1.00
'530330303112011','7',7.00
'530330303112012','17',1.00
'530330303112013','12',4.00
'530330303112013','13',1.00
'530330303112013','14',22.00
'530330303112013','15',1.00
'530330303112013','16',13.00
'530330303112013','17',8.00
'530330303112013','7',7.00
'530330303112015','17',1.00
'530330303112017','17',1.00
'530330303113000','16',82.00
'530330303113000','17',2.00
'530330303113000','8',2.00
'530330303113001','12',2.00
'530330303113001','16',3.00
'530330303113004','16',2.00
'530330303113006','2',3.00
'530330303113007','16',3.00
'530330303113007','17',2.00
'530330303114004','17',1.00
'530330303114005','13',2.00
'530330303114005','16',2.00
'530330303114005','17',2.00
'530330303114005','2',2.00
'530330303114010','17',1.00
'530330303121000','14',16.00
'530330303121000','17',30.00
'530330303121000','7',10.00
'530330303121004','14',15.00
'530330303121004','15',1.00
'530330303121004','17',25.00
'530330303121004','2',1.00
'530330303121004','7',5.00
'530330303122000','12',7.00
'530330303122000','14',58.00
