census_2020_block_id,"census_2020_block_geoid",census_2020_block_group_id
106,"530330002022005",11
107,"530330002022006",11
108,"530330002022007",11
109,"530330002022008",11
110,"530330002022009",11
111,"530330002022010",11
112,"530330002022011",11
113,"530330002022012",11
114,"530330002022013",11
115,"530330002022014",11
116,"530330002023000",12
117,"530330002023001",12
118,"530330002023002",12
119,"530330002023003",12
120,"530330002023004",12
121,"530330002023005",12
122,"530330002023006",12
123,"530330002023007",12
124,"530330002023008",12
125,"530330002023009",12
126,"530330002023010",12
127,"530330002023011",12
128,"530330002023012",12
129,"530330002023013",12
130,"530330002023014",12
131,"530330002023015",12
132,"530330002023016",12
133,"530330002023017",12
134,"530330002023018",12
135,"530330002023019",12
136,"530330002023020",12
137,"530330002023021",12
138,"530330002023022",12
139,"530330002023023",12
140,"530330002023024",12
141,"530330002023025",12
142,"530330003001000",13
143,"530330003001001",13
144,"530330003001002",13
145,"530330003001003",13
146,"530330003001004",13
147,"530330003001005",13
148,"530330003001006",13
149,"530330003001007",13
150,"530330003001008",13
151,"530330003001009",13
152,"530330003001010",13
153,"530330003001011",13
154,"530330003001012",13
155,"530330003001013",13
156,"530330003001014",13
157,"530330003001015",13
158,"530330003001016",13
159,"530330003001017",13
160,"530330003001018",13
161,"530330003001019",13
162,"530330003001020",13
163,"530330003001021",13
164,"530330003001022",13
165,"530330003001023",13
166,"530330003001024",13
167,"530330003001025",13
168,"530330003001026",13
169,"530330003001027",13
170,"530330003001028",13
171,"530330003001029",13
172,"530330003001030",13
173,"530330003001031",13
174,"530330003001032",13
175,"530330003001033",13
176,"530330003001034",13
177,"530330003002000",14
178,"530330003002001",14
179,"530330003002002",14
180,"530330003002003",14
181,"530330003002004",14
182,"530330003002005",14
183,"530330003002006",14
184,"530330003002007",14
185,"530330003002008",14
186,"530330003002009",14
187,"530330003002010",14
188,"530330003002011",14
189,"530330003002012",14
190,"530330003002013",14
191,"530330003002014",14
192,"530330003002015",14
193,"530330003002016",14
194,"530330003002017",14
195,"530330003002018",14
196,"530330003002019",14
197,"530330003002020",14
198,"530330003002021",14
199,"530330003002022",14
200,"530330003002023",14
201,"530330003002024",14
202,"530330003002025",14
203,"530330003002026",14
204,"530330003002027",14
205,"530330003002028",14
206,"530330003002029",14
207,"530330003002030",14
208,"530330004021000",15
209,"530330004021001",15
210,"530330004021002",15
211,"530330004021003",15
212,"530330004021004",15
213,"530330004021005",15
214,"530330004021006",15
215,"530330004021007",15
216,"530330004021008",15
217,"530330004021009",15
218,"530330004021010",15
219,"530330004021011",15
220,"530330004021012",15
221,"530330004021013",15
222,"530330004021014",15
223,"530330004022000",16
224,"530330004022001",16
225,"530330004022002",16
226,"530330004022003",16
227,"530330004022004",16
228,"530330004022005",16
229,"530330004022006",16
230,"530330004022007",16
231,"530330004022008",16
232,"530330004022009",16
233,"530330004022010",16
234,"530330004022011",16
235,"530330004022012",16
236,"530330004022013",16
237,"530330004022014",16
238,"530330004022015",16
239,"530330004022016",16
240,"530330004022017",16
241,"530330004022018",16
242,"530330004022019",16
243,"530330004022020",16
244,"530330004023000",17
245,"530330004023001",17
246,"530330004023002",17
247,"530330004023003",17
248,"530330004023004",17
249,"530330004023005",17
250,"530330004023006",17
251,"530330004023007",17
252,"530330004023008",17
253,"530330004023009",17
254,"530330004023010",17
255,"530330004023011",17
256,"530330004023012",17
257,"530330004023013",17
258,"530330004023014",17
259,"530330004023015",17
260,"530330004023016",17
261,"530330004024000",18
262,"530330004024001",18
263,"530330004024002",18
264,"530330004024003",18
265,"530330004024004",18
266,"530330004024005",18
267,"530330004024006",18
268,"530330004024007",18
269,"530330004024008",18
270,"530330004024009",18
271,"530330004024010",18
272,"530330004024011",18
273,"530330004024012",18
274,"530330004024013",18
275,"530330004031000",19
276,"530330004031001",19
277,"530330004031002",19
278,"530330004031003",19
279,"530330004031004",19
280,"530330004031005",19
281,"530330004031006",19
282,"530330004031007",19
283,"530330004031008",19
284,"530330004031009",19
285,"530330004031010",19
286,"530330004031011",19
287,"530330004031012",19
288,"530330004031013",19
289,"530330004031014",19
290,"530330004031015",19
291,"530330004031016",19
292,"530330004031017",19
293,"530330004031018",19
294,"530330004032000",20
295,"530330004032001",20
296,"530330004032002",20
297,"530330004032003",20
298,"530330004041000",21
299,"530330004041001",21
300,"530330004041002",21
301,"530330004041003",21
302,"530330004041004",21
303,"530330004041005",21
304,"530330004042000",22
305,"530330004042001",22
306,"530330004042002",22
307,"530330004043000",23
308,"530330004043001",23
309,"530330004043002",23
310,"530330005001000",24
311,"530330005001001",24
312,"530330005001002",24
313,"530330005001003",24
314,"530330005001004",24
315,"530330005001005",24
316,"530330005001006",24
317,"530330005001007",24
318,"530330005001008",24
319,"530330005001009",24
320,"530330005001010",24
321,"530330005001011",24
322,"530330005001012",24
323,"530330005001013",24
324,"530330005001014",24
325,"530330005001015",24
326,"530330005001016",24
327,"530330005001017",24
328,"530330005001018",24
329,"530330005001019",24
330,"530330005001020",24
331,"530330005001021",24
332,"530330005001022",24
333,"530330005001023",24
334,"530330005001024",24
335,"530330005001025",24
336,"530330005001026",24
337,"530330005002000",25
338,"530330005002001",25
339,"530330005002002",25
340,"530330005002003",25
341,"530330005002004",25
342,"530330005002005",25
343,"530330005002006",25
344,"530330005002007",25
345,"530330005002008",25
346,"530330005002009",25
347,"530330005002010",25
348,"530330005002011",25
349,"530330005002012",25
350,"530330005002013",25
351,"530330005002014",25
352,"530330005002015",25
353,"530330005002016",25
354,"530330005002017",25
355,"530330005002018",25
356,"530330005002019",25
357,"530330005002020",25
358,"530330005002021",25
359,"530330005002022",25
360,"530330005002023",25
361,"530330005002024",25
362,"530330005002025",25
363,"530330005002026",25
364,"530330005002027",25
365,"530330005002028",25
366,"530330005002029",25
367,"530330005002030",25
368,"530330006011000",26
369,"530330006011001",26
370,"530330006011002",26
371,"530330006011003",26
372,"530330006011004",26
373,"530330006011005",26
374,"530330006011006",26
375,"530330006012000",27
376,"530330006012001",27
377,"530330006012002",27
378,"530330006012003",27
379,"530330006012004",27
380,"530330006012005",27
381,"530330006012006",27
382,"530330006012007",27
383,"530330006012008",27
384,"530330006012009",27
385,"530330006012010",27
386,"530330006012011",27
387,"530330006012012",27
388,"530330006012013",27
389,"530330006012014",27
390,"530330006012015",27
391,"530330006012016",27
392,"530330006012017",27
393,"530330006013000",28
394,"530330006013001",28
395,"530330006013002",28
396,"530330006013003",28
397,"530330006013004",28
398,"530330006013005",28
399,"530330006013006",28
400,"530330006013007",28
401,"530330006013008",28
402,"530330006013009",28
403,"530330006013010",28
404,"530330006013011",28
405,"530330006013012",28
406,"530330006021000",29
407,"530330006021001",29
408,"530330006021002",29
409,"530330006021003",29
410,"530330006021004",29
411,"530330006021005",29
412,"530330006021006",29
413,"530330006021007",29
414,"530330006021008",29
415,"530330006021009",29
416,"530330006021010",29
417,"530330006021011",29
418,"530330006021012",29
419,"530330006021013",29
420,"530330006021014",29
421,"530330006021015",29
422,"530330006021016",29
423,"530330006021017",29
424,"530330006022000",30
425,"530330006022001",30
426,"530330006022002",30
427,"530330006022003",30
428,"530330006022004",30
429,"530330006022005",30
430,"530330006022006",30
431,"530330006022007",30
432,"530330006022008",30
433,"530330006022009",30
434,"530330006022010",30
435,"530330006022011",30
436,"530330006023000",31
437,"530330006023001",31
438,"530330006023002",31
439,"530330006023003",31
440,"530330006023004",31
441,"530330006023005",31
442,"530330007001000",32
443,"530330007001001",32
444,"530330007001002",32
445,"530330007001003",32
446,"530330007001004",32
447,"530330007001005",32
448,"530330007001006",32
449,"530330007001007",32
450,"530330007001008",32
451,"530330007001009",32
452,"530330007001010",32
453,"530330007001011",32
454,"530330007001012",32
455,"530330007001013",32
456,"530330007001014",32
457,"530330007001015",32
458,"530330007001016",32
459,"530330007002000",33
460,"530330007002001",33
461,"530330007002002",33
462,"530330007002003",33
463,"530330007002004",33
464,"530330007002005",33
465,"530330007002006",33
466,"530330007002007",33
467,"530330007002008",33
468,"530330007002009",33
469,"530330007002010",33
470,"530330007002011",33
471,"530330007002012",33
472,"530330007002013",33
473,"530330007002014",33
474,"530330007002015",33
475,"530330007002016",33
476,"530330007002017",33
477,"530330007002018",33
478,"530330007002019",33
479,"530330007002020",33
480,"530330007002021",33
481,"530330007002022",33
482,"530330007003000",34
483,"530330007003001",34
484,"530330007003002",34
485,"530330007003003",34
486,"530330007003004",34
487,"530330007003005",34
488,"530330007003006",34
489,"530330007003007",34
490,"530330007003008",34
491,"530330007003009",34
492,"530330007004000",35
493,"530330007004001",35
494,"530330007004002",35
495,"530330007004003",35
496,"530330007004004",35
497,"530330007004005",35
498,"530330007004006",35
499,"530330007004007",35
500,"530330008001000",36
501,"530330008001001",36
502,"530330008001002",36
503,"530330008001003",36
504,"530330008001004",36
505,"530330008001005",36
506,"530330008001006",36
507,"530330008001007",36
508,"530330008001008",36
509,"530330008001009",36
510,"530330008001010",36
511,"530330008001011",36
512,"530330008001012",36
513,"530330008001013",36
514,"530330008001014",36
515,"530330008001015",36
516,"530330008001016",36
517,"530330008001017",36
518,"530330008001018",36
519,"530330008002000",37
520,"530330008002001",37
521,"530330008002002",37
522,"530330008002003",37
523,"530330008002004",37
524,"530330008002005",37
525,"530330008002006",37
526,"530330008002007",37
527,"530330008002008",37
528,"530330008002009",37
529,"530330008002010",37
530,"530330008002011",37
531,"530330008002012",37
532,"530330008002013",37
533,"530330008002014",37
534,"530330008002015",37
535,"530330008002016",37
536,"530330008002017",37
537,"530330009001000",38
538,"530330009001001",38
539,"530330009001002",38
540,"530330009001003",38
541,"530330009001004",38
542,"530330009001005",38
543,"530330009001006",38
544,"530330009001007",38
545,"530330009001008",38
546,"530330009001009",38
547,"530330009001010",38
548,"530330009001011",38
549,"530330009001012",38
550,"530330009001013",38
551,"530330009001014",38
552,"530330009001015",38
553,"530330009001016",38
554,"530330009001017",38
555,"530330009001018",38
556,"530330009002000",39
557,"530330009002001",39
558,"530330009002002",39
559,"530330009002003",39
560,"530330009002004",39
561,"530330009002005",39
562,"530330009002006",39
563,"530330009002007",39
564,"530330009002008",39
565,"530330009002009",39
566,"530330009002010",39
567,"530330009002011",39
568,"530330009002012",39
569,"530330009002013",39
570,"530330009002014",39
571,"530330009002015",39
572,"530330009002016",39
573,"530330009002017",39
574,"530330009002018",39
575,"530330009002019",39
576,"530330009002020",39
577,"530330009002021",39
578,"530330009002022",39
579,"530330009002023",39
580,"530330009002024",39
581,"530330009002025",39
582,"530330009002026",39
583,"530330009002027",39
584,"530330009002028",39
585,"530330009002029",39
586,"530330010001000",40
587,"530330010001001",40
588,"530330010001002",40
589,"530330010001003",40
590,"530330010001004",40
591,"530330010001005",40
592,"530330010001006",40
593,"530330010001007",40
594,"530330010001008",40
595,"530330010001009",40
596,"530330010001010",40
597,"530330010002000",41
598,"530330010002001",41
599,"530330010002002",41
600,"530330010002003",41
601,"530330010002004",41
602,"530330010002005",41
603,"530330010002006",41
604,"530330010002007",41
605,"530330010002008",41
606,"530330011001000",42
607,"530330011001001",42
608,"530330011001002",42
609,"530330011001003",42
610,"530330011001004",42
611,"530330011001005",42
612,"530330011001006",42
613,"530330011001007",42
614,"530330011001008",42
615,"530330011001009",42
616,"530330011001010",42
617,"530330011001011",42
618,"530330011001012",42
619,"530330011001013",42
620,"530330011001014",42
621,"530330011001015",42
622,"530330011001016",42
623,"530330011001017",42
624,"530330011001018",42
625,"530330011001019",42
626,"530330011001020",42
627,"530330011001021",42
628,"530330011001022",42
629,"530330011002000",43
630,"530330011002001",43
631,"530330011002002",43
632,"530330011002003",43
633,"530330011002004",43
634,"530330011002005",43
635,"530330011002006",43
636,"530330011002007",43
637,"530330011002008",43
638,"530330011002009",43
639,"530330011002010",43
640,"530330011002011",43
641,"530330011002012",43
642,"530330011002013",43
643,"530330011002014",43
644,"530330011002015",43
645,"530330011002016",43
646,"530330012011000",44
647,"530330012011001",44
648,"530330012011002",44
649,"530330012011003",44
650,"530330012011004",44
651,"530330012012000",45
652,"530330012012001",45
653,"530330012012002",45
654,"530330012012003",45
655,"530330012012004",45
656,"530330012013000",46
657,"530330012013001",46
658,"530330012013002",46
659,"530330012013003",46
660,"530330012013004",46
661,"530330012013005",46
662,"530330012013006",46
663,"530330012013007",46
664,"530330012021000",47
665,"530330012021001",47
666,"530330012021002",47
667,"530330012021003",47
668,"530330012021004",47
669,"530330012021005",47
670,"530330012021006",47
671,"530330012021007",47
672,"530330012021008",47
673,"530330012021009",47
674,"530330012021010",47
675,"530330012021011",47
676,"530330012021012",47
677,"530330012021013",47
678,"530330012021014",47
679,"530330012021015",47
680,"530330012021016",47
681,"530330012022000",48
682,"530330012022001",48
683,"530330012022002",48
684,"530330012022003",48
685,"530330012022004",48
686,"530330012022005",48
687,"530330012022006",48
688,"530330012022007",48
689,"530330012022008",48
690,"530330012023000",49
691,"530330012023001",49
692,"530330012023002",49
693,"530330012023003",49
694,"530330013001000",50
695,"530330013001001",50
696,"530330013001002",50
697,"530330013001003",50
698,"530330013001004",50
699,"530330013001005",50
700,"530330013001006",50
701,"530330013001007",50
702,"530330013001008",50
703,"530330013001009",50
704,"530330013001010",50
705,"530330013001011",50
706,"530330013001012",50
707,"530330013001013",50
708,"530330013001014",50
709,"530330013001015",50
710,"530330013001016",50
711,"530330013001017",50
712,"530330013001018",50
713,"530330013001019",50
714,"530330013001020",50
715,"530330013001021",50
716,"530330013001022",50
717,"530330013001023",50
718,"530330013001024",50
719,"530330013002000",51
720,"530330013002001",51
721,"530330013002002",51
722,"530330013002003",51
723,"530330013002004",51
724,"530330013002005",51
725,"530330013002006",51
726,"530330013002007",51
727,"530330013002008",51
728,"530330013002009",51
729,"530330013002010",51
730,"530330013002011",51
731,"530330013002012",51
732,"530330013002013",51
733,"530330013002014",51
734,"530330013003000",52
735,"530330013003001",52
736,"530330013003002",52
737,"530330013003003",52
738,"530330013003004",52
739,"530330013003005",52
740,"530330013003006",52
741,"530330013003007",52
742,"530330013003008",52
743,"530330013003009",52
744,"530330013003010",52
745,"530330013003011",52
746,"530330013003012",52
747,"530330013003013",52
748,"530330013003014",52
749,"530330013003015",52
750,"530330013003016",52
751,"530330013003017",52
752,"530330013003018",52
753,"530330013003019",52
754,"530330013003020",52
755,"530330013003021",52
756,"530330013003022",52
757,"530330013003023",52
758,"530330014001000",53
759,"530330014001001",53
760,"530330014001002",53
761,"530330014001003",53
762,"530330014001004",53
763,"530330014001005",53
764,"530330014001006",53
765,"530330014001007",53
766,"530330014001008",53
767,"530330014001009",53
768,"530330014001010",53
769,"530330014001011",53
770,"530330014001012",53
771,"530330014001013",53
772,"530330014001014",53
773,"530330014001015",53
774,"530330014001016",53
775,"530330014001017",53
776,"530330014001018",53
777,"530330014002000",54
778,"530330014002001",54
779,"530330014002002",54
780,"530330014002003",54
781,"530330014002004",54
782,"530330014002005",54
783,"530330014002006",54
784,"530330014002007",54
785,"530330014002008",54
786,"530330014002009",54
787,"530330014002010",54
788,"530330014002011",54
789,"530330014002012",54
790,"530330014002013",54
791,"530330014002014",54
792,"530330014002015",54
793,"530330014002016",54
794,"530330014002017",54
795,"530330014002018",54
796,"530330014002019",54
797,"530330014002020",54
798,"530330014003000",55
799,"530330014003001",55
800,"530330014003002",55
801,"530330014003003",55
802,"530330014003004",55
803,"530330014003005",55
804,"530330014003006",55
805,"530330014003007",55
806,"530330014003008",55
807,"530330014003009",55
808,"530330014003010",55
809,"530330014003011",55
810,"530330014003012",55
811,"530330014003013",55
812,"530330014004000",56
813,"530330014004001",56
814,"530330014004002",56
815,"530330014004003",56
816,"530330014004004",56
817,"530330014004005",56
818,"530330014004006",56
819,"530330014004007",56
820,"530330014004008",56
821,"530330014004009",56
822,"530330014004010",56
823,"530330014004011",56
824,"530330014004012",56
825,"530330014004013",56
826,"530330014004014",56
827,"530330014004015",56
828,"530330014004016",56
829,"530330014004017",56
830,"530330014004018",56
831,"530330014004019",56
832,"530330014004020",56
833,"530330014004021",56
834,"530330015001000",57
835,"530330015001001",57
836,"530330015001002",57
837,"530330015001003",57
838,"530330015001004",57
839,"530330015001005",57
840,"530330015001006",57
841,"530330015001007",57
842,"530330015001008",57
843,"530330015001009",57
844,"530330015001010",57
845,"530330015001011",57
846,"530330015001012",57
847,"530330015001013",57
848,"530330015001014",57
849,"530330015001015",57
850,"530330015001016",57
851,"530330015001017",57
852,"530330015002000",58
853,"530330015002001",58
854,"530330015002002",58
855,"530330015002003",58
856,"530330015002004",58
857,"530330015002005",58
858,"530330015002006",58
859,"530330015002007",58
860,"530330015002008",58
861,"530330015002009",58
862,"530330015002010",58
863,"530330015002011",58
864,"530330015002012",58
865,"530330015002013",58
866,"530330015002014",58
867,"530330015002015",58
868,"530330015002016",58
869,"530330016001000",59
870,"530330016001001",59
871,"530330016001002",59
872,"530330016001003",59
873,"530330016001004",59
874,"530330016001005",59
875,"530330016001006",59
876,"530330016001007",59
877,"530330016001008",59
878,"530330016001009",59
879,"530330016001010",59
880,"530330016001011",59
881,"530330016001012",59
882,"530330016001013",59
883,"530330016001014",59
884,"530330016001015",59
885,"530330016001016",59
886,"530330016001017",59
887,"530330016002000",60
888,"530330016002001",60
889,"530330016002002",60
890,"530330016002003",60
891,"530330016002004",60
892,"530330016002005",60
893,"530330016002006",60
894,"530330016002007",60
895,"530330016002008",60
896,"530330016002009",60
897,"530330016002010",60
898,"530330016002011",60
899,"530330016002012",60
900,"530330016002013",60
901,"530330016002014",60
902,"530330016002015",60
903,"530330016002016",60
904,"530330016002017",60
905,"530330016002018",60
906,"530330016002019",60
907,"530330016002020",60
908,"530330016002021",60
909,"530330016002022",60
910,"530330016002023",60
911,"530330016003000",61
912,"530330016003001",61
913,"530330016003002",61
914,"530330016003003",61
915,"530330016003004",61
916,"530330016003005",61
917,"530330016003006",61
918,"530330016003007",61
919,"530330016003008",61
920,"530330016003009",61
921,"530330016003010",61
922,"530330016003011",61
923,"530330016003012",61
924,"530330016003013",61
925,"530330016003014",61
926,"530330016003015",61
927,"530330016003016",61
928,"530330016003017",61
929,"530330017011000",62
930,"530330017011001",62
931,"530330017011002",62
932,"530330017011003",62
933,"530330017011004",62
934,"530330017011005",62
935,"530330017011006",62
936,"530330017011007",62
937,"530330017011008",62
938,"530330017011009",62
939,"530330017011010",62
940,"530330017011011",62
941,"530330017011012",62
942,"530330017011013",62
943,"530330017011014",62
944,"530330017011015",62
945,"530330017011016",62
946,"530330017011017",62
947,"530330017012000",63
948,"530330017012001",63
949,"530330017012002",63
950,"530330017012003",63
951,"530330017012004",63
952,"530330017012005",63
953,"530330017012006",63
954,"530330017012007",63
955,"530330017012008",63
956,"530330017012009",63
957,"530330017012010",63
958,"530330017012011",63
959,"530330017012012",63
960,"530330017012013",63
961,"530330017012014",63
962,"530330017012015",63
963,"530330017012016",63
964,"530330017013000",64
965,"530330017013001",64
966,"530330017013002",64
967,"530330017013003",64
968,"530330017013004",64
969,"530330017013005",64
970,"530330017013006",64
971,"530330017013007",64
972,"530330017013008",64
973,"530330017013009",64
974,"530330017013010",64
975,"530330017013011",64
976,"530330017013012",64
977,"530330017013013",64
978,"530330017013014",64
979,"530330017013015",64
980,"530330017013016",64
981,"530330017013017",64
982,"530330017013018",64
983,"530330017013019",64
984,"530330017013020",64
985,"530330017021000",65
986,"530330017021001",65
987,"530330017021002",65
988,"530330017021003",65
989,"530330017021004",65
990,"530330017021005",65
991,"530330017021006",65
992,"530330017021007",65
993,"530330017021008",65
994,"530330017021009",65
995,"530330017021010",65
996,"530330017021011",65
997,"530330017021012",65
998,"530330017021013",65
999,"530330017022000",66
1000,"530330017022001",66
1001,"530330017022002",66
1002,"530330017022003",66
1003,"530330017022004",66
1004,"530330017022005",66
1005,"530330017022006",66
1006,"530330017022007",66
1007,"530330017022008",66
1008,"530330017022009",66
1009,"530330017022010",66
1010,"530330017022011",66
1011,"530330017022012",66
1012,"530330017022013",66
1013,"530330017022014",66
1014,"530330017022015",66
1015,"530330017022016",66
1016,"530330017023000",67
1017,"530330017023001",67
1018,"530330017023002",67
1019,"530330017023003",67
1020,"530330017023004",67
1021,"530330017023005",67
1022,"530330017023006",67
1023,"530330017023007",67
1024,"530330017023008",67
1025,"530330017023009",67
1026,"530330017023010",67
1027,"530330017023011",67
1028,"530330017023012",67
1029,"530330017023013",67
1030,"530330017024000",68
1031,"530330017024001",68
1032,"530330017024002",68
1033,"530330017024003",68
1034,"530330017024004",68
1035,"530330017024005",68
1036,"530330017024006",68
1037,"530330017024007",68
1038,"530330017024008",68
1039,"530330017024009",68
1040,"530330017024010",68
1041,"530330017024011",68
1042,"530330017024012",68
1043,"530330017024013",68
1044,"530330017024014",68
1045,"530330017024015",68
1046,"530330017024016",68
1047,"530330017024017",68
1048,"530330017024018",68
1049,"530330017024019",68
1050,"530330017024020",68
1051,"530330017024021",68
1052,"530330017024022",68
1053,"530330017024023",68
1054,"530330017024024",68
1055,"530330018001000",69
1056,"530330018001001",69
1057,"530330018001002",69
1058,"530330018001003",69
1059,"530330018001004",69
1060,"530330018001005",69
1061,"530330018001006",69
1062,"530330018001007",69
1063,"530330018001008",69
1064,"530330018001009",69
1065,"530330018001010",69
1066,"530330018001011",69
1067,"530330018001012",69
1068,"530330018001013",69
1069,"530330018001014",69
1070,"530330018001015",69
1071,"530330018001016",69
1072,"530330018001017",69
1073,"530330018001018",69
1074,"530330018002000",70
1075,"530330018002001",70
1076,"530330018002002",70
1077,"530330018002003",70
1078,"530330018002004",70
1079,"530330018002005",70
1080,"530330018002006",70
1081,"530330018002007",70
1082,"530330018002008",70
1083,"530330018002009",70
1084,"530330018002010",70
1085,"530330018002011",70
1086,"530330018002012",70
1087,"530330018002013",70
1088,"530330018002014",70
1089,"530330018002015",70
1090,"530330018002016",70
1091,"530330018003000",71
1092,"530330018003001",71
1093,"530330018003002",71
1094,"530330018003003",71
1095,"530330018003004",71
1096,"530330018003005",71
1097,"530330018003006",71
1098,"530330018003007",71
1099,"530330018003008",71
1100,"530330018003009",71
1101,"530330018003010",71
1102,"530330018003011",71
1103,"530330018003012",71
1104,"530330018003013",71
1105,"530330018003014",71
1106,"530330018003015",71
1107,"530330019001000",72
1108,"530330019001001",72
1109,"530330019001002",72
1110,"530330019001003",72
1111,"530330019001004",72
1112,"530330019001005",72
1113,"530330019001006",72
1114,"530330019001007",72
1115,"530330019001008",72
1116,"530330019001009",72
1117,"530330019001010",72
1118,"530330019001011",72
1119,"530330019001012",72
1120,"530330019001013",72
1121,"530330019001014",72
1122,"530330019001015",72
1123,"530330019001016",72
1124,"530330019001017",72
1125,"530330019001018",72
1126,"530330019001019",72
1127,"530330019002000",73
1128,"530330019002001",73
1129,"530330019002002",73
1130,"530330019002003",73
1131,"530330019002004",73
1132,"530330019002005",73
1133,"530330019002006",73
1134,"530330019002007",73
1135,"530330019002008",73
1136,"530330019002009",73
1137,"530330019002010",73
1138,"530330019002011",73
1139,"530330019002012",73
1140,"530330019002013",73
1141,"530330019002014",73
1142,"530330019002015",73
1143,"530330019002016",73
1144,"530330019002017",73
1145,"530330019002018",73
1146,"530330019003000",74
1147,"530330019003001",74
1148,"530330019004000",75
1149,"530330019004001",75
1150,"530330019004002",75
1151,"530330019004003",75
1152,"530330019004004",75
1153,"530330019004005",75
1154,"530330019004006",75
1155,"530330019004007",75
1156,"530330019004008",75
1157,"530330019004009",75
1158,"530330019004010",75
1159,"530330019004011",75
1160,"530330019004012",75
1161,"530330019004013",75
1162,"530330019004014",75
1163,"530330019004015",75
1164,"530330019004016",75
1165,"530330020001000",76
1166,"530330020001001",76
1167,"530330020001002",76
1168,"530330020001003",76
1169,"530330020001004",76
1170,"530330020001005",76
1171,"530330020001006",76
1172,"530330020001007",76
1173,"530330020001008",76
1174,"530330020001009",76
1175,"530330020001010",76
1176,"530330020001011",76
1177,"530330020001012",76
1178,"530330020001013",76
1179,"530330020001014",76
1180,"530330020001015",76
1181,"530330020001016",76
1182,"530330020001017",76
1183,"530330020001018",76
1184,"530330020001019",76
1185,"530330020002000",77
1186,"530330020002001",77
1187,"530330020002002",77
1188,"530330020002003",77
1189,"530330020002004",77
1190,"530330020002005",77
1191,"530330020002006",77
1192,"530330020002007",77
1193,"530330020002008",77
1194,"530330020002009",77
1195,"530330020002010",77
1196,"530330020002011",77
1197,"530330020002012",77
1198,"530330020002013",77
1199,"530330020002014",77
1200,"530330020002015",77
1201,"530330020002016",77
1202,"530330020002017",77
1203,"530330020002018",77
1204,"530330020002019",77
1205,"530330020002020",77
1206,"530330020003000",78
1207,"530330020003001",78
1208,"530330020003002",78
1209,"530330020003003",78
1210,"530330020003004",78
1211,"530330020003005",78
1212,"530330020003006",78
1213,"530330020003007",78
1214,"530330020003008",78
1215,"530330020003009",78
1216,"530330020003010",78
1217,"530330020003011",78
1218,"530330020003012",78
1219,"530330020003013",78
1220,"530330021001000",79
1221,"530330021001001",79
1222,"530330021001002",79
1223,"530330021001003",79
1224,"530330021001004",79
1225,"530330021001005",79
1226,"530330021001006",79
1227,"530330021001007",79
1228,"530330021001008",79
1229,"530330021001009",79
1230,"530330021001010",79
1231,"530330021001011",79
1232,"530330021001012",79
1233,"530330021001013",79
1234,"530330021001014",79
1235,"530330021001015",79
1236,"530330021001016",79
1237,"530330021001017",79
1238,"530330021001018",79
1239,"530330021001019",79
1240,"530330021001020",79
1241,"530330021002000",80
1242,"530330021002001",80
1243,"530330021002002",80
1244,"530330021002003",80
