blockgroup_geoid,industry_id,number_of_jobs
5.30531E+11,12,11
5.30531E+11,12,135
5.30531E+11,13,70
5.30531E+11,13,69
5.30531E+11,13,78
5.30531E+11,13,65
5.30531E+11,12,21
5.30531E+11,13,137
5.30531E+11,12,77
5.30531E+11,13,109
5.30531E+11,13,192
5.30531E+11,13,208
5.30531E+11,12,25
5.30531E+11,13,81
5.30531E+11,12,127
5.30531E+11,12,20
5.30531E+11,13,93
5.30531E+11,13,84
5.30531E+11,12,14
5.30531E+11,13,80
5.30531E+11,12,280
5.30531E+11,13,155
5.30531E+11,13,403
5.30531E+11,13,75
5.30531E+11,13,49
5.30531E+11,13,403
5.30531E+11,12,22
5.30531E+11,13,116
5.30531E+11,12,21
5.30531E+11,12,71
5.30531E+11,12,66
5.30531E+11,13,84
5.30531E+11,13,275
5.30531E+11,13,71
5.30531E+11,13,69
5.30531E+11,12,34
5.30531E+11,12,18
5.30531E+11,13,73
5.30531E+11,12,3
5.30531E+11,13,137
5.30531E+11,13,171
5.30531E+11,13,55
5.30531E+11,12,78
5.30531E+11,13,69
5.30531E+11,13,82
5.30531E+11,13,92
5.30531E+11,12,120
5.30531E+11,12,81
5.30531E+11,13,45
5.30531E+11,12,64
5.30531E+11,12,1114
5.30531E+11,13,582
5.30531E+11,12,8
5.30531E+11,13,58
5.30531E+11,12,192
5.30531E+11,13,293
5.30531E+11,13,65
5.30531E+11,12,6
5.30531E+11,12,36
5.30531E+11,12,22
5.30531E+11,13,49
5.30531E+11,12,2732
5.30531E+11,13,35
5.30531E+11,12,17
5.30531E+11,13,47
5.30531E+11,13,152
5.30531E+11,13,47
5.30531E+11,12,1
5.30531E+11,13,61
5.30531E+11,12,11
5.30531E+11,13,726
5.30531E+11,12,18
5.30531E+11,13,116
5.30531E+11,12,40
5.30531E+11,13,57
5.30531E+11,12,23
5.30531E+11,13,42
5.30531E+11,13,119
5.30531E+11,12,51
5.30531E+11,13,56
5.30531E+11,13,160
5.30531E+11,13,63
5.30531E+11,13,51
5.30531E+11,12,34
5.30531E+11,12,5
5.30531E+11,12,12
5.30531E+11,13,44
5.30531E+11,13,84
5.30531E+11,12,14
5.30531E+11,13,95
5.30531E+11,13,84
5.30531E+11,13,338
5.30531E+11,12,186
5.30531E+11,12,61
5.30531E+11,12,95
5.30531E+11,13,83
5.30531E+11,13,83
5.30531E+11,13,73
5.30531E+11,12,175
5.30531E+11,13,118
5.30531E+11,12,2
5.30531E+11,12,4
5.30531E+11,13,54
5.30531E+11,13,70
5.30531E+11,13,148
5.30531E+11,12,66
5.30531E+11,12,16
5.30531E+11,12,2
5.30531E+11,12,23
5.30531E+11,12,3
5.30531E+11,12,3
5.30531E+11,12,8
5.30531E+11,13,46
5.30531E+11,12,13
5.30531E+11,12,533
5.30531E+11,13,15
5.30531E+11,12,68
5.30531E+11,13,321
5.30531E+11,12,9
5.30531E+11,13,74
5.30531E+11,12,171
5.30531E+11,12,28
5.30531E+11,13,387
5.30531E+11,12,18
5.30531E+11,13,67
5.30531E+11,13,61
5.30531E+11,12,3
5.30531E+11,12,16
5.30531E+11,13,66
5.30531E+11,12,27
5.30531E+11,12,4
5.30531E+11,12,12
5.30531E+11,13,47
5.30531E+11,13,9
5.30531E+11,12,3
5.30531E+11,12,333
5.30531E+11,12,58
5.30531E+11,12,16
5.30531E+11,13,79
5.30531E+11,12,15
5.30531E+11,13,81
5.30531E+11,12,1137
5.30531E+11,13,61
5.30531E+11,12,1591
5.30531E+11,13,91
5.30531E+11,12,2924
5.30531E+11,13,105
5.30531E+11,13,107
5.30531E+11,13,72
5.30531E+11,12,3726
5.30531E+11,12,99
5.30531E+11,12,7
5.30531E+11,12,3
5.30531E+11,12,26
5.30531E+11,13,49
5.30531E+11,12,5
5.30531E+11,12,1
5.30531E+11,13,56
5.30531E+11,12,20
5.30531E+11,13,110
5.30531E+11,13,77
5.30531E+11,13,94
5.30531E+11,12,22
5.30531E+11,12,44
5.30531E+11,13,79
5.30531E+11,12,39
5.30531E+11,13,164
5.30531E+11,12,27
5.30531E+11,13,56
5.30531E+11,12,1
5.30531E+11,12,11
5.30531E+11,13,207
5.30531E+11,12,22
5.30531E+11,13,177
5.30531E+11,12,3
5.30531E+11,12,155
5.30531E+11,13,16
5.30531E+11,13,102
5.30531E+11,13,275
5.30531E+11,12,13
5.30531E+11,13,74
5.30531E+11,13,87
5.30531E+11,13,392
5.30531E+11,12,22
5.30531E+11,13,90
5.30531E+11,12,22
5.30531E+11,12,30
5.30531E+11,13,179
5.30531E+11,12,7
5.30531E+11,13,133
5.30531E+11,12,90
5.30531E+11,12,3
5.30531E+11,13,132
5.30531E+11,12,5
5.30531E+11,13,35
5.30531E+11,12,23
5.30531E+11,13,70
5.30531E+11,12,22
5.30531E+11,12,64
5.30531E+11,13,349
5.30531E+11,12,125
5.30531E+11,13,170
5.30531E+11,12,138
5.30531E+11,13,296
5.30531E+11,12,3
5.30531E+11,13,81
5.30531E+11,13,62
5.30531E+11,13,89
5.30531E+11,12,32
5.30531E+11,13,57
5.30531E+11,13,62
5.30531E+11,12,44
5.30531E+11,13,57
5.30531E+11,12,162
5.30531E+11,13,403
5.30531E+11,12,20
5.30531E+11,13,90
5.30531E+11,13,58
5.30531E+11,12,44
5.30531E+11,13,60
5.30531E+11,13,50
5.30539E+11,12,5
5.30539E+11,12,271
5.30539E+11,12,70
5.30539E+11,12,492
5.30539E+11,12,34
5.30539E+11,13,256
5.30539E+11,13,53
5.30539E+11,13,51
5.30539E+11,13,152
5.30539E+11,12,2890
5.30539E+11,13,54
5.30539E+11,13,121
5.30539E+11,12,8
5.30539E+11,12,6
5.30539E+11,12,23
5.30539E+11,13,84
5.30539E+11,12,19
5.30539E+11,12,4
5.30539E+11,13,31
5.30539E+11,13,51
5.30539E+11,12,114
5.30539E+11,13,269
5.30539E+11,13,146
5.30539E+11,12,7
5.3061E+11,12,356
5.3061E+11,13,815
5.3061E+11,12,646
5.3061E+11,12,3
5.3061E+11,12,15
5.3061E+11,12,39
5.3061E+11,13,88
5.3061E+11,12,206
5.3061E+11,12,21
5.3061E+11,13,86
5.3061E+11,13,213
5.3061E+11,13,67
5.3061E+11,12,1830
5.3061E+11,12,98
5.3061E+11,12,565
5.3061E+11,12,1142
5.3061E+11,12,226
5.3061E+11,12,44
5.3061E+11,13,67
5.3061E+11,12,38
5.3061E+11,13,214
5.3061E+11,12,45
5.3061E+11,13,73
5.3061E+11,12,18
5.3061E+11,12,50
5.3061E+11,13,71
5.3061E+11,13,68
5.3061E+11,13,301
5.3061E+11,13,174
5.3061E+11,12,18
5.3061E+11,12,27
5.3061E+11,12,24
5.3061E+11,12,12
5.3061E+11,12,1229
5.3061E+11,13,85
5.3061E+11,12,37
5.3061E+11,12,70
5.3061E+11,13,70
5.3061E+11,13,98
5.3061E+11,13,72
5.3061E+11,13,79
5.3061E+11,12,16
5.3061E+11,13,80
5.3061E+11,13,67
5.3061E+11,12,12
5.3061E+11,12,4
5.3061E+11,12,207
5.3061E+11,12,2
5.3061E+11,13,165
5.3061E+11,12,1
5.3061E+11,12,324
5.3061E+11,12,109
5.3061E+11,13,83
5.3061E+11,12,557
5.3061E+11,13,276
5.3061E+11,13,198
5.3061E+11,12,3
5.3061E+11,13,82
5.3061E+11,12,10
5.3061E+11,12,34
5.3061E+11,13,124
5.3061E+11,13,79
5.3061E+11,12,147
5.3061E+11,13,183
5.3061E+11,12,51
5.3061E+11,13,277
5.3061E+11,12,7
5.3061E+11,13,165
5.3061E+11,12,20
5.3061E+11,12,73
5.3061E+11,13,121
5.3061E+11,12,6
5.3061E+11,13,124
5.3061E+11,12,29
5.3061E+11,13,120
5.3061E+11,13,76
5.3061E+11,12,22
5.3061E+11,13,68
5.3061E+11,12,11
5.3061E+11,13,63
5.3061E+11,13,21
5.3061E+11,12,84
5.3061E+11,13,381
5.30611E+11,12,65
5.30611E+11,13,99
5.30611E+11,13,65
5.30611E+11,12,17
5.30611E+11,13,269
5.30611E+11,13,50
5.30611E+11,13,78
5.30611E+11,12,96
5.30611E+11,13,26
5.30611E+11,12,101
5.30611E+11,12,49
5.30611E+11,12,13
5.30611E+11,13,185
5.30611E+11,13,161
5.30611E+11,12,13
5.30611E+11,13,68
5.30611E+11,12,114
5.30611E+11,13,57
5.30611E+11,12,78
5.30611E+11,13,76
5.30611E+11,12,68
5.30611E+11,13,86
5.30611E+11,13,173
5.30611E+11,13,82
5.30611E+11,12,13
5.30611E+11,12,2
5.30611E+11,12,39
5.30611E+11,12,214
5.30611E+11,12,97
5.30611E+11,12,220
5.30611E+11,13,1200
5.30611E+11,13,73
5.30611E+11,13,155
5.30611E+11,13,173
5.30611E+11,13,76
5.30611E+11,12,339
5.30611E+11,13,85
5.30611E+11,12,5
5.30611E+11,12,110
5.30611E+11,13,83
5.30611E+11,12,29
5.30611E+11,12,84
5.30611E+11,12,55
5.30611E+11,13,85
5.30611E+11,12,50
5.30611E+11,13,55
5.30611E+11,13,76
5.30611E+11,12,37
5.30611E+11,13,64
5.30611E+11,12,6
5.30611E+11,12,57
5.30611E+11,13,96
5.30611E+11,13,81
5.30611E+11,12,23
5.30611E+11,13,58
5.30611E+11,13,108
5.30611E+11,12,23
5.30611E+11,13,74
5.30611E+11,13,100
5.30611E+11,13,167
5.30611E+11,12,14
5.30611E+11,13,151
5.30611E+11,13,81
5.30611E+11,12,15
5.30611E+11,13,79
5.30611E+11,12,3
5.30611E+11,12,64
5.30611E+11,13,259
5.30611E+11,12,110
5.30611E+11,13,371
5.30611E+11,12,36
5.30611E+11,13,325
5.30611E+11,13,78
5.30611E+11,13,68
5.30611E+11,13,85
5.30611E+11,13,79
5.30611E+11,12,41
5.30611E+11,12,36
5.30611E+11,12,51
5.30611E+11,13,56
5.30611E+11,13,87
5.30611E+11,13,294
5.30611E+11,12,14
5.30611E+11,13,49
5.30611E+11,13,81
5.30611E+11,13,50
5.30611E+11,13,155
5.30611E+11,12,11
5.30611E+11,13,72
5.30611E+11,13,74
5.30611E+11,12,184
5.30611E+11,13,272
5.30611E+11,12,34
5.30611E+11,12,19
5.30611E+11,12,115
5.30611E+11,12,23
5.30611E+11,13,60
5.30611E+11,13,55
5.30611E+11,13,80
5.30611E+11,12,27
5.30611E+11,13,143
5.30611E+11,12,281
5.30611E+11,12,158
5.30611E+11,13,96
5.30611E+11,12,18
5.30611E+11,13,37
5.30611E+11,12,1359
5.30611E+11,13,199
5.30611E+11,12,4
5.30611E+11,12,3
5.30611E+11,13,68
5.30611E+11,12,3
5.30611E+11,13,42
5.30611E+11,12,107
5.30611E+11,13,115
5.30611E+11,12,40
5.30611E+11,13,211
5.30611E+11,12,129
5.30611E+11,12,107
5.30611E+11,13,45
5.30611E+11,13,64
5.30611E+11,13,62
5.30611E+11,12,4
5.30611E+11,12,37
5.30611E+11,13,177
5.30611E+11,12,56
5.30611E+11,13,206
5.30611E+11,13,79
5.30611E+11,13,92
5.30611E+11,12,1
5.30611E+11,13,109
5.30611E+11,12,106
5.30611E+11,13,8
5.30611E+11,13,370
5.30611E+11,12,57
5.30611E+11,13,100
5.30611E+11,12,1
5.30611E+11,13,85
5.30611E+11,13,90
5.30611E+11,12,31
5.30611E+11,13,149
5.30611E+11,12,27
5.30611E+11,13,133
5.30611E+11,12,133
5.30611E+11,12,420
5.30611E+11,13,86
5.30611E+11,13,7
5.30611E+11,12,20
5.30611E+11,13,103
5.30611E+11,13,137
5.30611E+11,13,56
5.30611E+11,13,74
5.30611E+11,12,41
5.30611E+11,13,95
5.30611E+11,12,492
5.30611E+11,12,13
5.30611E+11,13,154
5.30611E+11,12,43
5.30611E+11,13,53
5.30611E+11,13,70
5.30611E+11,12,8
5.30611E+11,12,35
5.30611E+11,13,154
5.30611E+11,13,58
5.30611E+11,13,89
5.30611E+11,12,3
5.30611E+11,13,401
5.30611E+11,12,7
5.30611E+11,12,12
5.30611E+11,12,134
5.30611E+11,13,429
5.30611E+11,12,132
5.30611E+11,13,236
5.30611E+11,13,94
5.30611E+11,12,1
5.30611E+11,12,1076
5.30611E+11,12,2
5.30611E+11,12,33
5.30611E+11,13,80
5.30611E+11,12,37
5.30611E+11,12,107
5.30611E+11,13,42
5.30611E+11,12,83
5.30611E+11,12,54
5.30611E+11,13,134
5.30611E+11,12,57
5.30611E+11,12,354
5.30611E+11,13,263
5.30611E+11,12,3
5.30611E+11,13,96
5.30611E+11,13,188
5.30611E+11,12,14
5.30611E+11,13,62
5.30611E+11,13,169
5.30611E+11,12,14
5.30611E+11,13,74
5.30611E+11,12,46
5.30611E+11,12,2
5.30611E+11,12,11
5.30611E+11,13,107
5.30611E+11,12,1
5.30611E+11,12,49
5.30611E+11,13,94
5.30611E+11,12,8
5.30611E+11,13,12
5.30611E+11,12,3
5.30611E+11,13,132
5.30611E+11,12,30
5.30611E+11,13,105
5.30611E+11,12,15
5.30611E+11,12,4
5.30611E+11,12,2
5.30611E+11,12,16
5.30611E+11,13,59
5.30611E+11,12,22
5.30619E+11,12,18
5.30619E+11,12,994
5.30619E+11,12,139
5.30619E+11,12,2693
5.30619E+11,13,157
