"census_2010_block_group_id",census_block_group_id,census_tract_id
"530610538012",715,770
"530610538013",2199,770
"530610538021",2420,771
"530610538022",2421,771
"530610538023",2419,771
"530610538024",2422,771
"530610538031",2204,772
"530610538032",2202,772
"530610538033",2203,772
"530610538034",2200,772
"530619400011",2314,773
"530619400012",2317,773
"530619400013",2316,773
"530619400014",2313,773
"530619400021",2315,774
"530619400022",2312,774
"530619400023",2311,774
"530619900020",2318,775
"530619901000",2150,776
