year,income_min,income_max,persons_min,persons_max,workers_min,workers_max,total_number_of_households,subreg_id
2030,0,-1,4,4,0,-1,2144,79
2035,0,-1,4,4,0,-1,2193,79
2040,0,-1,4,4,0,-1,2241,79
2044,0,-1,4,4,0,-1,2282,79
2050,0,-1,4,4,0,-1,2309,79
2025,0,-1,5,5,0,-1,1106,79
2030,0,-1,5,5,0,-1,1131,79
2035,0,-1,5,5,0,-1,1157,79
2040,0,-1,5,5,0,-1,1184,79
2044,0,-1,5,5,0,-1,1205,79
2050,0,-1,5,5,0,-1,1222,79
2025,0,-1,6,6,0,-1,477,79
2030,0,-1,6,6,0,-1,491,79
2035,0,-1,6,6,0,-1,501,79
2040,0,-1,6,6,0,-1,512,79
2044,0,-1,6,6,0,-1,521,79
2050,0,-1,6,6,0,-1,529,79
2025,0,-1,7,-1,0,-1,259,79
2030,0,-1,7,-1,0,-1,264,79
2035,0,-1,7,-1,0,-1,271,79
2040,0,-1,7,-1,0,-1,278,79
2044,0,-1,7,-1,0,-1,283,79
2050,0,-1,7,-1,0,-1,285,79
2025,0,-1,1,1,0,-1,2853,80
2030,0,-1,1,1,0,-1,2903,80
2035,0,-1,1,1,0,-1,2956,80
2040,0,-1,1,1,0,-1,3006,80
2044,0,-1,1,1,0,-1,3047,80
2050,0,-1,1,1,0,-1,3100,80
2025,0,-1,2,2,0,-1,4514,80
2030,0,-1,2,2,0,-1,4596,80
2035,0,-1,2,2,0,-1,4675,80
2040,0,-1,2,2,0,-1,4757,80
2044,0,-1,2,2,0,-1,4823,80
2050,0,-1,2,2,0,-1,4910,80
2025,0,-1,3,3,0,-1,2178,80
2030,0,-1,3,3,0,-1,2208,80
2035,0,-1,3,3,0,-1,2239,80
2040,0,-1,3,3,0,-1,2269,80
2044,0,-1,3,3,0,-1,2293,80
2050,0,-1,3,3,0,-1,2325,80
2025,0,-1,4,4,0,-1,1791,80
2030,0,-1,4,4,0,-1,1816,80
2035,0,-1,4,4,0,-1,1840,80
2040,0,-1,4,4,0,-1,1866,80
2044,0,-1,4,4,0,-1,1885,80
2050,0,-1,4,4,0,-1,1912,80
2025,0,-1,5,5,0,-1,786,80
2030,0,-1,5,5,0,-1,798,80
2035,0,-1,5,5,0,-1,809,80
2040,0,-1,5,5,0,-1,820,80
2044,0,-1,5,5,0,-1,829,80
2050,0,-1,5,5,0,-1,840,80
2025,0,-1,6,6,0,-1,359,80
2030,0,-1,6,6,0,-1,364,80
2035,0,-1,6,6,0,-1,369,80
2040,0,-1,6,6,0,-1,375,80
2044,0,-1,6,6,0,-1,379,80
2050,0,-1,6,6,0,-1,385,80
2025,0,-1,7,-1,0,-1,141,80
2030,0,-1,7,-1,0,-1,143,80
2035,0,-1,7,-1,0,-1,146,80
2040,0,-1,7,-1,0,-1,147,80
2044,0,-1,7,-1,0,-1,149,80
2050,0,-1,7,-1,0,-1,150,80
2025,0,-1,1,1,0,-1,2076,81
2030,0,-1,1,1,0,-1,2246,81
2035,0,-1,1,1,0,-1,2415,81
2040,0,-1,1,1,0,-1,2585,81
2044,0,-1,1,1,0,-1,2721,81
2050,0,-1,1,1,0,-1,2865,81
2025,0,-1,2,2,0,-1,3213,81
2030,0,-1,2,2,0,-1,3478,81
2035,0,-1,2,2,0,-1,3741,81
2040,0,-1,2,2,0,-1,4004,81
2044,0,-1,2,2,0,-1,4215,81
2050,0,-1,2,2,0,-1,4434,81
2025,0,-1,3,3,0,-1,1589,81
2030,0,-1,3,3,0,-1,1635,81
2035,0,-1,3,3,0,-1,1685,81
2040,0,-1,3,3,0,-1,1733,81
2044,0,-1,3,3,0,-1,1772,81
2050,0,-1,3,3,0,-1,1841,81
2025,0,-1,4,4,0,-1,1275,81
2030,0,-1,4,4,0,-1,1316,81
2035,0,-1,4,4,0,-1,1355,81
2040,0,-1,4,4,0,-1,1393,81
2044,0,-1,4,4,0,-1,1424,81
2050,0,-1,4,4,0,-1,1481,81
2025,0,-1,5,5,0,-1,614,81
2030,0,-1,5,5,0,-1,632,81
2035,0,-1,5,5,0,-1,647,81
2040,0,-1,5,5,0,-1,668,81
2044,0,-1,5,5,0,-1,680,81
2050,0,-1,5,5,0,-1,706,81
2025,0,-1,6,6,0,-1,277,81
2030,0,-1,6,6,0,-1,284,81
2035,0,-1,6,6,0,-1,293,81
2040,0,-1,6,6,0,-1,300,81
2044,0,-1,6,6,0,-1,309,81
2050,0,-1,6,6,0,-1,321,81
2025,0,-1,7,-1,0,-1,101,81
2030,0,-1,7,-1,0,-1,104,81
2035,0,-1,7,-1,0,-1,108,81
2040,0,-1,7,-1,0,-1,111,81
2044,0,-1,7,-1,0,-1,113,81
2050,0,-1,7,-1,0,-1,117,81
2025,0,-1,1,1,0,-1,624,82
2030,0,-1,1,1,0,-1,687,82
2035,0,-1,1,1,0,-1,753,82
2040,0,-1,1,1,0,-1,819,82
2044,0,-1,1,1,0,-1,869,82
2050,0,-1,1,1,0,-1,917,82
2025,0,-1,2,2,0,-1,936,82
2030,0,-1,2,2,0,-1,1031,82
2035,0,-1,2,2,0,-1,1125,82
2040,0,-1,2,2,0,-1,1224,82
2044,0,-1,2,2,0,-1,1302,82
2050,0,-1,2,2,0,-1,1371,82
2025,0,-1,3,3,0,-1,594,82
2030,0,-1,3,3,0,-1,631,82
2035,0,-1,3,3,0,-1,667,82
2040,0,-1,3,3,0,-1,699,82
2044,0,-1,3,3,0,-1,726,82
2050,0,-1,3,3,0,-1,765,82
2025,0,-1,4,4,0,-1,564,82
2030,0,-1,4,4,0,-1,598,82
2035,0,-1,4,4,0,-1,630,82
2040,0,-1,4,4,0,-1,662,82
2044,0,-1,4,4,0,-1,689,82
2050,0,-1,4,4,0,-1,727,82
2025,0,-1,5,5,0,-1,298,82
2030,0,-1,5,5,0,-1,315,82
2035,0,-1,5,5,0,-1,333,82
2040,0,-1,5,5,0,-1,350,82
2044,0,-1,5,5,0,-1,364,82
2050,0,-1,5,5,0,-1,385,82
2025,0,-1,6,6,0,-1,128,82
2030,0,-1,6,6,0,-1,135,82
2035,0,-1,6,6,0,-1,143,82
2040,0,-1,6,6,0,-1,150,82
2044,0,-1,6,6,0,-1,156,82
2050,0,-1,6,6,0,-1,164,82
2025,0,-1,7,-1,0,-1,62,82
2030,0,-1,7,-1,0,-1,65,82
2035,0,-1,7,-1,0,-1,68,82
2040,0,-1,7,-1,0,-1,72,82
2044,0,-1,7,-1,0,-1,75,82
2050,0,-1,7,-1,0,-1,79,82
2025,0,-1,1,1,0,-1,864,83
2030,0,-1,1,1,0,-1,981,83
2035,0,-1,1,1,0,-1,1095,83
2040,0,-1,1,1,0,-1,1211,83
2044,0,-1,1,1,0,-1,1304,83
2050,0,-1,1,1,0,-1,1428,83
2025,0,-1,2,2,0,-1,1140,83
2030,0,-1,2,2,0,-1,1294,83
2035,0,-1,2,2,0,-1,1445,83
2040,0,-1,2,2,0,-1,1598,83
2044,0,-1,2,2,0,-1,1720,83
2050,0,-1,2,2,0,-1,1881,83
2025,0,-1,3,3,0,-1,532,83
2030,0,-1,3,3,0,-1,569,83
2035,0,-1,3,3,0,-1,608,83
2040,0,-1,3,3,0,-1,645,83
2044,0,-1,3,3,0,-1,674,83
2050,0,-1,3,3,0,-1,715,83
2025,0,-1,4,4,0,-1,496,83
2030,0,-1,4,4,0,-1,531,83
2035,0,-1,4,4,0,-1,567,83
2040,0,-1,4,4,0,-1,600,83
2044,0,-1,4,4,0,-1,630,83
2050,0,-1,4,4,0,-1,665,83
2025,0,-1,5,5,0,-1,250,83
2030,0,-1,5,5,0,-1,266,83
2035,0,-1,5,5,0,-1,284,83
2040,0,-1,5,5,0,-1,300,83
2044,0,-1,5,5,0,-1,314,83
2050,0,-1,5,5,0,-1,334,83
2025,0,-1,6,6,0,-1,126,83
2030,0,-1,6,6,0,-1,133,83
2035,0,-1,6,6,0,-1,142,83
2040,0,-1,6,6,0,-1,152,83
2044,0,-1,6,6,0,-1,157,83
2050,0,-1,6,6,0,-1,167,83
2025,0,-1,7,-1,0,-1,74,83
2030,0,-1,7,-1,0,-1,80,83
2035,0,-1,7,-1,0,-1,84,83
2040,0,-1,7,-1,0,-1,90,83
2044,0,-1,7,-1,0,-1,94,83
2050,0,-1,7,-1,0,-1,98,83
2025,0,-1,1,1,0,-1,485,84
2030,0,-1,1,1,0,-1,513,84
2035,0,-1,1,1,0,-1,540,84
2040,0,-1,1,1,0,-1,569,84
2044,0,-1,1,1,0,-1,590,84
2050,0,-1,1,1,0,-1,620,84
2025,0,-1,2,2,0,-1,700,84
2030,0,-1,2,2,0,-1,739,84
2035,0,-1,2,2,0,-1,779,84
2040,0,-1,2,2,0,-1,820,84
2044,0,-1,2,2,0,-1,853,84
2050,0,-1,2,2,0,-1,894,84
2025,0,-1,3,3,0,-1,352,84
2030,0,-1,3,3,0,-1,364,84
2035,0,-1,3,3,0,-1,374,84
2040,0,-1,3,3,0,-1,384,84
2044,0,-1,3,3,0,-1,392,84
2050,0,-1,3,3,0,-1,402,84
2025,0,-1,4,4,0,-1,259,84
2030,0,-1,4,4,0,-1,268,84
2035,0,-1,4,4,0,-1,277,84
2040,0,-1,4,4,0,-1,282,84
2044,0,-1,4,4,0,-1,290,84
2050,0,-1,4,4,0,-1,296,84
2025,0,-1,5,5,0,-1,138,84
2030,0,-1,5,5,0,-1,141,84
2035,0,-1,5,5,0,-1,145,84
2040,0,-1,5,5,0,-1,149,84
2044,0,-1,5,5,0,-1,152,84
2050,0,-1,5,5,0,-1,156,84
2025,0,-1,6,6,0,-1,50,84
2030,0,-1,6,6,0,-1,52,84
2035,0,-1,6,6,0,-1,54,84
2040,0,-1,6,6,0,-1,56,84
2044,0,-1,6,6,0,-1,56,84
2050,0,-1,6,6,0,-1,57,84
2025,0,-1,7,-1,0,-1,22,84
2030,0,-1,7,-1,0,-1,22,84
2035,0,-1,7,-1,0,-1,22,84
2040,0,-1,7,-1,0,-1,24,84
2044,0,-1,7,-1,0,-1,25,84
2050,0,-1,7,-1,0,-1,26,84
2025,0,-1,1,1,0,-1,8225,85
2030,0,-1,1,1,0,-1,8351,85
2035,0,-1,1,1,0,-1,8476,85
2040,0,-1,1,1,0,-1,8604,85
2044,0,-1,1,1,0,-1,8708,85
2050,0,-1,1,1,0,-1,8864,85
2025,0,-1,2,2,0,-1,13970,85
2030,0,-1,2,2,0,-1,14189,85
2035,0,-1,2,2,0,-1,14404,85
2040,0,-1,2,2,0,-1,14623,85
2044,0,-1,2,2,0,-1,14797,85
2050,0,-1,2,2,0,-1,15061,85
2025,0,-1,3,3,0,-1,9138,85
2030,0,-1,3,3,0,-1,9198,85
2035,0,-1,3,3,0,-1,9260,85
2040,0,-1,3,3,0,-1,9318,85
2044,0,-1,3,3,0,-1,9364,85
2050,0,-1,3,3,0,-1,9474,85
2025,0,-1,4,4,0,-1,7822,85
2030,0,-1,4,4,0,-1,7871,85
2035,0,-1,4,4,0,-1,7924,85
2040,0,-1,4,4,0,-1,7975,85
2044,0,-1,4,4,0,-1,8013,85
2050,0,-1,4,4,0,-1,8110,85
2025,0,-1,5,5,0,-1,4095,85
2030,0,-1,5,5,0,-1,4124,85
2035,0,-1,5,5,0,-1,4150,85
2040,0,-1,5,5,0,-1,4176,85
2044,0,-1,5,5,0,-1,4196,85
2050,0,-1,5,5,0,-1,4246,85
2025,0,-1,6,6,0,-1,2004,85
2030,0,-1,6,6,0,-1,2017,85
2035,0,-1,6,6,0,-1,2031,85
2040,0,-1,6,6,0,-1,2042,85
2044,0,-1,6,6,0,-1,2055,85
2050,0,-1,6,6,0,-1,2077,85
2025,0,-1,7,-1,0,-1,905,85
2030,0,-1,7,-1,0,-1,909,85
2035,0,-1,7,-1,0,-1,913,85
2040,0,-1,7,-1,0,-1,920,85
2044,0,-1,7,-1,0,-1,925,85
2050,0,-1,7,-1,0,-1,936,85
2025,0,-1,1,1,0,-1,1153,86
2030,0,-1,1,1,0,-1,1320,86
2035,0,-1,1,1,0,-1,1488,86
2040,0,-1,1,1,0,-1,1652,86
2044,0,-1,1,1,0,-1,1785,86
2050,0,-1,1,1,0,-1,1966,86
2025,0,-1,2,2,0,-1,1255,86
2030,0,-1,2,2,0,-1,1437,86
2035,0,-1,2,2,0,-1,1618,86
2040,0,-1,2,2,0,-1,1799,86
2044,0,-1,2,2,0,-1,1948,86
2050,0,-1,2,2,0,-1,2142,86
2025,0,-1,3,3,0,-1,521,86
2030,0,-1,3,3,0,-1,555,86
2035,0,-1,3,3,0,-1,589,86
2040,0,-1,3,3,0,-1,624,86
2044,0,-1,3,3,0,-1,650,86
2050,0,-1,3,3,0,-1,693,86
2025,0,-1,4,4,0,-1,450,86
2030,0,-1,4,4,0,-1,479,86
2035,0,-1,4,4,0,-1,508,86
2040,0,-1,4,4,0,-1,538,86
2044,0,-1,4,4,0,-1,559,86
2050,0,-1,4,4,0,-1,598,86
2025,0,-1,5,5,0,-1,224,86
2030,0,-1,5,5,0,-1,237,86
2035,0,-1,5,5,0,-1,251,86
2040,0,-1,5,5,0,-1,267,86
2044,0,-1,5,5,0,-1,278,86
2050,0,-1,5,5,0,-1,296,86
2025,0,-1,6,6,0,-1,89,86
2030,0,-1,6,6,0,-1,93,86
2035,0,-1,6,6,0,-1,101,86
2040,0,-1,6,6,0,-1,106,86
2044,0,-1,6,6,0,-1,111,86
2050,0,-1,6,6,0,-1,118,86
2025,0,-1,7,-1,0,-1,47,86
2030,0,-1,7,-1,0,-1,52,86
2035,0,-1,7,-1,0,-1,53,86
2040,0,-1,7,-1,0,-1,56,86
2044,0,-1,7,-1,0,-1,59,86
2050,0,-1,7,-1,0,-1,62,86
2025,0,-1,1,1,0,-1,1271,87
2030,0,-1,1,1,0,-1,1341,87
2035,0,-1,1,1,0,-1,1410,87
2040,0,-1,1,1,0,-1,1481,87
2044,0,-1,1,1,0,-1,1537,87
2050,0,-1,1,1,0,-1,1642,87
2025,0,-1,2,2,0,-1,2668,87
2030,0,-1,2,2,0,-1,2815,87
2035,0,-1,2,2,0,-1,2962,87
2040,0,-1,2,2,0,-1,3109,87
2044,0,-1,2,2,0,-1,3227,87
2050,0,-1,2,2,0,-1,3448,87
2025,0,-1,3,3,0,-1,1506,87
2030,0,-1,3,3,0,-1,1521,87
2035,0,-1,3,3,0,-1,1536,87
2040,0,-1,3,3,0,-1,1551,87
2044,0,-1,3,3,0,-1,1562,87
2050,0,-1,3,3,0,-1,1593,87
2025,0,-1,4,4,0,-1,1460,87
2030,0,-1,4,4,0,-1,1475,87
2035,0,-1,4,4,0,-1,1489,87
2040,0,-1,4,4,0,-1,1503,87
2044,0,-1,4,4,0,-1,1515,87
2050,0,-1,4,4,0,-1,1543,87
2025,0,-1,5,5,0,-1,644,87
2030,0,-1,5,5,0,-1,650,87
2035,0,-1,5,5,0,-1,658,87
2040,0,-1,5,5,0,-1,662,87
2044,0,-1,5,5,0,-1,669,87
2050,0,-1,5,5,0,-1,677,87
2025,0,-1,6,6,0,-1,342,87
2030,0,-1,6,6,0,-1,344,87
2035,0,-1,6,6,0,-1,348,87
2040,0,-1,6,6,0,-1,351,87
2044,0,-1,6,6,0,-1,353,87
2050,0,-1,6,6,0,-1,361,87
2025,0,-1,7,-1,0,-1,111,87
2030,0,-1,7,-1,0,-1,113,87
2035,0,-1,7,-1,0,-1,113,87
2040,0,-1,7,-1,0,-1,116,87
2044,0,-1,7,-1,0,-1,116,87
2050,0,-1,7,-1,0,-1,119,87
2025,0,-1,1,1,0,-1,484,88
2030,0,-1,1,1,0,-1,564,88
2035,0,-1,1,1,0,-1,642,88
2040,0,-1,1,1,0,-1,722,88
2044,0,-1,1,1,0,-1,784,88
2050,0,-1,1,1,0,-1,876,88
2025,0,-1,2,2,0,-1,752,88
2030,0,-1,2,2,0,-1,873,88
2035,0,-1,2,2,0,-1,997,88
2040,0,-1,2,2,0,-1,1118,88
2044,0,-1,2,2,0,-1,1216,88
2050,0,-1,2,2,0,-1,1359,88
2025,0,-1,3,3,0,-1,363,88
2030,0,-1,3,3,0,-1,391,88
2035,0,-1,3,3,0,-1,419,88
2040,0,-1,3,3,0,-1,446,88
2044,0,-1,3,3,0,-1,470,88
2050,0,-1,3,3,0,-1,509,88
2025,0,-1,4,4,0,-1,308,88
2030,0,-1,4,4,0,-1,332,88
2035,0,-1,4,4,0,-1,356,88
2040,0,-1,4,4,0,-1,381,88
2044,0,-1,4,4,0,-1,401,88
2050,0,-1,4,4,0,-1,434,88
2025,0,-1,5,5,0,-1,146,88
2030,0,-1,5,5,0,-1,157,88
2035,0,-1,5,5,0,-1,168,88
2040,0,-1,5,5,0,-1,181,88
2044,0,-1,5,5,0,-1,189,88
2050,0,-1,5,5,0,-1,204,88
2025,0,-1,6,6,0,-1,70,88
2030,0,-1,6,6,0,-1,75,88
2035,0,-1,6,6,0,-1,81,88
2040,0,-1,6,6,0,-1,86,88
2044,0,-1,6,6,0,-1,90,88
2050,0,-1,6,6,0,-1,97,88
2025,0,-1,7,-1,0,-1,23,88
2030,0,-1,7,-1,0,-1,25,88
2035,0,-1,7,-1,0,-1,26,88
2040,0,-1,7,-1,0,-1,27,88
2044,0,-1,7,-1,0,-1,28,88
2050,0,-1,7,-1,0,-1,31,88
2025,0,-1,1,1,0,-1,39,89
2030,0,-1,1,1,0,-1,41,89
2035,0,-1,1,1,0,-1,42,89
2040,0,-1,1,1,0,-1,44,89
2044,0,-1,1,1,0,-1,45,89
2050,0,-1,1,1,0,-1,47,89
2025,0,-1,2,2,0,-1,74,89
2030,0,-1,2,2,0,-1,77,89
2035,0,-1,2,2,0,-1,81,89
2040,0,-1,2,2,0,-1,85,89
2044,0,-1,2,2,0,-1,86,89
2050,0,-1,2,2,0,-1,91,89
2025,0,-1,3,3,0,-1,42,89
2030,0,-1,3,3,0,-1,42,89
2035,0,-1,3,3,0,-1,43,89
2040,0,-1,3,3,0,-1,42,89
2044,0,-1,3,3,0,-1,43,89
2050,0,-1,3,3,0,-1,43,89
2025,0,-1,4,4,0,-1,47,89
2030,0,-1,4,4,0,-1,47,89
2035,0,-1,4,4,0,-1,47,89
2040,0,-1,4,4,0,-1,47,89
2044,0,-1,4,4,0,-1,48,89
2050,0,-1,4,4,0,-1,49,89
2025,0,-1,5,5,0,-1,29,89
2030,0,-1,5,5,0,-1,29,89
2035,0,-1,5,5,0,-1,30,89
2040,0,-1,5,5,0,-1,29,89
2044,0,-1,5,5,0,-1,29,89
2050,0,-1,5,5,0,-1,29,89
2025,0,-1,6,6,0,-1,12,89
2030,0,-1,6,6,0,-1,12,89
2035,0,-1,6,6,0,-1,12,89
2040,0,-1,6,6,0,-1,12,89
2044,0,-1,6,6,0,-1,12,89
2050,0,-1,6,6,0,-1,12,89
2025,0,-1,7,-1,0,-1,6,89
2030,0,-1,7,-1,0,-1,6,89
2035,0,-1,7,-1,0,-1,5,89
2040,0,-1,7,-1,0,-1,6,89
2044,0,-1,7,-1,0,-1,6,89
2050,0,-1,7,-1,0,-1,6,89
2025,0,-1,1,1,0,-1,261,90
2030,0,-1,1,1,0,-1,294,90
2035,0,-1,1,1,0,-1,326,90
2040,0,-1,1,1,0,-1,357,90
2044,0,-1,1,1,0,-1,384,90
2050,0,-1,1,1,0,-1,414,90
2025,0,-1,2,2,0,-1,331,90
2030,0,-1,2,2,0,-1,370,90
2035,0,-1,2,2,0,-1,411,90
2040,0,-1,2,2,0,-1,449,90
2044,0,-1,2,2,0,-1,481,90
2050,0,-1,2,2,0,-1,520,90
2025,0,-1,3,3,0,-1,158,90
2030,0,-1,3,3,0,-1,168,90
2035,0,-1,3,3,0,-1,177,90
2040,0,-1,3,3,0,-1,189,90
2044,0,-1,3,3,0,-1,197,90
2050,0,-1,3,3,0,-1,204,90
2025,0,-1,4,4,0,-1,158,90
2030,0,-1,4,4,0,-1,169,90
2035,0,-1,4,4,0,-1,178,90
2040,0,-1,4,4,0,-1,190,90
2044,0,-1,4,4,0,-1,198,90
2050,0,-1,4,4,0,-1,205,90
2025,0,-1,5,5,0,-1,75,90
2030,0,-1,5,5,0,-1,81,90
2035,0,-1,5,5,0,-1,87,90
2040,0,-1,5,5,0,-1,91,90
2044,0,-1,5,5,0,-1,94,90
2050,0,-1,5,5,0,-1,99,90
2025,0,-1,6,6,0,-1,36,90
2030,0,-1,6,6,0,-1,37,90
2035,0,-1,6,6,0,-1,39,90
2040,0,-1,6,6,0,-1,41,90
2044,0,-1,6,6,0,-1,43,90
2050,0,-1,6,6,0,-1,46,90
2025,0,-1,7,-1,0,-1,17,90
2030,0,-1,7,-1,0,-1,18,90
2035,0,-1,7,-1,0,-1,20,90
2040,0,-1,7,-1,0,-1,21,90
2044,0,-1,7,-1,0,-1,22,90
2050,0,-1,7,-1,0,-1,22,90
2025,0,-1,1,1,0,-1,1126,91
2030,0,-1,1,1,0,-1,1269,91
2035,0,-1,1,1,0,-1,1410,91
2040,0,-1,1,1,0,-1,1556,91
2044,0,-1,1,1,0,-1,1671,91
2050,0,-1,1,1,0,-1,1842,91
2025,0,-1,2,2,0,-1,2067,91
2030,0,-1,2,2,0,-1,2332,91
2035,0,-1,2,2,0,-1,2598,91
2040,0,-1,2,2,0,-1,2863,91
2044,0,-1,2,2,0,-1,3073,91
2050,0,-1,2,2,0,-1,3389,91
2025,0,-1,3,3,0,-1,861,91
2030,0,-1,3,3,0,-1,895,91
2035,0,-1,3,3,0,-1,933,91
2040,0,-1,3,3,0,-1,965,91
2044,0,-1,3,3,0,-1,995,91
2050,0,-1,3,3,0,-1,1061,91
2025,0,-1,4,4,0,-1,739,91
2030,0,-1,4,4,0,-1,771,91
2035,0,-1,4,4,0,-1,801,91
2040,0,-1,4,4,0,-1,830,91
2044,0,-1,4,4,0,-1,854,91
2050,0,-1,4,4,0,-1,912,91
2025,0,-1,5,5,0,-1,358,91
2030,0,-1,5,5,0,-1,374,91
2035,0,-1,5,5,0,-1,388,91
2040,0,-1,5,5,0,-1,404,91
2044,0,-1,5,5,0,-1,415,91
2050,0,-1,5,5,0,-1,441,91
2025,0,-1,6,6,0,-1,161,91
2030,0,-1,6,6,0,-1,167,91
2035,0,-1,6,6,0,-1,175,91
2040,0,-1,6,6,0,-1,180,91
2044,0,-1,6,6,0,-1,187,91
2050,0,-1,6,6,0,-1,198,91
2025,0,-1,7,-1,0,-1,78,91
2030,0,-1,7,-1,0,-1,81,91
2035,0,-1,7,-1,0,-1,83,91
2040,0,-1,7,-1,0,-1,88,91
2044,0,-1,7,-1,0,-1,90,91
2050,0,-1,7,-1,0,-1,96,91
2025,0,-1,1,1,0,-1,1705,92
2030,0,-1,1,1,0,-1,1821,92
2035,0,-1,1,1,0,-1,1938,92
2040,0,-1,1,1,0,-1,2056,92
2044,0,-1,1,1,0,-1,2148,92
2050,0,-1,1,1,0,-1,2281,92
2025,0,-1,2,2,0,-1,2143,92
2030,0,-1,2,2,0,-1,2290,92
2035,0,-1,2,2,0,-1,2437,92
2040,0,-1,2,2,0,-1,2584,92
2044,0,-1,2,2,0,-1,2703,92
2050,0,-1,2,2,0,-1,2867,92
2025,0,-1,3,3,0,-1,736,92
2030,0,-1,3,3,0,-1,722,92
2035,0,-1,3,3,0,-1,708,92
2040,0,-1,3,3,0,-1,694,92
2044,0,-1,3,3,0,-1,683,92
2050,0,-1,3,3,0,-1,690,92
2025,0,-1,4,4,0,-1,599,92
2030,0,-1,4,4,0,-1,589,92
2035,0,-1,4,4,0,-1,578,92
2040,0,-1,4,4,0,-1,566,92
2044,0,-1,4,4,0,-1,556,92
2050,0,-1,4,4,0,-1,563,92
2025,0,-1,5,5,0,-1,232,92
2030,0,-1,5,5,0,-1,227,92
2035,0,-1,5,5,0,-1,223,92
2040,0,-1,5,5,0,-1,218,92
2044,0,-1,5,5,0,-1,215,92
2050,0,-1,5,5,0,-1,219,92
2025,0,-1,6,6,0,-1,90,92
2030,0,-1,6,6,0,-1,89,92
2035,0,-1,6,6,0,-1,87,92
2040,0,-1,6,6,0,-1,84,92
2044,0,-1,6,6,0,-1,84,92
2050,0,-1,6,6,0,-1,85,92
2025,0,-1,7,-1,0,-1,51,92
2030,0,-1,7,-1,0,-1,49,92
2035,0,-1,7,-1,0,-1,48,92
2040,0,-1,7,-1,0,-1,49,92
2044,0,-1,7,-1,0,-1,47,92
2050,0,-1,7,-1,0,-1,47,92
2025,0,-1,1,1,0,-1,866,93
2030,0,-1,1,1,0,-1,911,93
2035,0,-1,1,1,0,-1,955,93
2040,0,-1,1,1,0,-1,1000,93
2044,0,-1,1,1,0,-1,1035,93
2050,0,-1,1,1,0,-1,1082,93
2025,0,-1,2,2,0,-1,1037,93
2030,0,-1,2,2,0,-1,1089,93
2035,0,-1,2,2,0,-1,1142,93
2040,0,-1,2,2,0,-1,1196,93
2044,0,-1,2,2,0,-1,1239,93
2050,0,-1,2,2,0,-1,1296,93
2025,0,-1,3,3,0,-1,424,93
2030,0,-1,3,3,0,-1,417,93
2035,0,-1,3,3,0,-1,409,93
2040,0,-1,3,3,0,-1,402,93
2044,0,-1,3,3,0,-1,397,93
2050,0,-1,3,3,0,-1,395,93
2025,0,-1,4,4,0,-1,339,93
2030,0,-1,4,4,0,-1,334,93
2035,0,-1,4,4,0,-1,329,93
2040,0,-1,4,4,0,-1,323,93
2044,0,-1,4,4,0,-1,318,93
2050,0,-1,4,4,0,-1,317,93
2025,0,-1,5,5,0,-1,159,93
2030,0,-1,5,5,0,-1,155,93
2035,0,-1,5,5,0,-1,154,93
2040,0,-1,5,5,0,-1,150,93
2044,0,-1,5,5,0,-1,147,93
2050,0,-1,5,5,0,-1,147,93
2025,0,-1,6,6,0,-1,94,93
2030,0,-1,6,6,0,-1,92,93
2035,0,-1,6,6,0,-1,90,93
2040,0,-1,6,6,0,-1,89,93
2044,0,-1,6,6,0,-1,87,93
2050,0,-1,6,6,0,-1,87,93
2025,0,-1,7,-1,0,-1,50,93
2030,0,-1,7,-1,0,-1,50,93
2035,0,-1,7,-1,0,-1,48,93
2040,0,-1,7,-1,0,-1,47,93
2044,0,-1,7,-1,0,-1,47,93
2050,0,-1,7,-1,0,-1,47,93
2025,0,-1,1,1,0,-1,504,94
2030,0,-1,1,1,0,-1,526,94
2035,0,-1,1,1,0,-1,550,94
2040,0,-1,1,1,0,-1,575,94
2044,0,-1,1,1,0,-1,593,94
2050,0,-1,1,1,0,-1,624,94
2025,0,-1,2,2,0,-1,894,94
2030,0,-1,2,2,0,-1,938,94
2035,0,-1,2,2,0,-1,981,94
2040,0,-1,2,2,0,-1,1024,94
2044,0,-1,2,2,0,-1,1061,94
2050,0,-1,2,2,0,-1,1113,94
2025,0,-1,3,3,0,-1,540,94
2030,0,-1,3,3,0,-1,541,94
2035,0,-1,3,3,0,-1,545,94
2040,0,-1,3,3,0,-1,547,94
2044,0,-1,3,3,0,-1,549,94
2050,0,-1,3,3,0,-1,549,94
2025,0,-1,4,4,0,-1,498,94
2030,0,-1,4,4,0,-1,503,94
2035,0,-1,4,4,0,-1,505,94
2040,0,-1,4,4,0,-1,508,94
2044,0,-1,4,4,0,-1,509,94
2050,0,-1,4,4,0,-1,509,94
2025,0,-1,5,5,0,-1,342,94
2030,0,-1,5,5,0,-1,345,94
2035,0,-1,5,5,0,-1,347,94
2040,0,-1,5,5,0,-1,348,94
2044,0,-1,5,5,0,-1,349,94
2050,0,-1,5,5,0,-1,349,94
2025,0,-1,6,6,0,-1,122,94
2030,0,-1,6,6,0,-1,124,94
2035,0,-1,6,6,0,-1,122,94
2040,0,-1,6,6,0,-1,123,94
2044,0,-1,6,6,0,-1,123,94
2050,0,-1,6,6,0,-1,124,94
2025,0,-1,7,-1,0,-1,65,94
2030,0,-1,7,-1,0,-1,63,94
2035,0,-1,7,-1,0,-1,65,94
2040,0,-1,7,-1,0,-1,65,94
