year,income_min,income_max,persons_min,persons_max,workers_min,workers_max,total_number_of_households,subreg_id
2040,0,-1,6,6,0,-1,37,1004
2044,0,-1,6,6,0,-1,40,1004
2050,0,-1,6,6,0,-1,43,1004
2025,0,-1,7,-1,0,-1,15,1004
2030,0,-1,7,-1,0,-1,17,1004
2035,0,-1,7,-1,0,-1,19,1004
2040,0,-1,7,-1,0,-1,21,1004
2044,0,-1,7,-1,0,-1,23,1004
2050,0,-1,7,-1,0,-1,25,1004
2025,0,-1,1,1,0,-1,2754,1005
2030,0,-1,1,1,0,-1,3365,1005
2035,0,-1,1,1,0,-1,3974,1005
2040,0,-1,1,1,0,-1,4583,1005
2044,0,-1,1,1,0,-1,5069,1005
2050,0,-1,1,1,0,-1,5715,1005
2025,0,-1,2,2,0,-1,2675,1005
2030,0,-1,2,2,0,-1,3267,1005
2035,0,-1,2,2,0,-1,3860,1005
2040,0,-1,2,2,0,-1,4452,1005
2044,0,-1,2,2,0,-1,4926,1005
2050,0,-1,2,2,0,-1,5551,1005
2025,0,-1,3,3,0,-1,1285,1005
2030,0,-1,3,3,0,-1,1417,1005
2035,0,-1,3,3,0,-1,1548,1005
2040,0,-1,3,3,0,-1,1679,1005
2044,0,-1,3,3,0,-1,1787,1005
2050,0,-1,3,3,0,-1,1924,1005
2025,0,-1,4,4,0,-1,1083,1005
2030,0,-1,4,4,0,-1,1194,1005
2035,0,-1,4,4,0,-1,1304,1005
2040,0,-1,4,4,0,-1,1417,1005
2044,0,-1,4,4,0,-1,1506,1005
2050,0,-1,4,4,0,-1,1623,1005
2025,0,-1,5,5,0,-1,534,1005
2030,0,-1,5,5,0,-1,587,1005
2035,0,-1,5,5,0,-1,641,1005
2040,0,-1,5,5,0,-1,696,1005
2044,0,-1,5,5,0,-1,739,1005
2050,0,-1,5,5,0,-1,798,1005
2025,0,-1,6,6,0,-1,241,1005
2030,0,-1,6,6,0,-1,266,1005
2035,0,-1,6,6,0,-1,291,1005
2040,0,-1,6,6,0,-1,316,1005
2044,0,-1,6,6,0,-1,335,1005
2050,0,-1,6,6,0,-1,362,1005
2025,0,-1,7,-1,0,-1,163,1005
2030,0,-1,7,-1,0,-1,180,1005
2035,0,-1,7,-1,0,-1,198,1005
2040,0,-1,7,-1,0,-1,214,1005
2044,0,-1,7,-1,0,-1,227,1005
2050,0,-1,7,-1,0,-1,244,1005
2025,0,-1,1,1,0,-1,3653,1006
2030,0,-1,1,1,0,-1,4503,1006
2035,0,-1,1,1,0,-1,5354,1006
2040,0,-1,1,1,0,-1,6204,1006
2044,0,-1,1,1,0,-1,6885,1006
2050,0,-1,1,1,0,-1,7768,1006
2025,0,-1,2,2,0,-1,3712,1006
2030,0,-1,2,2,0,-1,4577,1006
2035,0,-1,2,2,0,-1,5442,1006
2040,0,-1,2,2,0,-1,6306,1006
2044,0,-1,2,2,0,-1,6997,1006
2050,0,-1,2,2,0,-1,7894,1006
2025,0,-1,3,3,0,-1,2133,1006
2030,0,-1,3,3,0,-1,2302,1006
2035,0,-1,3,3,0,-1,2469,1006
2040,0,-1,3,3,0,-1,2640,1006
2044,0,-1,3,3,0,-1,2773,1006
2050,0,-1,3,3,0,-1,2978,1006
2025,0,-1,4,4,0,-1,1693,1006
2030,0,-1,4,4,0,-1,1826,1006
2035,0,-1,4,4,0,-1,1961,1006
2040,0,-1,4,4,0,-1,2095,1006
2044,0,-1,4,4,0,-1,2202,1006
2050,0,-1,4,4,0,-1,2364,1006
2025,0,-1,5,5,0,-1,926,1006
2030,0,-1,5,5,0,-1,1001,1006
2035,0,-1,5,5,0,-1,1075,1006
2040,0,-1,5,5,0,-1,1146,1006
2044,0,-1,5,5,0,-1,1206,1006
2050,0,-1,5,5,0,-1,1296,1006
2025,0,-1,6,6,0,-1,442,1006
2030,0,-1,6,6,0,-1,476,1006
2035,0,-1,6,6,0,-1,511,1006
2040,0,-1,6,6,0,-1,546,1006
2044,0,-1,6,6,0,-1,575,1006
2050,0,-1,6,6,0,-1,618,1006
2025,0,-1,7,-1,0,-1,248,1006
2030,0,-1,7,-1,0,-1,267,1006
2035,0,-1,7,-1,0,-1,286,1006
2040,0,-1,7,-1,0,-1,306,1006
2044,0,-1,7,-1,0,-1,321,1006
2050,0,-1,7,-1,0,-1,345,1006
2025,0,-1,1,1,0,-1,195,1007
2030,0,-1,1,1,0,-1,405,1007
2035,0,-1,1,1,0,-1,615,1007
2040,0,-1,1,1,0,-1,824,1007
2044,0,-1,1,1,0,-1,993,1007
2050,0,-1,1,1,0,-1,1217,1007
2025,0,-1,2,2,0,-1,265,1007
2030,0,-1,2,2,0,-1,550,1007
2035,0,-1,2,2,0,-1,835,1007
2040,0,-1,2,2,0,-1,1120,1007
2044,0,-1,2,2,0,-1,1348,1007
2050,0,-1,2,2,0,-1,1652,1007
2025,0,-1,3,3,0,-1,70,1007
2030,0,-1,3,3,0,-1,75,1007
2035,0,-1,3,3,0,-1,80,1007
2040,0,-1,3,3,0,-1,85,1007
2044,0,-1,3,3,0,-1,89,1007
2050,0,-1,3,3,0,-1,96,1007
2025,0,-1,4,4,0,-1,68,1007
2030,0,-1,4,4,0,-1,73,1007
2035,0,-1,4,4,0,-1,78,1007
2040,0,-1,4,4,0,-1,83,1007
2044,0,-1,4,4,0,-1,87,1007
2050,0,-1,4,4,0,-1,94,1007
2025,0,-1,5,5,0,-1,23,1007
2030,0,-1,5,5,0,-1,25,1007
2035,0,-1,5,5,0,-1,27,1007
2040,0,-1,5,5,0,-1,29,1007
2044,0,-1,5,5,0,-1,30,1007
2050,0,-1,5,5,0,-1,33,1007
2025,0,-1,6,6,0,-1,7,1007
2030,0,-1,6,6,0,-1,7,1007
2035,0,-1,6,6,0,-1,7,1007
2040,0,-1,6,6,0,-1,7,1007
2044,0,-1,6,6,0,-1,7,1007
2050,0,-1,6,6,0,-1,8,1007
2025,0,-1,7,-1,0,-1,4,1007
2030,0,-1,7,-1,0,-1,4,1007
2035,0,-1,7,-1,0,-1,4,1007
2040,0,-1,7,-1,0,-1,4,1007
2044,0,-1,7,-1,0,-1,4,1007
2050,0,-1,7,-1,0,-1,4,1007
2025,0,-1,1,1,0,-1,4712,1008
2030,0,-1,1,1,0,-1,5393,1008
2035,0,-1,1,1,0,-1,6071,1008
2040,0,-1,1,1,0,-1,6748,1008
2044,0,-1,1,1,0,-1,7291,1008
2050,0,-1,1,1,0,-1,8129,1008
2025,0,-1,2,2,0,-1,4540,1008
2030,0,-1,2,2,0,-1,5191,1008
2035,0,-1,2,2,0,-1,5845,1008
2040,0,-1,2,2,0,-1,6498,1008
2044,0,-1,2,2,0,-1,7019,1008
2050,0,-1,2,2,0,-1,7824,1008
2025,0,-1,3,3,0,-1,2801,1008
2030,0,-1,3,3,0,-1,2908,1008
2035,0,-1,3,3,0,-1,3015,1008
2040,0,-1,3,3,0,-1,3123,1008
2044,0,-1,3,3,0,-1,3210,1008
2050,0,-1,3,3,0,-1,3328,1008
2025,0,-1,4,4,0,-1,2327,1008
2030,0,-1,4,4,0,-1,2415,1008
2035,0,-1,4,4,0,-1,2505,1008
2040,0,-1,4,4,0,-1,2594,1008
2044,0,-1,4,4,0,-1,2666,1008
2050,0,-1,4,4,0,-1,2767,1008
2025,0,-1,5,5,0,-1,1314,1008
2030,0,-1,5,5,0,-1,1364,1008
2035,0,-1,5,5,0,-1,1414,1008
2040,0,-1,5,5,0,-1,1463,1008
2044,0,-1,5,5,0,-1,1503,1008
2050,0,-1,5,5,0,-1,1559,1008
2025,0,-1,6,6,0,-1,628,1008
2030,0,-1,6,6,0,-1,653,1008
2035,0,-1,6,6,0,-1,676,1008
2040,0,-1,6,6,0,-1,701,1008
2044,0,-1,6,6,0,-1,720,1008
2050,0,-1,6,6,0,-1,748,1008
2025,0,-1,7,-1,0,-1,393,1008
2030,0,-1,7,-1,0,-1,408,1008
2035,0,-1,7,-1,0,-1,423,1008
2040,0,-1,7,-1,0,-1,438,1008
2044,0,-1,7,-1,0,-1,450,1008
2050,0,-1,7,-1,0,-1,467,1008
2025,0,-1,1,1,0,-1,7348,1009
2030,0,-1,1,1,0,-1,7862,1009
2035,0,-1,1,1,0,-1,8372,1009
2040,0,-1,1,1,0,-1,8885,1009
2044,0,-1,1,1,0,-1,9296,1009
2050,0,-1,1,1,0,-1,10100,1009
2025,0,-1,2,2,0,-1,7556,1009
2030,0,-1,2,2,0,-1,8083,1009
2035,0,-1,2,2,0,-1,8611,1009
2040,0,-1,2,2,0,-1,9136,1009
2044,0,-1,2,2,0,-1,9559,1009
2050,0,-1,2,2,0,-1,10387,1009
2025,0,-1,3,3,0,-1,2815,1009
2030,0,-1,3,3,0,-1,2805,1009
2035,0,-1,3,3,0,-1,2798,1009
2040,0,-1,3,3,0,-1,2791,1009
2044,0,-1,3,3,0,-1,2782,1009
2050,0,-1,3,3,0,-1,2872,1009
2025,0,-1,4,4,0,-1,2264,1009
2030,0,-1,4,4,0,-1,2259,1009
2035,0,-1,4,4,0,-1,2253,1009
2040,0,-1,4,4,0,-1,2246,1009
2044,0,-1,4,4,0,-1,2241,1009
2050,0,-1,4,4,0,-1,2314,1009
2025,0,-1,5,5,0,-1,706,1009
2030,0,-1,5,5,0,-1,704,1009
2035,0,-1,5,5,0,-1,702,1009
2040,0,-1,5,5,0,-1,700,1009
2044,0,-1,5,5,0,-1,698,1009
2050,0,-1,5,5,0,-1,721,1009
2025,0,-1,6,6,0,-1,237,1009
2030,0,-1,6,6,0,-1,235,1009
2035,0,-1,6,6,0,-1,234,1009
2040,0,-1,6,6,0,-1,233,1009
2044,0,-1,6,6,0,-1,233,1009
2050,0,-1,6,6,0,-1,239,1009
2025,0,-1,7,-1,0,-1,82,1009
2030,0,-1,7,-1,0,-1,82,1009
2035,0,-1,7,-1,0,-1,82,1009
2040,0,-1,7,-1,0,-1,82,1009
2044,0,-1,7,-1,0,-1,82,1009
2050,0,-1,7,-1,0,-1,85,1009
2025,0,-1,1,1,0,-1,6561,1010
2030,0,-1,1,1,0,-1,7661,1010
2035,0,-1,1,1,0,-1,8762,1010
2040,0,-1,1,1,0,-1,9861,1010
2044,0,-1,1,1,0,-1,10742,1010
2050,0,-1,1,1,0,-1,12263,1010
2025,0,-1,2,2,0,-1,5033,1010
2030,0,-1,2,2,0,-1,5878,1010
2035,0,-1,2,2,0,-1,6721,1010
2040,0,-1,2,2,0,-1,7566,1010
2044,0,-1,2,2,0,-1,8240,1010
2050,0,-1,2,2,0,-1,9409,1010
2025,0,-1,3,3,0,-1,2707,1010
2030,0,-1,3,3,0,-1,3161,1010
2035,0,-1,3,3,0,-1,3615,1010
2040,0,-1,3,3,0,-1,4070,1010
2044,0,-1,3,3,0,-1,4435,1010
2050,0,-1,3,3,0,-1,4972,1010
2025,0,-1,4,4,0,-1,2081,1010
2030,0,-1,4,4,0,-1,2430,1010
2035,0,-1,4,4,0,-1,2778,1010
2040,0,-1,4,4,0,-1,3127,1010
2044,0,-1,4,4,0,-1,3406,1010
2050,0,-1,4,4,0,-1,3820,1010
2025,0,-1,5,5,0,-1,454,1010
2030,0,-1,5,5,0,-1,531,1010
2035,0,-1,5,5,0,-1,608,1010
2040,0,-1,5,5,0,-1,684,1010
2044,0,-1,5,5,0,-1,745,1010
2050,0,-1,5,5,0,-1,835,1010
2025,0,-1,6,6,0,-1,165,1010
2030,0,-1,6,6,0,-1,192,1010
2035,0,-1,6,6,0,-1,220,1010
2040,0,-1,6,6,0,-1,247,1010
2044,0,-1,6,6,0,-1,269,1010
2050,0,-1,6,6,0,-1,303,1010
2025,0,-1,7,-1,0,-1,57,1010
2030,0,-1,7,-1,0,-1,66,1010
2035,0,-1,7,-1,0,-1,76,1010
2040,0,-1,7,-1,0,-1,86,1010
2044,0,-1,7,-1,0,-1,93,1010
2050,0,-1,7,-1,0,-1,104,1010
2025,0,-1,1,1,0,-1,5657,1011
2030,0,-1,1,1,0,-1,7050,1011
2035,0,-1,1,1,0,-1,8445,1011
2040,0,-1,1,1,0,-1,9837,1011
2044,0,-1,1,1,0,-1,10952,1011
2050,0,-1,1,1,0,-1,12397,1011
2025,0,-1,2,2,0,-1,4937,1011
2030,0,-1,2,2,0,-1,6155,1011
2035,0,-1,2,2,0,-1,7371,1011
2040,0,-1,2,2,0,-1,8587,1011
2044,0,-1,2,2,0,-1,9560,1011
2050,0,-1,2,2,0,-1,10822,1011
2025,0,-1,3,3,0,-1,2277,1011
2030,0,-1,3,3,0,-1,2683,1011
2035,0,-1,3,3,0,-1,3090,1011
2040,0,-1,3,3,0,-1,3497,1011
2044,0,-1,3,3,0,-1,3824,1011
2050,0,-1,3,3,0,-1,4205,1011
2025,0,-1,4,4,0,-1,1602,1011
2030,0,-1,4,4,0,-1,1887,1011
2035,0,-1,4,4,0,-1,2172,1011
2040,0,-1,4,4,0,-1,2460,1011
2044,0,-1,4,4,0,-1,2688,1011
2050,0,-1,4,4,0,-1,2957,1011
2025,0,-1,5,5,0,-1,767,1011
2030,0,-1,5,5,0,-1,905,1011
2035,0,-1,5,5,0,-1,1041,1011
2040,0,-1,5,5,0,-1,1179,1011
2044,0,-1,5,5,0,-1,1287,1011
2050,0,-1,5,5,0,-1,1417,1011
2025,0,-1,6,6,0,-1,348,1011
2030,0,-1,6,6,0,-1,411,1011
2035,0,-1,6,6,0,-1,473,1011
2040,0,-1,6,6,0,-1,535,1011
2044,0,-1,6,6,0,-1,586,1011
2050,0,-1,6,6,0,-1,646,1011
2025,0,-1,7,-1,0,-1,159,1011
2030,0,-1,7,-1,0,-1,187,1011
2035,0,-1,7,-1,0,-1,217,1011
2040,0,-1,7,-1,0,-1,244,1011
2044,0,-1,7,-1,0,-1,267,1011
2050,0,-1,7,-1,0,-1,291,1011
2025,0,-1,1,1,0,-1,2225,1012
2030,0,-1,1,1,0,-1,2640,1012
2035,0,-1,1,1,0,-1,3059,1012
2040,0,-1,1,1,0,-1,3476,1012
2044,0,-1,1,1,0,-1,3808,1012
2050,0,-1,1,1,0,-1,4253,1012
2025,0,-1,2,2,0,-1,1615,1012
2030,0,-1,2,2,0,-1,1919,1012
2035,0,-1,2,2,0,-1,2220,1012
2040,0,-1,2,2,0,-1,2523,1012
2044,0,-1,2,2,0,-1,2766,1012
2050,0,-1,2,2,0,-1,3089,1012
2025,0,-1,3,3,0,-1,979,1012
2030,0,-1,3,3,0,-1,1102,1012
2035,0,-1,3,3,0,-1,1224,1012
2040,0,-1,3,3,0,-1,1347,1012
2044,0,-1,3,3,0,-1,1446,1012
2050,0,-1,3,3,0,-1,1578,1012
2025,0,-1,4,4,0,-1,742,1012
2030,0,-1,4,4,0,-1,836,1012
2035,0,-1,4,4,0,-1,928,1012
2040,0,-1,4,4,0,-1,1021,1012
2044,0,-1,4,4,0,-1,1094,1012
2050,0,-1,4,4,0,-1,1194,1012
2025,0,-1,5,5,0,-1,451,1012
2030,0,-1,5,5,0,-1,508,1012
2035,0,-1,5,5,0,-1,565,1012
2040,0,-1,5,5,0,-1,620,1012
2044,0,-1,5,5,0,-1,666,1012
2050,0,-1,5,5,0,-1,727,1012
2025,0,-1,6,6,0,-1,217,1012
2030,0,-1,6,6,0,-1,245,1012
2035,0,-1,6,6,0,-1,273,1012
2040,0,-1,6,6,0,-1,302,1012
2044,0,-1,6,6,0,-1,324,1012
2050,0,-1,6,6,0,-1,353,1012
2025,0,-1,7,-1,0,-1,128,1012
2030,0,-1,7,-1,0,-1,143,1012
2035,0,-1,7,-1,0,-1,159,1012
2040,0,-1,7,-1,0,-1,175,1012
2044,0,-1,7,-1,0,-1,188,1012
2050,0,-1,7,-1,0,-1,206,1012
2025,0,-1,1,1,0,-1,1651,1013
2030,0,-1,1,1,0,-1,2083,1013
2035,0,-1,1,1,0,-1,2515,1013
2040,0,-1,1,1,0,-1,2948,1013
2044,0,-1,1,1,0,-1,3290,1013
2050,0,-1,1,1,0,-1,3815,1013
2025,0,-1,2,2,0,-1,1310,1013
2030,0,-1,2,2,0,-1,1653,1013
2035,0,-1,2,2,0,-1,1995,1013
2040,0,-1,2,2,0,-1,2338,1013
2044,0,-1,2,2,0,-1,2612,1013
2050,0,-1,2,2,0,-1,3028,1013
2025,0,-1,3,3,0,-1,669,1013
2030,0,-1,3,3,0,-1,803,1013
2035,0,-1,3,3,0,-1,938,1013
2040,0,-1,3,3,0,-1,1073,1013
2044,0,-1,3,3,0,-1,1182,1013
2050,0,-1,3,3,0,-1,1336,1013
2025,0,-1,4,4,0,-1,611,1013
2030,0,-1,4,4,0,-1,734,1013
2035,0,-1,4,4,0,-1,856,1013
2040,0,-1,4,4,0,-1,978,1013
2044,0,-1,4,4,0,-1,1080,1013
2050,0,-1,4,4,0,-1,1220,1013
2025,0,-1,5,5,0,-1,323,1013
2030,0,-1,5,5,0,-1,389,1013
2035,0,-1,5,5,0,-1,454,1013
2040,0,-1,5,5,0,-1,519,1013
2044,0,-1,5,5,0,-1,571,1013
2050,0,-1,5,5,0,-1,645,1013
2025,0,-1,6,6,0,-1,181,1013
2030,0,-1,6,6,0,-1,218,1013
2035,0,-1,6,6,0,-1,255,1013
2040,0,-1,6,6,0,-1,291,1013
2044,0,-1,6,6,0,-1,321,1013
2050,0,-1,6,6,0,-1,363,1013
2025,0,-1,7,-1,0,-1,111,1013
2030,0,-1,7,-1,0,-1,132,1013
2035,0,-1,7,-1,0,-1,155,1013
2040,0,-1,7,-1,0,-1,177,1013
2044,0,-1,7,-1,0,-1,193,1013
2050,0,-1,7,-1,0,-1,219,1013
2025,0,-1,1,1,0,-1,821,1014
2030,0,-1,1,1,0,-1,1052,1014
2035,0,-1,1,1,0,-1,1283,1014
2040,0,-1,1,1,0,-1,1516,1014
2044,0,-1,1,1,0,-1,1702,1014
2050,0,-1,1,1,0,-1,1962,1014
2025,0,-1,2,2,0,-1,951,1014
2030,0,-1,2,2,0,-1,1219,1014
2035,0,-1,2,2,0,-1,1487,1014
2040,0,-1,2,2,0,-1,1754,1014
2044,0,-1,2,2,0,-1,1968,1014
2050,0,-1,2,2,0,-1,2273,1014
2025,0,-1,3,3,0,-1,584,1014
2030,0,-1,3,3,0,-1,618,1014
2035,0,-1,3,3,0,-1,650,1014
2040,0,-1,3,3,0,-1,683,1014
2044,0,-1,3,3,0,-1,710,1014
2050,0,-1,3,3,0,-1,769,1014
2025,0,-1,4,4,0,-1,448,1014
2030,0,-1,4,4,0,-1,473,1014
2035,0,-1,4,4,0,-1,498,1014
2040,0,-1,4,4,0,-1,523,1014
2044,0,-1,4,4,0,-1,543,1014
2050,0,-1,4,4,0,-1,587,1014
2025,0,-1,5,5,0,-1,286,1014
2030,0,-1,5,5,0,-1,300,1014
2035,0,-1,5,5,0,-1,317,1014
2040,0,-1,5,5,0,-1,334,1014
2044,0,-1,5,5,0,-1,347,1014
2050,0,-1,5,5,0,-1,375,1014
2025,0,-1,6,6,0,-1,136,1014
2030,0,-1,6,6,0,-1,145,1014
2035,0,-1,6,6,0,-1,154,1014
2040,0,-1,6,6,0,-1,161,1014
2044,0,-1,6,6,0,-1,167,1014
2050,0,-1,6,6,0,-1,181,1014
2025,0,-1,7,-1,0,-1,72,1014
2030,0,-1,7,-1,0,-1,77,1014
2035,0,-1,7,-1,0,-1,81,1014
2040,0,-1,7,-1,0,-1,86,1014
2044,0,-1,7,-1,0,-1,89,1014
2050,0,-1,7,-1,0,-1,97,1014
2025,0,-1,1,1,0,-1,180,1015
2030,0,-1,1,1,0,-1,179,1015
2035,0,-1,1,1,0,-1,179,1015
2040,0,-1,1,1,0,-1,180,1015
2044,0,-1,1,1,0,-1,180,1015
2050,0,-1,1,1,0,-1,180,1015
2025,0,-1,2,2,0,-1,292,1015
2030,0,-1,2,2,0,-1,292,1015
2035,0,-1,2,2,0,-1,292,1015
2040,0,-1,2,2,0,-1,292,1015
2044,0,-1,2,2,0,-1,291,1015
2050,0,-1,2,2,0,-1,290,1015
2025,0,-1,3,3,0,-1,182,1015
2030,0,-1,3,3,0,-1,182,1015
2035,0,-1,3,3,0,-1,183,1015
2040,0,-1,3,3,0,-1,182,1015
2044,0,-1,3,3,0,-1,182,1015
2050,0,-1,3,3,0,-1,182,1015
2025,0,-1,4,4,0,-1,129,1015
2030,0,-1,4,4,0,-1,130,1015
2035,0,-1,4,4,0,-1,129,1015
2040,0,-1,4,4,0,-1,129,1015
2044,0,-1,4,4,0,-1,130,1015
2050,0,-1,4,4,0,-1,131,1015
2025,0,-1,5,5,0,-1,71,1015
2030,0,-1,5,5,0,-1,70,1015
2035,0,-1,5,5,0,-1,71,1015
2040,0,-1,5,5,0,-1,71,1015
2044,0,-1,5,5,0,-1,70,1015
2050,0,-1,5,5,0,-1,71,1015
2025,0,-1,6,6,0,-1,49,1015
2030,0,-1,6,6,0,-1,50,1015
2035,0,-1,6,6,0,-1,50,1015
2040,0,-1,6,6,0,-1,49,1015
2044,0,-1,6,6,0,-1,50,1015
2050,0,-1,6,6,0,-1,49,1015
2025,0,-1,7,-1,0,-1,15,1015
2030,0,-1,7,-1,0,-1,15,1015
2035,0,-1,7,-1,0,-1,14,1015
2040,0,-1,7,-1,0,-1,15,1015
2044,0,-1,7,-1,0,-1,15,1015
2050,0,-1,7,-1,0,-1,15,1015
2025,0,-1,1,1,0,-1,1348,1016
2030,0,-1,1,1,0,-1,1538,1016
2035,0,-1,1,1,0,-1,1728,1016
2040,0,-1,1,1,0,-1,1918,1016
2044,0,-1,1,1,0,-1,2070,1016
2050,0,-1,1,1,0,-1,2287,1016
2025,0,-1,2,2,0,-1,1310,1016
2030,0,-1,2,2,0,-1,1495,1016
2035,0,-1,2,2,0,-1,1679,1016
2040,0,-1,2,2,0,-1,1863,1016
2044,0,-1,2,2,0,-1,2011,1016
2050,0,-1,2,2,0,-1,2222,1016
2025,0,-1,3,3,0,-1,536,1016
2030,0,-1,3,3,0,-1,562,1016
2035,0,-1,3,3,0,-1,584,1016
2040,0,-1,3,3,0,-1,611,1016
2044,0,-1,3,3,0,-1,631,1016
2050,0,-1,3,3,0,-1,668,1016
2025,0,-1,4,4,0,-1,475,1016
2030,0,-1,4,4,0,-1,496,1016
2035,0,-1,4,4,0,-1,521,1016
2040,0,-1,4,4,0,-1,542,1016
2044,0,-1,4,4,0,-1,560,1016
2050,0,-1,4,4,0,-1,592,1016
2025,0,-1,5,5,0,-1,198,1016
2030,0,-1,5,5,0,-1,208,1016
2035,0,-1,5,5,0,-1,218,1016
2040,0,-1,5,5,0,-1,226,1016
2044,0,-1,5,5,0,-1,233,1016
2050,0,-1,5,5,0,-1,248,1016
2025,0,-1,6,6,0,-1,71,1016
2030,0,-1,6,6,0,-1,74,1016
2035,0,-1,6,6,0,-1,77,1016
2040,0,-1,6,6,0,-1,80,1016
2044,0,-1,6,6,0,-1,83,1016
2050,0,-1,6,6,0,-1,88,1016
2025,0,-1,7,-1,0,-1,42,1016
2030,0,-1,7,-1,0,-1,44,1016
2035,0,-1,7,-1,0,-1,46,1016
2040,0,-1,7,-1,0,-1,49,1016
2044,0,-1,7,-1,0,-1,50,1016
2050,0,-1,7,-1,0,-1,52,1016
2025,0,-1,1,1,0,-1,298,1017
2030,0,-1,1,1,0,-1,321,1017
2035,0,-1,1,1,0,-1,345,1017
2040,0,-1,1,1,0,-1,368,1017
2044,0,-1,1,1,0,-1,388,1017
2050,0,-1,1,1,0,-1,414,1017
2025,0,-1,2,2,0,-1,448,1017
2030,0,-1,2,2,0,-1,486,1017
2035,0,-1,2,2,0,-1,521,1017
2040,0,-1,2,2,0,-1,558,1017
2044,0,-1,2,2,0,-1,587,1017
2050,0,-1,2,2,0,-1,625,1017
2025,0,-1,3,3,0,-1,135,1017
2030,0,-1,3,3,0,-1,133,1017
2035,0,-1,3,3,0,-1,131,1017
2040,0,-1,3,3,0,-1,129,1017
2044,0,-1,3,3,0,-1,127,1017
2050,0,-1,3,3,0,-1,128,1017
2025,0,-1,4,4,0,-1,138,1017
2030,0,-1,4,4,0,-1,136,1017
2035,0,-1,4,4,0,-1,134,1017
2040,0,-1,4,4,0,-1,132,1017
2044,0,-1,4,4,0,-1,131,1017
2050,0,-1,4,4,0,-1,130,1017
2025,0,-1,5,5,0,-1,52,1017
2030,0,-1,5,5,0,-1,51,1017
2035,0,-1,5,5,0,-1,50,1017
2040,0,-1,5,5,0,-1,50,1017
2044,0,-1,5,5,0,-1,49,1017
2050,0,-1,5,5,0,-1,48,1017
2025,0,-1,6,6,0,-1,33,1017
2030,0,-1,6,6,0,-1,32,1017
2035,0,-1,6,6,0,-1,31,1017
2040,0,-1,6,6,0,-1,31,1017
2044,0,-1,6,6,0,-1,30,1017
2050,0,-1,6,6,0,-1,30,1017
2025,0,-1,7,-1,0,-1,11,1017
2030,0,-1,7,-1,0,-1,11,1017
2035,0,-1,7,-1,0,-1,12,1017
2040,0,-1,7,-1,0,-1,11,1017
2044,0,-1,7,-1,0,-1,11,1017
2050,0,-1,7,-1,0,-1,12,1017
2025,0,-1,1,1,0,-1,1191,1018
2030,0,-1,1,1,0,-1,1276,1018
2035,0,-1,1,1,0,-1,1361,1018
2040,0,-1,1,1,0,-1,1445,1018
2044,0,-1,1,1,0,-1,1514,1018
2050,0,-1,1,1,0,-1,1618,1018
2025,0,-1,2,2,0,-1,876,1018
2030,0,-1,2,2,0,-1,940,1018
2035,0,-1,2,2,0,-1,1001,1018
2040,0,-1,2,2,0,-1,1064,1018
2044,0,-1,2,2,0,-1,1114,1018
2050,0,-1,2,2,0,-1,1192,1018
2025,0,-1,3,3,0,-1,284,1018
2030,0,-1,3,3,0,-1,280,1018
2035,0,-1,3,3,0,-1,276,1018
2040,0,-1,3,3,0,-1,274,1018
2044,0,-1,3,3,0,-1,269,1018
2050,0,-1,3,3,0,-1,264,1018
2025,0,-1,4,4,0,-1,210,1018
2030,0,-1,4,4,0,-1,207,1018
2035,0,-1,4,4,0,-1,204,1018
2040,0,-1,4,4,0,-1,201,1018
2044,0,-1,4,4,0,-1,200,1018
2050,0,-1,4,4,0,-1,195,1018
2025,0,-1,5,5,0,-1,61,1018
2030,0,-1,5,5,0,-1,60,1018
2035,0,-1,5,5,0,-1,59,1018
2040,0,-1,5,5,0,-1,58,1018
2044,0,-1,5,5,0,-1,57,1018
2050,0,-1,5,5,0,-1,56,1018
2025,0,-1,6,6,0,-1,21,1018
2030,0,-1,6,6,0,-1,21,1018
2035,0,-1,6,6,0,-1,21,1018
2040,0,-1,6,6,0,-1,21,1018
2044,0,-1,6,6,0,-1,21,1018
2050,0,-1,6,6,0,-1,21,1018
2025,0,-1,7,-1,0,-1,13,1018
2030,0,-1,7,-1,0,-1,12,1018
2035,0,-1,7,-1,0,-1,13,1018
2040,0,-1,7,-1,0,-1,12,1018
2044,0,-1,7,-1,0,-1,12,1018
2050,0,-1,7,-1,0,-1,12,1018
2025,0,-1,1,1,0,-1,641,1019
2030,0,-1,1,1,0,-1,691,1019
2035,0,-1,1,1,0,-1,742,1019
2040,0,-1,1,1,0,-1,792,1019
2044,0,-1,1,1,0,-1,833,1019
2050,0,-1,1,1,0,-1,868,1019
2025,0,-1,2,2,0,-1,734,1019
2030,0,-1,2,2,0,-1,793,1019
2035,0,-1,2,2,0,-1,849,1019
2040,0,-1,2,2,0,-1,908,1019
2044,0,-1,2,2,0,-1,953,1019
2050,0,-1,2,2,0,-1,992,1019
2025,0,-1,3,3,0,-1,288,1019
2030,0,-1,3,3,0,-1,280,1019
2035,0,-1,3,3,0,-1,273,1019
2040,0,-1,3,3,0,-1,264,1019
2044,0,-1,3,3,0,-1,259,1019
2050,0,-1,3,3,0,-1,260,1019
2025,0,-1,4,4,0,-1,234,1019
2030,0,-1,4,4,0,-1,228,1019
2035,0,-1,4,4,0,-1,221,1019
2040,0,-1,4,4,0,-1,216,1019
